"title","mgg.type","type","star.type","city","state","description","publication","country","geocode.value","lon","lat","year"
"Red River Crossing","Bars/Clubs",NA,NA,"Austin","TX","(Live bands - WE)(C&W D lessons)","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1983
"Red Star","Bars/Clubs,Cruising Areas",NA,NA,"Reading","PA","(Cruisy)(Some W, SM)(WE*)","Bob Damron's Address Book","United States","Reading, PA, United States",-75.9268747,40.3356483,1981
"Red Star","Bars/Clubs,Cruising Areas",NA,NA,"Reading","PA","(Cruisy)(Some W, SM)(Disco)","Bob Damron's Address Book","United States","Reading, PA, United States",-75.9268747,40.3356483,1983
"Red's Bird Cage","Bars/Clubs",NA,NA,"Yuma","AZ","","Bob Damron's Address Book","United States","Yuma, AZ, United States",-114.6276916,32.6926512,1983
"Redbook","Book Store",NA,NA,"Cambridge","MA","(Some L)(Books) 136 R iver St.","Bob Damron's Address Book","United States","Cambridge, MA, United States",-71.1097335,42.3736158,1981
"Redcliff Lodge","Hotel",NA,NA,"Colorado Springs","CO","","Bob Damron's Address Book","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,1983
"Redmont Hotel Lounge","Bars/Clubs,Hotel",NA,NA,"Birmingham","AL","","Bob Damron's Address Book","United States","Birmingham, AL, United States",-86.8103567,33.5185892,1981
"Redmont Lounge","Bars/Clubs",NA,NA,"Birmingham","AL","at 22nd St.","Bob Damron's Address Book","United States","Birmingham, AL, United States",-86.8103567,33.5185892,1983
"Reed & Pioneer Parks","Cruising Areas",NA,NA,"Mesa","AZ","","Bob Damron's Address Book","United States","Mesa, AZ, United States",-111.8314724,33.4151843,1981
"Reed Park","Cruising Areas",NA,NA,"Mesa","AZ","","Bob Damron's Address Book","United States","Mesa, AZ, United States",-111.8314724,33.4151843,1983
"Reed's","Restaurant",NA,NA,"Denver","CO","(Open 24 hrs)","Bob Damron's Address Book","United States","Denver, CO, United States",-104.990251,39.7392358,1981
"Reed's","Restaurant",NA,NA,"Denver","CO","(Open 24 hrs)","Bob Damron's Address Book","United States","Denver, CO, United States",-104.990251,39.7392358,1983
"Reef","Bars/Clubs,Cruising Areas",NA,NA,"Myrtle Beach","SC","(Some L)(Cruisy)","Bob Damron's Address Book","United States","Myrtle Beach, SC, United States",-78.8802094,33.6954218,1981
"Reflections","Bars/Clubs",NA,NA,"Augusta","GA","(Disco)(Some L)","Bob Damron's Address Book","United States","Augusta, GA, United States",-82.0105148,33.4734978,1981
"Reflections","Bars/Clubs",NA,NA,"Augusta","GA","(Disco)","Bob Damron's Address Book","United States","Augusta, GA, United States",-82.0105148,33.4734978,1983
"Refuge","Bars/Clubs",NA,NA,"New Orleans","LA","","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"Regency Club Baths","Bathhouses",NA,NA,"Boston","MA","(2 floors - Open 24 hrs)","Bob Damron's Address Book","United States","Boston, MA, United States",-71.0588801,42.3600825,1981
"Regency Mall","Cruising Areas",NA,NA,"Indiana","PA","T-Rooms","Bob Damron's Address Book","United States","Indiana, PA, United States",-79.1525349,40.6214551,1981
"Regency Mall","Cruising Areas",NA,NA,"Indiana","PA","T-Rooms","Bob Damron's Address Book","United States","Indiana, PA, United States",-79.1525349,40.6214551,1983
"Regency Steam Baths","Bathhouses",NA,NA,"Washington","DC","","Bob Damron's Address Book","United States","Washington, DC, United States",-77.0368707,38.9071923,1981
"Regina's Place","Book Store",NA,NA,"Little Rock","AR","(Books & Movie arcade)","Bob Damron's Address Book","United States","Little Rock, AR, United States",-92.2880157,34.7444618,1981
"Regina's Place","Book Store",NA,NA,"Little Rock","AR","(Books & Movie arcade)","Bob Damron's Address Book","United States","Little Rock, AR, United States",-92.2880157,34.7444618,1983
"Reid Park","Cruising Areas",NA,NA,"Tucson","AZ","Northside","Bob Damron's Address Book","United States","Tucson, AZ, United States",-110.9741769,32.2539787,1983
"Rein's Deli","Restaurant",NA,NA,"Hartford","CT","Civic Center Shopping Center","Bob Damron's Address Book","United States","Hartford, CT, United States",-72.6733723,41.7658043,1981
"Rein's Deli","Restaurant,Cruising Areas",NA,NA,"Hartford","CT","(Cruisy) Civic Shopping Center","Bob Damron's Address Book","United States","Hartford, CT, United States",-72.6733723,41.7658043,1983
"Renaissance","Bars/Clubs",NA,NA,"Wilmington","DE","(Biz must be bad as they refuse to pay me for their Address Books 1-15-80)","Bob Damron's Address Book","United States","Wilmington, DE, United States",-75.5483909,39.744655,1981
"Renaissance","Bars/Clubs",NA,NA,"Wilmington","DE","(Disco)(Three floors)","Bob Damron's Address Book","United States","Wilmington, DE, United States",-75.5483909,39.744655,1983
"Renaissance Athletic Club","Bathhouses",NA,NA,"Oklahoma City","OK","(M-days)(OK's first bath nights - should be a winner)","Bob Damron's Address Book","United States","Oklahoma City, OK, United States",-97.5164276,35.4675602,1981
"Renaissance Athletic Club","Gym",NA,NA,"Oklahoma City","OK","(M-days)","Bob Damron's Address Book","United States","Oklahoma City, OK, United States",-97.5164276,35.4675602,1983
"Renegade","Restaurant,Bars/Clubs",NA,NA,"Rehoboth Beach","DE","(Disco) at Rehoboth Ave.","Bob Damron's Address Book","United States","Rehoboth Beach, DE, United States",-75.0760137,38.7209454,1983
"Rest Area","Cruising Areas",NA,NA,"Amarillo","TX","(about 20 mi. out of Amarillo)","Bob Damron's Address Book","United States","Amarillo, TX, United States",-101.8312969,35.2219971,1981
"Revere Beach","Cruising Areas",NA,NA,"Boston","MA","(Summers)","Bob Damron's Address Book","United States","Boston, MA, United States",-71.0588801,42.3600825,1981
"Revere Beach","Cruising Areas",NA,NA,"Boston","MA","","Bob Damron's Address Book","United States","Boston, MA, United States",-71.0588801,42.3600825,1983
"Reynolds Ave.","Cruising Areas",NA,NA,"Charleston","SC","nr. Naval Yard","Bob Damron's Address Book","United States","Charleston, SC, United States",-79.9319664,32.7833163,1981
"Reynolds Ave.","Cruising Areas",NA,NA,"Charleston","SC","nr. Naval Yard","Bob Damron's Address Book","United States","Charleston, SC, United States",-79.9319664,32.7833163,1983
"Rhinoceros","Restaurant",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1981
"Rhinoceros","Restaurant",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1983
"Rhondee","Bars/Clubs,Restaurant",NA,NA,"Portland","OR","(Liquor)","Bob Damron's Address Book","United States","Portland, OR, United States",-122.6783853,45.515232,1981
"Ribbett Room","Cruising Areas,Bars/Clubs",NA,NA,"Hilton Head","GA","(Cruisy)(Summers only)","Bob Damron's Address Book","United States","Hilton Head, GA, United States",NA,NA,1981
"Rice U.","Cruising Areas",NA,NA,"Houston","TX","Memorial Center - T-Room","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Rice U.","Cruising Areas",NA,NA,"Houston","TX","(T-Room) (Memorial Center)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"Richard's Night Club","Bars/Clubs,Restaurant",NA,NA,"Mansfield","OH","(Occ. S)(Disco -WE)(Some L)  at Main","Bob Damron's Address Book","United States","Mansfield, OH, United States",-82.5154471,40.75839,1981
"Richard's Night Club","Restaurant,Bars/Clubs",NA,NA,"Mansfield","OH","(Occ. S)(Disco -WE)(Some L) at Main","Bob Damron's Address Book","United States","Mansfield, OH, United States",-82.5154471,40.75839,1983
"Richmond Inn","Hotel",NA,NA,"Provincetown","MA","","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1981
"Richmond Inn","Hotel",NA,NA,"Provincetown","MA","","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1983
"Rick's Club","Restaurant",NA,NA,"Tulsa","OK","(May be closing)","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1983
"Rico's","Bars/Clubs",NA,NA,"Houston","TX","","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Ridgmar & North East Malls","Cruising Areas",NA,NA,"Ft. Worth","TX","","Bob Damron's Address Book","United States","Ft. Worth, TX, United States",-97.3307658,32.7554883,1983
"Risque Book Stores","Book Store",NA,NA,"Tulsa","OK","","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1983
"Risque Book Stores","Book Store",NA,NA,"Tulsa","OK","","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1983
"Risque Theatre","Cruising Areas,Theatre",NA,NA,"Honolulu","HI","(Balcony)","Bob Damron's Address Book","United States","Honolulu, HI, United States",-157.8581401,21.3098845,1983
"Rita Blanca Lake Park","Cruising Areas",NA,NA,"Dalhart","TX","T-Rooms","Bob Damron's Address Book","United States","Dalhart, TX, United States",-102.5132497,36.0594772,1981
"Rita Blanca Lake Park","Cruising Areas",NA,NA,"Dalhart","TX","T-Rooms","Bob Damron's Address Book","United States","Dalhart, TX, United States",-102.5132497,36.0594772,1983
"Rita's Adult World","Book Store,Erotic Shop",NA,NA,"Tulsa","OK","(Books, liquid, erotica, etc.)","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1983
"Rita's Rendezvous","Restaurant",NA,NA,"Tuscon","AZ","(Sun. brunch)","Bob Damron's Address Book","United States","Tuscon, AZ, United States",-110.9741769,32.2539787,1983
"Ritz","Bars/Clubs",NA,NA,"Indianapolis","IN","(Some L, M)","Bob Damron's Address Book","United States","Indianapolis, IN, United States",-86.158018,39.76909,1981
"Ritz Bar","Bars/Clubs",NA,NA,"Philadelphia","PA","","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1983
"Ritz Cafe","Restaurant",NA,NA,"Seattle","WA","(Liquor)","Bob Damron's Address Book","United States","Seattle, WA, United States",-122.3328481,47.6061389,1983
"River City","Restaurant,Hotel",NA,NA,"San Antonio","TX","","Bob Damron's Address Book","United States","San Antonio, TX, United States",-98.4945922,29.4251905,1981
"River City Club","Bars/Clubs",NA,NA,"Louisville","KY","(WE*)(also called Club Odyssey)","Bob Damron's Address Book","United States","Louisville, KY, United States",-85.7584557,38.2526647,1981
"River City News","Business,Book Store",NA,NA,"Louisville","KY","","Bob Damron's Address Book","United States","Louisville, KY, United States",-85.7584557,38.2526647,1981
"River City, Ltd","Bars/Clubs",NA,NA,"Monroe","LA","(Disco)","Bob Damron's Address Book","United States","Monroe, LA, United States",-92.1193012,32.5093109,1981
"River Oaks Theatre","Cruising Areas,Theatre",NA,NA,"Houston","TX","(Cruisy balcony)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"River Parks","Cruising Areas",NA,NA,"Tulsa","OK","(Days)","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1983
"River Road","Cruising Areas",NA,NA,"Providence","RI","off Blackstone - East Side","Bob Damron's Address Book","United States","Providence, RI, United States",-71.4128343,41.8239891,1983
"River Rouge Park","Cruising Areas",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1981
"River Rouge Park","Cruising Areas",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1983
"River Street","Cruising Areas",NA,NA,"Savannah","GA","","Bob Damron's Address Book","United States","Savannah, GA, United States",-81.091203,32.0808989,1981
"River Street","Cruising Areas",NA,NA,"Savannah","GA","","Bob Damron's Address Book","United States","Savannah, GA, United States",-81.091203,32.0808989,1983
"Riverchon Park","Cruising Areas",NA,NA,"Dallas","TX","","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1981
"Riverchon Park","Cruising Areas",NA,NA,"Dallas","TX","","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1983
"Riverside Drive","Cruising Areas",NA,NA,"Idaho Falls","ID","","Bob Damron's Address Book","United States","Idaho Falls, ID, United States",-112.0407506,43.4926602,1981
"Riverside Drive","Cruising Areas",NA,NA,"Idaho Falls","ID","","Bob Damron's Address Book","United States","Idaho Falls, ID, United States",-112.0407506,43.4926602,1983
"Riverside Drive","Cruising Areas",NA,NA,"Clarksville","TN","","Bob Damron's Address Book","United States","Clarksville, TN, United States",-87.3594528,36.5297706,1983
"Riverside Mall","Cruising Areas",NA,NA,"Baton Rouge","LA","","Bob Damron's Address Book","United States","Baton Rouge, LA, United States",-91.1871466,30.4514677,1981
"Riverside Mall","Cruising Areas",NA,NA,"Baton Rouge","LA","","Bob Damron's Address Book","United States","Baton Rouge, LA, United States",-91.1871466,30.4514677,1983
"Riverside Park","Cruising Areas",NA,NA,"Yuma","AZ","(Marines)(AYOR)","Bob Damron's Address Book","United States","Yuma, AZ, United States",-114.6276916,32.6926512,1981
"Riverside Park","Cruising Areas",NA,NA,"Memphis","TN","","Bob Damron's Address Book","United States","Memphis, TN, United States",-90.0489801,35.1495343,1981
"Riverside Park","Cruising Areas",NA,NA,"Memphis","TN","","Bob Damron's Address Book","United States","Memphis, TN, United States",-90.0489801,35.1495343,1983
"Riverside Park","Cruising Areas",NA,NA,"Findlay","OH","(Summers - AYOR)","Bob Damron's Address Book","United States","Findlay, OH, United States",-83.6502309,41.0391283,1983
"Riviera","Bars/Clubs",NA,NA,"Gulfport","MS","(Many L)","Bob Damron's Address Book","United States","Gulfport, MS, United States",-89.0928155,30.3674198,1983
"Riviera Room","Bars/Clubs",NA,NA,"Eugene","OR","(Many L)","Bob Damron's Address Book","United States","Eugene, OR, United States",-123.0867536,44.0520691,1981
"Roadside Park","Cruising Areas",NA,NA,"Bowling Green","KY","S. of Bowling Green Mall","Bob Damron's Address Book","United States","Bowling Green, KY, United States",-86.4808043,36.9685219,1981
"Roadside Park","Cruising Areas",NA,NA,"Hamilton","KS","2 mi. N.","Bob Damron's Address Book","United States","Hamilton, KS, United States",-96.1641647,37.9794705,1981
"Roadside Park","Cruising Areas",NA,NA,"Bowling Green","KY","S. of Bowling Green Mall","Bob Damron's Address Book","United States","Bowling Green, KY, United States",-86.4808043,36.9685219,1983
"Roadside Park","Cruising Areas",NA,NA,"Hamilton","KS","2 mi. N.","Bob Damron's Address Book","United States","Hamilton, KS, United States",-96.1641647,37.9794705,1983
"Roadside Park","Cruising Areas",NA,NA,"Marblehead","OH","just past Lighthouse","Bob Damron's Address Book","United States","Marblehead, OH, United States",-82.7354623,41.5403281,1983
"Roadside Park","Cruising Areas",NA,NA,"Columbus","GA","nr. Ft. Benning","Bob Damron's Address Book","United States","Columbus, GA, United States",-84.9877094,32.4609764,1983
"Robert's Cafe Kapahulu","Restaurant",NA,NA,"Waikiki","HI","","Bob Damron's Address Book","United States","Waikiki, HI, United States",-157.8291847,21.2793462,1981
"Robert's Lafitte","Bars/Clubs",NA,NA,"Galveston","TX","","Bob Damron's Address Book","United States","Galveston, TX, United States",-94.7976958,29.3013479,1981
"Robert's Lafitte","Bars/Clubs",NA,NA,"Galveston","TX","","Bob Damron's Address Book","United States","Galveston, TX, United States",-94.7976958,29.3013479,1983
"Robin Lounge","Bars/Clubs",NA,NA,"Bozeman","MT","","Bob Damron's Address Book","United States","Bozeman, MT, United States",-111.037259,45.6793119,1983
"Rock Inn","Restaurant",NA,NA,"Adrian","MI","(Some L) opp. Adrian Mall","Bob Damron's Address Book","United States","Adrian, MI, United States",-84.0371659,41.8975471,1981
"Rock Quarries","Cruising Areas",NA,NA,"Bloomington","IN","'Skinny dipping'","Bob Damron's Address Book","United States","Bloomington, IN, United States",-86.5263857,39.165325,1981
"Rockhill Theatre & Bookstore","Cruising Areas,Book Store,Theatre",NA,NA,"Kansas City","MO","","Bob Damron's Address Book","United States","Kansas City, MO, United States",-94.5785667,39.0997265,1981
"Rocky River Reservation","Cruising Areas",NA,NA,"Cleveland","OH","","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1981
"Rocky River Reservation","Cruising Areas",NA,NA,"Cleveland","OH","","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1983
