"title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","status","amenityfeatures"
"Jockey Club ","(Disco)(May be closing)","Bars/Clubs","19128 Woodward ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.114812,42.4326263,NA,"Google Verified Location","(D)"
"La Palais Bar ","(Some B)","Bars/Clubs","655 Beaubien","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0415287,42.3330212,NA,"Google Verified Location","(RT),(B-1970-1989),(L-1980-1989)"
"M.C.C.","","Church","45 E. Adams ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0501034,42.3374424,NA,"Google Verified Location",""
"Manis ","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1153867,42.4178367,NA,"Google Verified Location","(*),(AH),(D),(SM),(W-1972-1989),(YC)"
"Menjo's ","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1153867,42.4178367,NA,"Google Verified Location","(YC),(D),(*)"
"Northland Shopping Center","","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.204965,42.451351,NA,"Verified Location","Cruisy Area"
"Outlaw ","(Should make it)","Bars/Clubs","1028 W. 7 Mile Road","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0929438,42.4323111,NA,"Google Verified Location","(W-1972-1989),(SM)"
"Oxford Book Store ","(Cruisy) ","Book Store,Cruising Areas","17530 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1063283,42.4200839,NA,"Google Verified Location","Cruisy Area"
"Palmer Park","'Chicken' Fountain, Duck Pond, and Foot Paths","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.113954,42.423952,NA,"Verified Location","(AYOR),Cruisy Area"
"Park Avenue Baths ","(Best days)","Baths","2027 Park ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-82.9462682,42.3642697,NA,"Google Verified Location",""
"Prudential Health Club Baths ","","Baths","124 W. State Fair ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.104356,42.439741,NA,"Google Verified Location","(*),(YC)"
"Rhinoceros ","","Restaurant","265 Riopelle","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.030122,42.333513,NA,"Google Verified Location","(M-1965-1989),(R-1965-1989)"
"River Rouge Park","","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.236059,42.310105,NA,"Verified Location","(AYOR),Cruisy Area"
"Ruby's ","(Disco)(May be closed) 6 blks. W. of Livernois)","Bars/Clubs","6918 Michigan ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.129871,42.331462,NA,"Google Verified Location","(YC),(D)"
"Silver Star Bar ","(Something for everyone open days) ","Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1969255,42.3636956,NA,"Google Verified Location",""
"Six Mile 'Hustlers'","hitch-hiking on Woodward betw. 6 & 7 Mile Roads","Cruising Areas","","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.027302,42.41943,NA,"Location could not be verified. General city or location coordinates used.","Cruisy Area"
"Six Mile Theatre","","Theatre","16525 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1051091,42.4171825,NA,"Google Verified Location",""
"Stage Door Deli ","(Open until 4am)","Restaurant","1020 W. 7 Mile Rd. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1140535,42.4322824,NA,"Google Verified Location","(R-1965-1989),(*)"
"Stephen's Saloon ","(No sign- looks closed, but don't miss it! Sunday brunch or 'breakfast at Tiffany's)","Bars/Clubs","17436 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1059363,42.4193513,NA,"Google Verified Location","(W-1972-1989),(YC),(*)"
"Ted's on the Park ","","Restaurant","18002 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1089539,42.4238519,NA,"Google Verified Location","(M-1965-1989),(YC),(R-1965-1989),(AH)"
"Todd's Sway Lounge ","& Todd's Other Side ('Hot' new disco)","Bars/Clubs","8139 E. 7 Mile Rd. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0216192,42.4343253,NA,"Google Verified Location","(*),(YC),(D)"
"Touch of Class Lounge ","","Bars/Clubs","10015 Chalmers ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-82.9703598,42.4133433,NA,"Google Verified Location",""
"Underground","","Bars/Clubs","15535 W. 8 Mile Rd. at Greenfield","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.3678983,42.4407732,NA,"Google Verified Location","(D)"
"Uptown Book Stores ","","Book Store","16549 Woodward ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1053705,42.4174251,NA,"Google Verified Location","(*)"
"Uptown Book Stores ","","Book Store","16401 Woodward ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1041741,42.416138,NA,"Google Verified Location",""
"Wood Six Twin Theatre ","","Theatre","16549 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.1053705,42.4174251,NA,"Google Verified Location",""
"Woodward Cocktail Lounge ","(No sign, but don't miss it! Enter thru parking lot in rear)","Restaurant","6426 Woodward Ave. ","Detroit","MI",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-83.0721051,42.3689354,NA,"Google Verified Location","(*),(R-1965-1989)"
"Club Continental ","(Baths for men- 'tops' in Oregon')","Baths","531 S.W. Park Ave. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.680208,45.5206783,NA,"Google Verified Location","(*),(P-1965-1989),(YC)"
"Dahl & Penne ","(Liquor)(Some W, SM, OC, you name it, they have it)(Cruisy)(Snacks)","Cruising Areas,Bars/Clubs","604 S.W. 2nd at Alder","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.674179,45.518676,NA,"Verified Location","(*),(W-1972-1989),(SM),(OC),Cruisy Area,(PT),(D)"
"Darcelle XV Tavern ","(Some L, 'Drags')(Touristy)","Bars/Clubs","208 N.W. 3rd St. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6729315,45.5247845,NA,"Google Verified Location","(S-1965-2002),(WE),(L-1980-1989),(M-1965-1989)"
"Denny's","","Restaurant","4th & Lincoln","Portland","OR",NA,"Bob Damron's Address Book",1980,"",NA,NA,-122.681948,45.508118,NA,"Verified Location","(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH)"
"Embers Lounge ","(Liquor)(Sun. Brunch)","Restaurant","739 S.W. Park ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.680991,45.5194686,NA,"Google Verified Location","(R-1965-1989),(E),(*),(C-1965-1989),(AH)"
"Family Zoo ","","Bars/Clubs","820 S.W. Oak","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6797505,45.5224094,NA,"Google Verified Location","(HIP),(W-1972-1989),(YC),(*)"
"Focal Point Tavern ","","Bars/Clubs","729 S.W. 9th Ave. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.681678,45.5196915,NA,"Google Verified Location","(*),(YC),(PT),(C-1965-1989),(AH),(WE)"
"Hamburger Mary's ","","Restaurant","840 S.W. Park ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6807316,45.5187649,NA,"Google Verified Location","(M-1965-1989),(HIP),(R-1965-1989),(C-1965-1989)"
"Hardtimes Adult Books","","Book Store","926 S.W. 3rd Ave. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6760788,45.5163379,NA,"Google Verified Location","(*)"
"Hot Patata","","Restaurant","5842 S.E. Foster Rd. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.602979,45.4925408,NA,"Google Verified Location","(M-1965-1989),(R-1965-1989)"
"Hot Patata","","Restaurant","13th & Morrison ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.652608,45.5172,NA,"Google Verified Location","(M-1965-1989),(R-1965-1989)"
"J & J Tavern ","(Some W)","Bars/Clubs","1719 W. Burnside ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6886867,45.5231052,NA,"Google Verified Location","(W-1972-1989)"
"Kachina Lounge ","(Disco)(Liquor) ","Restaurant","1217 S.W. Stark St. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6744733,45.5205399,NA,"Google Verified Location","(R-1965-1989),(PT),(D)"
"M.C.C.","","Church","N.E. 24th & Broadway","Portland","OR",NA,"Bob Damron's Address Book",1980,"",NA,NA,-122.641181,45.535104,NA,"Verified Location",""
"Majestic Hotel Club Baths ","","Baths,Hotel","303 S.W. 12th Ave. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6834058,45.5228026,NA,"Google Verified Location",""
"Mildred's Palace ","(No booze)(Disco)","Bars/Clubs","918 S.W. Yamhill","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6818575,45.5189426,NA,"Google Verified Location","(YC),(D),(AH),(WE),(*)"
"Olympic Steam Baths","Uptown (Open 24 hrs.)(Massages)","Baths","531 S.W. 12th Ave. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6839493,45.5214476,NA,"Google Verified Location",""
"Other Inn ","","Bars/Clubs","242 S.W. Alder ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6747764,45.5184386,NA,"Google Verified Location","(OC),(W-1972-1989),(SM),(PT)"
"Rafter's","(Disco)(Liquor)('Super bar' & light show- enter thru 'The Embers', then upstairs)","Bars/Clubs","Park & Yamhill","Portland","OR",NA,"Bob Damron's Address Book",1980,"",NA,NA,-122.680947,45.518922,NA,"Verified Location","(*),(YC),(D)"
"Rhondee ","(Liquor)","Restaurant","1014 S.W. Stark St. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6816169,45.522011,NA,"Google Verified Location","(R-1965-1989),(D),(PT)"
"Rising Moon","(L only)","Bars/Clubs","413 W. Burnside ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6747541,45.5233576,NA,"Google Verified Location","(L-1980-1989),(*),(PT),(D)"
"Rooster Rock St. Park","'B.A.' Beach- E. end, 30 mi. E of Portland","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1980,"",NA,NA,-122.236468,45.546833,NA,"Verified Location","Cruisy Area"
"Roxy Hearts ","(Lunches)(No booze) ","Restaurant","1211 S.W. Stark ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6832923,45.5228477,NA,"Google Verified Location","(R-1965-1989)"
"Scorpio Adult Books","","Book Store","209 S.W. Taylor ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6754214,45.5168655,NA,"Google Verified Location",""
"Sin City Adult Books","","Book Store","838 S.W. 3rd Ave. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6758199,45.517044,NA,"Google Verified Location",""
"Tavern ","('Half Moon')(Good days)(Some W)","Bars/Clubs","122 S.W. Yamhill","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6742903,45.5171234,NA,"Google Verified Location","(*),(W-1972-1989),(PT)"
"Tom Kat Theatre","","Theatre","425 S.W. Glisson ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6750261,45.5051064,NA,"Google Verified Location",""
"U.S. Adult Book Store ","","Book Store","628 E. Burnside ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.658999,45.5228357,NA,"Google Verified Location",""
"Varsity Tavern","","Restaurant","S.E. 35th Pl. & Division","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6272623,45.5019444,NA,"Google Verified Location","(R-1965-1989),(PT)"
"Washington Park","by Lewis & Clark Monument","Cruising Areas","","Portland","OR",NA,"Bob Damron's Address Book",1980,"",NA,NA,-122.701431,45.521311,NA,"Verified Location","Cruisy Area"
"Wilde Oscar's ","(Patio)","Restaurant","318 S.W. 3rd Ave. ","Portland","OR",NA,"Bob Damron's Address Book",1980,NA,NA,NA,-122.6741189,45.5205558,NA,"Google Verified Location","(PT),(R-1965-1989)"
"Yamhill ('Camp St.')","","Cruising Areas","betw. 3rd & 4th","Portland","OR",NA,"Bob Damron's Address Book",1980,"",NA,NA,-122.676306,45.517558,NA,"Verified Location","Cruisy Area"
"'Homo Heights' - Oaklawn & Lemmon","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.805542,32.811931,NA,"Verified Location","Cruisy Area"
"Bachman Lake","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.866597,32.851972,NA,"Verified Location","Cruisy Area"
"Bell Pepper","(Open 24 hours) (looking for larger location to move to) ","Restaurant","3411 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7988702,32.8056021,NA,"Google Verified Location","(*),(R-1965-1989)"
"Boot Camp","(Ladies on left, guys on right)","Bars/Clubs","2508 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1980,"interesting gender segregation",NA,NA,-96.7832392,32.8126145,NA,"Google Verified Location","(PT)"
"Club Dallas Baths","(One of the 'tops' in CBC chain - also leather shop)","Baths","2616 Swiss Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7882627,32.7864562,NA,"Google Verified Location","(*)"
"Commerce St. News","","Book Store","1513 Commerce st.","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7983071,32.7805577,NA,"Google Verified Location","(M-1965-1989)"
"Congress, from Hood to Welburn","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.80979,32.805882,NA,"Verified Location","Cruisy Area"
"Crescent Theatre","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.805541,32.79469,NA,"Verified Location","Cruisy Area"
"Crews Inn","(Cruisy)","Bars/Clubs,Cruising Areas","3220 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7931451,32.8172624,NA,"Google Verified Location","(*),(D)"
"Dimensions III","(Disco) (Boutique)","Bars/Clubs","2617 N. Pearl St.","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8050446,32.7929646,NA,"Google Verified Location","(YC),(*),(D),(S-1965-2002)"
"Eagle Leather/Maple Ranch Wear","(Leather, clothing, jewelry & erotica boutiques) Located at Club Dallas, Sun Dance Kids & Tex's Ranch)","Business","2616 Swiss Ave.","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7882627,32.7864562,NA,"Google Verified Location",""
"Eighth Day","(go-go boys)","Bars/Clubs","2509 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7836518,32.8124462,NA,"Google Verified Location","(*)"
"Emporium, Ltd.","(clothes)","Business","3921 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8113182,32.8102764,NA,"Google Verified Location",""
"Encore II","","Bars/Clubs","4516 McKinney","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7878442,32.8214877,NA,"Google Verified Location","(YC),(L-1980-1989),(D)"
"Fraternity House","(Disco)","Bars/Clubs","3215 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7933849,32.816571,NA,"Google Verified Location","(W-1972-1989),(YC),(D)"
"Gaspipe","(head shop)","Business","4435 Maple","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8224327,32.8109448,NA,"Google Verified Location",""
"Greyhound Bus Depot","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.804419,32.778374,NA,"Verified Location","Cruisy Area"
"Highland ","('truck driver' ladies)","Bars/Clubs","3018 Monticello","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7842177,32.8268439,NA,"Google Verified Location","(L-1980-1989)"
"Jug's ","(popular weekends)","Bars/Clubs","4527 Cole","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7896569,32.8225977,NA,"Google Verified Location","(OC),(L-1980-1989),(D),(WE),(*)"
"Kiest Park","('Trade' - best Sundays)","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.852711,32.710241,NA,"Verified Location","Cruisy Area"
"Lasso Bar","(Some raunchy, blacks frequent) ","Bars/Clubs","215 Akard","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7998026,32.7814736,NA,"Google Verified Location","(RT),(B-1970-1989),(AYOR)"
"Lee Park","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.803405,32.808458,NA,"Verified Location","(AYOR),Cruisy Area"
"Lobo Book Store","","Book Store","3917 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8111685,32.8107116,NA,"Google Verified Location","(*)"
"Lucas B&B","(Late)","Restaurant","2520 Oak Lawn","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8128032,32.8051042,NA,"Google Verified Location","(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH)"
"M.C.C.","","Church","2701 Reagan","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8137749,32.8078536,NA,"Google Verified Location",""
"Magnolia's","(Disco) (Cruisy)","Bars/Clubs,Cruising Areas","3914 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8103978,32.810694,NA,"Google Verified Location","(YC),(D),(*)"
"Metro Baths","","Baths","3116 Live Oak","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7855652,32.7914089,NA,"Google Verified Location","(*)"
"Mid Continent Truck Stop","On Big Town Blvd., off I-20, just E. of I-30","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.667529,32.797768,NA,"Verified Location","Cruisy Area"
"No Name Bar","(Some older) (Cruisy)","Bars/Clubs,Cruising Areas","2513 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7838107,32.8123356,NA,"Google Verified Location","(W-1972-1989),(OC),(*)"
"Old Planation","('Super complex' - several bars) (Disco) (game room) ","Bars/Clubs","1807 N. Harwood","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.800825,32.787807,NA,"Google Verified Location","(YC),(D),(PT),(S-1965-2002)"
"Patio Eatery","(Sidewalk Cafe) (Looks promising) ","Restaurant","3333 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7941415,32.8169545,NA,"Google Verified Location","(R-1965-1989)"
"Queens Point- Lake Dallas","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-97.003862,33.115071,NA,"Verified Location","Cruisy Area"
"Ramrod ","(Was closed, may be re-opening)","Bars/Clubs","3224 N. Fitzhugh","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7933462,32.8173516,NA,"Google Verified Location",""
"Reverchon Park","","Cruising Areas","","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.812522,32.801702,NA,"Verified Location","Cruisy Area"
"Steak 'n' Eggs","(Some black frequent, RT)","Restaurant","3849 Cedar Springs","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.8100475,32.8100815,NA,"Google Verified Location","(M-1965-1989),(R-1965-1989),(C-1965-1989),(B-1970-1989),(RT)"
"Stopover","","Bars/Clubs","5632 E. Mockingbird","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.7706456,32.8362711,NA,"Google Verified Location",""
"Sundance Kid's","(Cruisy) (Eagle Leathers)","Bars/Clubs,Cruising Areas","4025 Maple","Dallas","TX",NA,"Bob Damron's Address Book",1980,"",NA,NA,-96.816812,32.806088,NA,"Google Verified Location","(C-1965-1989),(AH),(WE),(W-1972-1989),(SM),(*)"
