"geocode.value","lon","lat","geoAddress"
"Muskegon, MI, United States",-86.2483921,43.2341813,"muskegon, mi, usa"
"Myrtle Beach, SC, United States",-78.8866943,33.6890603,"myrtle beach, sc, usa"
"Myrtle Creek, OR, United States",-123.2931205,43.0201173,"myrtle creek, or 97457, usa"
"Mystic, CT, United States",-71.966462,41.3542656,"mystic, stonington, ct, usa"
"N Augusta, SC, United States",-81.9651152,33.5018026,"north augusta, sc, usa"
"N Hadley, MA, United States",-72.5884222,42.3417565,"hadley, ma, usa"
"Naalehu, HI, United States",-155.5844596,19.0632004,"naalehu, hi 96772, usa"
"Nampa, ID, United States",-116.55978,43.5788175,"nampa, id, usa"
"Nancy, KY, United States",-84.7479996,37.0717419,"nancy, ky 42544, usa"
"Nantucket, MA, United States",-70.099451,41.2834704,"nantucket, ma, usa"
"Napa, CA, United States",-122.286865,38.2975381,"napa, ca, usa"
"Naples, FL, United States",-81.7948103,26.1420358,"naples, fl, usa"
"Nashua, NH, United States",-71.467566,42.7653662,"nashua, nh, usa"
"Nashville, IN, United States",-86.2469535,39.2072501,"nashville, in 47448, usa"
"Nashville, TN, United States",-86.7816016,36.1626638,"nashville, tn, usa"
"Naugatuck, CT, United States",-73.0506972,41.485921,"naugatuck, ct 06770, usa"
"Nevada, MO, United States",-94.3546719,37.8392052,"nevada, mo 64772, usa"
"New Boston, MI, United States",-83.4027844,42.1626843,"new boston, huron charter twp, mi 48164, usa"
"New Brunswick, NJ, United States",-74.4518188,40.4862157,"new brunswick, nj, usa"
"New Gloucester, ME, United States",-70.2825536,43.962853,"new gloucester, me, usa"
"New Harmony, UT, United States",-113.3096739,37.4794243,"new harmony, ut, usa"
"New Hartford, CT, United States",-72.9751693,41.8793214,"new hartford, ct, usa"
"New Haven, CT, United States",-72.9278835,41.308274,"new haven, ct, usa"
"New Iberia, LA, United States",-91.8187285,30.0035365,"new iberia, la, usa"
"New Lexington, OH, United States",-82.2084804,39.7139578,"new lexington, oh 43764, usa"
"New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"New Paltz, NY, United States",-74.0868095,41.7475933,"new paltz, ny 12561, usa"
"New Windsor, NY, United States",-74.0237518,41.4767605,"new windsor, ny 12553, usa"
"New York, NY, United States",-74.0059728,40.7127753,"new york, ny, usa"
"New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa"
"Newark, DE, United States",-75.7496572,39.6837226,"newark, de, usa"
"Newark, NY, United States",-77.0952516,43.0467301,"newark, ny 14513, usa"
"Newark, OH, United States",-82.4012642,40.0581205,"newark, oh, usa"
"Newaygo, MI, United States",-85.8000506,43.4197429,"newaygo, mi 49337, usa"
"Newfield, NY, United States",-76.5950555,42.3471216,"newfield, ny, usa"
"Newhall, IA, United States",-91.9676815,41.9955551,"newhall, ia 52315, usa"
"Newport, OR, United States",-124.0534505,44.6367836,"newport, or, usa"
"Newport, RI, United States",-71.3128285,41.4901024,"newport, ri, usa"
"Newton, KS, United States",-97.3450365,38.0466779,"newton, ks, usa"
"Niagara Falls, Ontario, Canada",-79.0849436,43.0895577,"niagara falls, on, canada"
"Niagra falls, Ontario, Canada",-79.0849436,43.0895577,"niagara falls, on, canada"
"Niantic, CT, United States",-72.1931338,41.3253756,"niantic, east lyme, ct, usa"
"Nikishka, AK, United States",-151.4027778,60.7027778,"nikishka, nikiski, ak 99611, usa"
"Niles, MI, United States",-86.2541768,41.8297694,"niles, mi 49120, usa"
"Noble, OK, United States",-97.394753,35.1392357,"noble, ok, usa"
"Noblesville, IN, United States",-86.0085955,40.0455917,"noblesville, in, usa"
"Norfolk, VA, United States",-76.2858726,36.8507689,"norfolk, va, usa"
"Normal, IL, United States",-88.9906312,40.5142026,"normal, il, usa"
"Norman, OK, United States",-97.4394777,35.2225668,"norman, ok, usa"
"Norridgewock, ME, United States",-69.7905955,44.7130794,"norridgewock, me 04957, usa"
"North Augusta, SC, United States",-81.9651152,33.5018026,"north augusta, sc, usa"
"North Bay, ON, Canada",-79.4608204,46.3091152,"north bay, on, canada"
"North Beach, NY, United States",-73.8759692,40.765935,"north beach, queens, ny 11369, usa"
"North Bend, OR, United States",-124.2242803,43.4065012,"north bend, or 97459, usa"
"North Branch, NY, United States",-74.9918618,41.8069663,"north branch, ny, usa"
"North Fort Myers, FL, United States",-81.8800861,26.6672935,"north fort myers, fl, usa"
"North Guildford, Surrey, England",-0.728666,51.2350241,"northside, tongham, farnham gu10, uk"
"North Hollywood, CA, United States",-118.3790527,34.1794165,"north hollywood, los angeles, ca, usa"
"North Island, , New Zealand",175.6023643,-39.2378365,"te ika-a-māui / north island, new zealand"
"North Las Vegas, NV, United States",-115.1175013,36.1988592,"north las vegas, nv, usa"
"North Liberty, IN, United States",-86.427234,41.5342125,"north liberty, in 46554, usa"
"North Lima, OH, United States",-80.6584754,40.9483249,"north lima, oh 44452, usa"
"North Miami, FL, United States",-80.1867138,25.8900949,"north miami, fl, usa"
"North Olmstead, OH, United States",-81.9234726,41.4156025,"north olmsted, oh, usa"
"North Springfield, VT, United States",-72.5251981,43.3327842,"north springfield, springfield, vt, usa"
"North Sullivan, ME, United States",-68.2430709,44.5406327,"north sullivan, sullivan, me 04664, usa"
"North Truro, MA, United States",-70.0942881,42.0402077,"north truro, truro, ma, usa"
"North Versailles, PA, United States",-79.8094916,40.3797913,"north versailles, pa, usa"
"Northampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"Norton, MA, United States",-71.1869963,41.9667703,"norton, ma, usa"
"Norwalk, CT, United States",-73.4081575,41.117744,"norwalk, ct, usa"
"Norwalk, WI, United States",-90.621521,43.8305238,"norwalk, wi 54648, usa"
"Norwich, CT, United States",-72.0759105,41.5242649,"norwich, ct, usa"
"O'Connor, , Australia",115.7911454,-32.0602451,"o'connor wa 6163, australia"
"Oahu, HI, United States",-158.0000565,21.4389123,"o‘ahu, hawaii, usa"
"Oak Creek, WI, United States",-87.8631362,42.8858503,"oak creek, wi 53154, usa"
"Oak Harbor, WA, United States",-122.6484205,48.2882947,"oak harbor, wa 98277, usa"
"Oak Lawn, IL, United States",-87.7479528,41.719978,"oak lawn, il 60453, usa"
"Oak Park, IL, United States",-87.7845025,41.8850317,"oak park, il, usa"
"Oak Park, MI, United States",-83.1827051,42.4594803,"oak park, mi 48237, usa"
"Oak Ridge, TN, United States",-84.2696449,36.0103561,"oak ridge, tn, usa"
"Oakdale, PA, United States",-80.1856134,40.3981246,"oakdale, pa 15071, usa"
"Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Oaklyn, NJ, United States",-75.0846179,39.9009465,"oaklyn, nj 08107, usa"
"Oberlin, OH, United States",-82.2173786,41.2939386,"oberlin, oh 44074, usa"
"Ocean City, MD, United States",-75.0849058,38.3365032,"ocean city, md, usa"
"Ocean View, NJ, United States",-74.7336075,39.1765372,"ocean view, dennis, nj 08230, usa"
"Oceanside, NY, United States",-73.6401296,40.6387141,"oceanside, ny, usa"
"Oconto Falls, WI, United States",-88.1428798,44.8738805,"oconto falls, wi 54154, usa"
"Ocracoke, NC, United States",-75.9810097,35.1146152,"ocracoke, nc 27960, usa"
"Odessa, ON, Canada",-76.7182925,44.2770379,"odessa, on k0h 2h0, canada"
"Ogden, UT, United States",-111.9738304,41.223,"ogden, ut, usa"
"Ogema, WI, United States",-90.2982037,45.4435776,"ogema, wi 54459, usa"
"Ojo Caliente, NM, United States",-106.0452736,36.3021225,"ojo caliente, nm, usa"
"Oklahoma City, OK, United States",-97.5164276,35.4675602,"oklahoma city, ok, usa"
"Olympia, WA, United States",-122.9006951,47.0378741,"olympia, wa, usa"
"Omaha, NE, United States",-95.9345034,41.2565369,"omaha, ne, usa"
"Onalaska, WI, United States",-91.2351393,43.8844092,"onalaska, wi 54650, usa"
"Oneonta, NY, United States",-75.0637746,42.4528571,"oneonta, ny 13820, usa"
"Orangeburg, NY, United States",-73.9495818,41.0464858,"orangeburg, ny, usa"
"Oregon, WI, United States",-89.3845634,42.9261116,"oregon, wi 53575, usa"
"Orlando, FL, United States",-81.3789269,28.5383832,"orlando, fl, usa"
"Ormond Beach, FL, United States",-81.0558894,29.2858129,"ormond beach, fl, usa"
"Oroville, CA, United States",-121.556359,39.5137752,"oroville, ca, usa"
"Oscoda, MI, United States",-83.3307974,44.4202888,"oscoda, mi, usa"
"Oshawa, Ontario, Canada",-78.8657912,43.8970929,"oshawa, on, canada"
"Oshkosh, WI, United States",-88.5426136,44.0247062,"oshkosh, wi, usa"
"Osseo, MI, United States",-84.5441484,41.8844464,"osseo, mi 49266, usa"
"Oswego, NY, United States",-76.5104973,43.4553461,"oswego, ny, usa"
"Ottawa, ON, Canada",-75.6971931,45.4215296,"ottawa, on, canada"
"Ottawa, Ontario, Canada",-75.6971931,45.4215296,"ottawa, on, canada"
"Ottumwa, IA, United States",-92.4083022,41.0160293,"ottumwa, ia 52501, usa"
"Ovett, MS, United States",-89.0328346,31.4854475,"ovett, ms 39464, usa"
"Owings Mills, MD, United States",-76.7802528,39.4195499,"owings mills, md, usa"
"Owosso, MI, United States",-84.1766358,42.9978049,"owosso, mi 48867, usa"
"Oxford, MA, United States",-71.8647577,42.1167606,"oxford, ma, usa"
"Oxford, MI, United States",-83.2646624,42.8247524,"oxford, oxford charter township, mi 48371, usa"
"Oxford, OH, United States",-84.745231,39.5069974,"oxford, oh 45056, usa"
"Oxford, WI, United States",-89.5726232,43.7813661,"oxford, wi 53952, usa"
"Pacifica, CA, United States",-122.4900652,37.6327914,"pacifica, ca, usa"
"Pagosa Springs, CO, United States",-107.0097617,37.26945,"pagosa springs, co 81147, usa"
"Pahoa, HI, United States",-154.9494112,19.4954397,"pāhoa, hi 96778, usa"
"Palm Desert, CA, United States",-116.3744556,33.7222445,"palm desert, ca, usa"
"Palm Harbor, FL, United States",-82.7637127,28.0780718,"palm harbor, fl, usa"
"Palm Springs, CA, United States",-116.5452921,33.8302961,"palm springs, ca, usa"
"Palmerston North, , New Zealand",175.6097478,-40.3544628,"palmerston north, new zealand"
"Palmyra, VA, United States",-78.2633426,37.8609872,"palmyra, va 22963, usa"
"Palo Alto, CA, United States",-122.1430195,37.4418834,"palo alto, ca, usa"
"Palos Hills, IL, United States",-87.8169984,41.6966992,"palos hills, il 60465, usa"
"Pardeeville, WI, United States",-89.3001174,43.5377608,"pardeeville, wi 53954, usa"
"Paris Crossing, IN, United States",-85.6480215,38.829501,"paris crossing, in 47227, usa"
"Parkersburg, WV, United States",-81.5615135,39.2667418,"parkersburg, wv, usa"
"Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa"
"Pasco, WA, United States",-119.0922316,46.2305049,"pasco, wa 99301, usa"
"Pasedena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa"
"Pawcatuck, CT, United States",-71.8336802,41.3773218,"pawcatuck, stonington, ct 06379, usa"
"Payson, AZ, United States",-111.3251355,34.2308684,"payson, az 85541, usa"
"Pell City, AL, United States",-86.2860888,33.5862149,"pell city, al, usa"
"Pembroke, ON, Canada",-77.1108826,45.8266513,"pembroke, on, canada"
"Pembroke Pines, FL, United States",-80.2962555,26.007765,"pembroke pines, fl, usa"
"Penacook, NH, United States",-71.5990999,43.2801927,"penacook, concord, nh 03303, usa"
"Penn Run, PA, United States",-79.0107507,40.6184614,"penn run, pa 15765, usa"
"Pensacola, FL, United States",-87.2169149,30.421309,"pensacola, fl, usa"
"Peoria, IL, United States",-89.5889864,40.6936488,"peoria, il, usa"
"Perkinsville, VT, United States",-72.5137019,43.3736842,"perkinsville, weathersfield, vt 05151, usa"
"Perry, FL, United States",-83.5821063,30.1115662,"perry, fl, usa"
"Perry, MI, United States",-84.2194127,42.8264205,"perry, mi 48872, usa"
"Perryville, MO, United States",-89.8612196,37.7242202,"perryville, mo 63775, usa"
"Peru, IN, United States",-86.0688811,40.7536528,"peru, in 46970, usa"
"Peterborough, NH, United States",-71.9516746,42.8706048,"peterborough, nh 03458, usa"
"Phelan, CA, United States",-117.5725628,34.426288,"phelan, ca 92371, usa"
"Phelps, NY, United States",-77.057471,42.957564,"phelps, ny 14532, usa"
"Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Philo, IL, United States",-88.1580999,40.0069761,"philo, il, usa"
"Phoenix, AZ, United States",-112.0740373,33.4483771,"phoenix, az, usa"
"Pine, AZ, United States",-111.4551407,34.3844739,"pine, az 85544, usa"
"Pine River, WI, United States",-89.5281286,45.1671944,"pine river, wi 54452, usa"
"Pinellas Park, FL, United States",-82.6995443,27.8428025,"pinellas park, fl, usa"
"Pinson, AL, United States",-86.6833228,33.6889908,"pinson, al, usa"
"Pisa, , Italy",10.4016888,43.7228386,"pisa, province of pisa, italy"
"Pittsburgh, PA, United States",-79.9958864,40.4406248,"pittsburgh, pa, usa"
"Pittsford, MI, United States",-84.4172666,41.8437355,"pittsford township, mi, usa"
"Pittsford, NY, United States",-77.5149969,43.0906186,"pittsford, ny 14534, usa"
"Placerville, CA, United States",-120.798546,38.7296252,"placerville, ca 95667, usa"
"Plainfield, IL, United States",-88.2120315,41.632223,"plainfield, il, usa"
"Plainfield, NJ, United States",-74.4073736,40.6337136,"plainfield, nj, usa"
"Plainville, MA, United States",-71.3328331,42.0042655,"plainville, ma, usa"
"Plant City, FL, United States",-82.1128641,28.0186323,"plant city, fl, usa"
"Plantation, FL, United States",-80.2331036,26.1275862,"plantation, fl, usa"
"Platteville, WI, United States",-90.4784621,42.73416,"platteville, wi 53818, usa"
"Plattsburgh, NY, United States",-73.4529124,44.6994873,"plattsburgh, ny, usa"
"Pleasant Hill, CA, United States",-122.0607963,37.9479786,"pleasant hill, ca, usa"
"Plymouth Meeting, PA, United States",-75.2743467,40.1023319,"plymouth meeting, pa, usa"
"Pocatello, ID, United States",-112.4506191,42.8621042,"pocatello, id, usa"
"Pohoa, HI, United States",-154.9494112,19.4954397,"pāhoa, hi 96778, usa"
"Poland, ME, United States",-70.3936675,44.0606281,"poland, me 04274, usa"
"Poland Spring, ME, United States",-70.3610447,44.0269575,"poland spring, poland, me 04274, usa"
"Pollock, LA, United States",-92.4070823,31.5257321,"pollock, la 71467, usa"
"Pomona, MO, United States",-91.914317,36.8672793,"pomona, mo 65789, usa"
"Port Angeles, WA, United States",-123.4307413,48.118146,"port angeles, wa, usa"
"Port Douglas, QLD, Australia",145.4622522,-16.4839732,"port douglas qld 4877, australia"
"Port Jefferson, NY, United States",-73.0692732,40.9464875,"port jefferson, ny 11777, usa"
"Port Ludlow, WA, United States",-122.6834913,47.9253693,"port ludlow, wa, usa"
"Port Macquarie, NSW, Australia",152.8974657,-31.4580174,"port macquarie nsw 2444, australia"
"Port Orchard, WA, United States",-122.6362492,47.5403732,"port orchard, wa, usa"
"Port Saint Lucie, FL, United States",-80.3582261,27.2730492,"port st. lucie, fl, usa"
"Portland, ME, United States",-70.2568189,43.6590993,"portland, me, usa"
"Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Portsmouth, NH, United States",-70.7625532,43.0717552,"portsmouth, nh 03801, usa"
"Portsmouth, OH, United States",-82.9976742,38.7317431,"portsmouth, oh 45662, usa"
"Portsmouth, VA, United States",-76.2982742,36.8354258,"portsmouth, va, usa"
"Potsdam, NY, United States",-74.9813084,44.6697805,"potsdam, ny 13676, usa"
"Pottstown, PA, United States",-75.6496302,40.2453741,"pottstown, pa 19464, usa"
"Pouch Cove, NL, Canada",-52.770895,47.7611953,"pouch cove, nl a0a, canada"
"Poulsbo, WA, United States",-122.6465372,47.735928,"poulsbo, wa 98370, usa"
"Poultney, VT, United States",-73.2362261,43.5170325,"poultney, vt, usa"
"Powhatan, VA, United States",-77.9188239,37.5415273,"powhatan, va 23139, usa"
"Poynette, WI, United States",-89.4028963,43.3902644,"poynette, wi 53955, usa"
"Prescott, AZ, United States",-112.4685025,34.5400242,"prescott, az, usa"
"Prescott, ON, Canada",-75.518972,44.709294,"prescott, on, canada"
"Prescott Valley, AZ, United States",-112.315721,34.6100243,"prescott valley, az, usa"
"Princeton, NJ, United States",-74.6672226,40.3572976,"princeton, nj, usa"
"Providence, RI, United States",-71.4128343,41.8239891,"providence, ri, usa"
"Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Puerto Limon, , Costa Rica",-83.0415078,9.9913106,"limón province, limon, costa rica"
"Pullman, WA, United States",-117.1817377,46.7297771,"pullman, wa 99163, usa"
"Putnam Valley, NY, United States",-73.8491353,41.3423559,"putnam valley, ny, usa"
"Putney, VT, United States",-72.5217237,42.975268,"putney, vt 05346, usa"
"Puunene, HI, United States",-156.4535238,20.8657526,"puunene, kahului, hi 96732, usa"
"Puyallup, WA, United States",-122.2928974,47.1853785,"puyallup, wa, usa"
"Queens, NY, United States",-73.7948516,40.7282239,"queens, ny, usa"
"Questa, NM, United States",-105.5950065,36.7039143,"questa, nm 87556, usa"
"Quincy, MA, United States",-71.0022705,42.2528772,"quincy, ma, usa"
"Racine, WI, United States",-87.7828523,42.7261309,"racine, wi, usa"
"Raleigh, NC, United States",-78.6381787,35.7795897,"raleigh, nc, usa"
"Ramey, , Puerto Rico",-67.1355779,18.4953813,"fvw7+5q3 rafael hernández international airport, hangar rd, aguadilla pueblo, aguadilla 00603, puerto rico"
"Ramsey, IN, United States",-86.1546373,38.3234186,"ramsey, in, usa"
"Rancho Cordova, CA, United States",-121.302728,38.5890723,"rancho cordova, ca, usa"
"Randleman, NC, United States",-79.8030873,35.8179143,"randleman, nc 27317, usa"
"Rapid City, SC, United States",-103.2310149,44.0805434,"rapid city, sd, usa"
"Rapid City, SD, United States",-103.2310149,44.0805434,"rapid city, sd, usa"
"Raritan, NJ, United States",-74.6329363,40.5695474,"raritan, nj 08869, usa"
"Raymond, IA, United States",-92.2200485,42.468826,"raymond, ia, usa"
"Reading, PA, United States",-75.9268747,40.3356483,"reading, pa, usa"
