title,type,address,unclear.address,city,state,description,stars,star.type,mentions.race,mentions.disability,notes
Grass Roots Cultural Center Books & Records,Bookstores,1947 30th St,,San Diego,CA,"92102 Tel. 232-5009. Gay titles, feminist titles and GAIA'S GUIDE. New in 1982. Alternative bookstore.",,,,,
Bookstop III,Bookstores,5065 El Cajon Blvd,,San Diego,CA,"92115. Tel. 582-2121. Well stocked bookstore with feminist titles and much, much more. Hours Mon-Sat 11am-9pm. Sunday noon-9pm.",,,,,
Lysistrata Gallery,Art Gallery,2963 Beech St,,San Diego,CA,(at 30th) Tel. 235-8649 and 234-2500. 'The gallery proudly specializes in showing and selling art created by women artists and as part of its non-sexist policy happily encourages male artists to participate. The format is informal to outrageous. Shows change each month with a festive opening party with live music. Women's rock bands/workshops/seminars/artists' exchange/jam sessions.,,,,,
Hotel Newport,Hotels/Motels/Guest Houses/ETC,4961 Newport Ave,,San Diego,CA,92107 Tel. 224-9406. TV lounge/private patio/ security building 1⁄2 block to the beach. Rates from $12.00 per night single/$19.45 double. Also cheap weekly rates. 10-15 minutes from the bars.A recommended hotel for gay women and men.,,,,,
Imperial Motel,Hotels/Motels/Guest Houses/ETC,6624 El Cajon Blvd,,San Diego,CA,(East San Diego) Tel. 463-9245. 'A place where two people can feel comfortable asking for one bed.' Motel. $26.00 per day/$140.00 per week.,,,,,
Clarke's Lodge,Hotels/Motels/Guest Houses/ETC,1765 Union St,,San Diego,CA,"92101 Tel. 234-6787. Color TV, pool, direct dial room phones, air conditioned. Now featuring cable TV and transport from trains & bus, etc. Rates $25.00 single or double/$33.00 for 2-4 persons. Motel.",,,,,
Travel World Emporium,Travel Agencies & Clubs,3717 6th Ave,,San Diego,CA,92103 Tel. 299-8747 and 299-Trip. 'For special travellers'. Gay bus tours.,,,,,
Sharron Voorhees,Attorney,3852 3rd Ave,,San Diego,CA,Tel. 298-8450. Attorney At Law. State Bar-certified family law specialist. Wills/partnerships/living together agreements/joint purchase agreements/dissolution of joint purchases/divorce/arbitration of property disputes.,,,,,
Catherine Kroger,Attorney,2800 El Cajon Blvd,,San Diego,CA, 92104. Attorney At Law. Partnership agreements/Personal injury - all accidents/DUI/Traffic violations/Immigration/ Wills & Probates/Lesbian & Gay Matters.,,,,,
Ann Mellusi And Mary Joe Wagner,Counseling and Therapy,2656 B St,,San Diego,CA,92102 Tel. 231-1610. Individual counseling/lesbian couple counselling. Fees arranged on an individual basis.,,,,,
The Lesbian Clinic,Clinic,375 Mission Boulevard,,San Diego,CA,(Pacific Beach) 92109 Tel. 488-8325. The Lesbian Clinic is part of the Women's Clinic. 'Sensitive GYN care with women counselors and practitioners.',,,,,
Stepping Stone,"Alcoholism, Chemical Dependency, Drug Abuse Counseling",3767 Central Ave,,San Diego,CA,Tel. 284-9318. For lesbian/gay alcoholics.,,,,,
Wing Cafe,Womyn's Coffeehouse And Gallery,2753 B St,,San Diego,CA,92102 Tel. 239-9906 & 239 9709. Lesbian and feminist coffeehouse that also houses a woman's art gallery and cabaret theater. Open: Mon-Fri 7.30am-4.30pm and Fri/Sat 7.30pm-11.30pm. 'Going strong'. Say 'hi' from GAIA.,,,,,
Gay Youth Community News,Publication,PO Box 14412,checked,San Francisco,CA,"94114 Tel. 552-6025. News, a calendar of events, a list of resources, a legal column, a health column and advertisements from businesses which welcome Gay Youth. THE ONLY NATIONALLY CIRCULATING NEWSLETTER ADDRESSING THE STRUGGLE OF LESBIAN AND GAY YOUNG PEOPLE. $7.00 per year.",,,,,
Black Lesbian Newsletter,Publication,PO Box 11643,checked,San Francisco,CA,94101,,,checked,,
Gay Events Tape,Services,"470 Castro St, Suite 207-42",,San Francisco,CA,94114. Tel. 861-1100. Operates 24 hours to promote community events and non-profit organizations that serve Lesbians and Gays in ttie San Francisco Bay Area. It's a 3 minute taped minute which talks too damned fast. You can buy advertising time on it. I probably will.,,,,,
San Francisco Women's Switchboard,Services,,checked,San Francisco,CA,Tel. 431-1414. Operates 6pm-8pm evenings. Taped message other times.,,,,,
San Francisco Beat,Services,,checked,San Francisco,CA,"Tel. 552-1312. Taped message which reads you all the gay news from everywhere/USA. Includes some macabre horror.stories punctuated with cheerful jingle-music. It's a riot. Office: 174 Henry Street, the contact News Hotline is 564-8912.",,,,,
Gay Referral Switchboard,Services,PO Box 6046,checked,San Francisco,CA,94101 Tel. 992-5255. We are a telephone referral service for gay women and men in the Bay area.' Barn-midnight.,,,,,
Gay Youth Community Switchboard,Services,PO Box 846,checked,San Francisco,CA,"94101. Tel. 552-6025. Providing referrals: housing, emergency housing, food, clothing, jobs, medical services, mental health services for Lesbians and Gay Youth. Also information about social events, activities and services for Lesbian and Gay Youth. Hours: 10.00am-4.00pm. After hours please leave a message. Request input from other organizations.",,,,,
Women's Building,Women's Building,3543 18th St,,San Francisco,CA,"94110. Tel. 863-5255 or 431-1180. To book events tel. 552-2709. Information, technical assistance and support for existing and emerging Bay area's women's Social change groups. Additional phone 431-6944. Monthly newsletter $3.00 per year- includes a calendar of events for women. Drop-in room, lesbian rap groups, + VIDA gallery. (864-VIDA). WOMEN'S BUILDING staff are on duty Mon-Sat noon-5pm.",****(*),For Review/Unclear,,,
Gay Community Center,Center,150 Eureka ,,San Francisco,CA,Tel. 863-9890.,,,,,
Orion Fellowship Alliance,Religious Groups,PO Box 4768,checked,San Francisco,CA,94101 Tel. 921-1662. Gay Seventh-Day Adventist Organization.,,,,,
Metropolitan Community Church,Religious Groups,150 Eureka,,San Francisco,CA,"At the Gay Community Center, 150 Eureka.Tel. 863-4434.",,,,,
Congregation Sha'ar Zahav,Religious Groups,PO Box 5640,checked,San Francisco,CA,Tel. 626-2871. Gay Jews.,,,,,
Bay Area Career Women,Special Interest Groups,519 Castro St,,San Francisco,CA,94114. Social events include alternation business meetings and seminars with dinners and dances. A great group - write for newsletter.,**,Organizations,,,
Samois,Special Interest Groups,PO Box 11798,checked,San Francisco,CA,94101. A support & social group for women interested in SIM - sexuality based on a consensual exchange of power. Write well in advance for meeting times and/or see PLEXUS.,,,,,
Support Group For Slightly Older Lesbians,Special Interest Groups,3543 18th St,,San Francisco,CA,"at the Women's Building, Dover Hall 3543-18th Street Tel. 431-1180. They meet Weds at 7.30-9.30pm. Child care arranged with 24 hour notice. Slightly older =over thirties (gawd, where would that put me??)",,,,,
Gay Youth Community Coalition of the Bay Area,Special Interest Groups,PO Box 14412,checked,San Francisco,CA,94114. Tel. 552-6025. The coalition works on projects which will benefit young gay people throughout the Bay Area and the country.,*,Organizations,,,
Gay Overeaters,Special Interest Groups,,checked,San Francisco,CA,Tel. 863-2299.,,,,,
Lesbian Rights Project,Special Interest Groups,1370 Mission St,,San Francisco,CA,"4th Floor, San Francisco CA 94103. Tel. 621-0675. Providing day-to-day counseling and legal representation to lesbians who, because of their sexual orientation, experience a multitude of legal problems. A non-profit public interest law firm, clients are not charged attorney's fees. Priority is always given to lesbians who cannot afford a private attorney.",,,,,
Clementina's Baybrick Inn,Bars,1190 Folsom St,,San Francisco,CA,"Tel. 431-8334. Bar/restaurant/disco/ accommodation. Extremely nice. Opened September 1982. Too many rave reviews keep coming in for me to repeat all the recommendations. Anyway, it's lesbian-owned, THE new place to go in San Francisco & my friend Karen likes it better than the greengrocers.",****,"Bars, Clubs, Coffeehouses",,,
Olive's Oil's,Bars,Pier 50-China Basin,checked,San Francisco,CA,"Tel. 495-3099. Small and intimate, located right on San Francisco Bay. Community minded. The bar of your dreams. New in 1982.",****,"Bars, Clubs, Coffeehouses",,,
Maud's ,Bars,937 Cole St,,San Francisco,CA,"94117. Tel. 731-6119. Dancing, entertainment. pool table, ping pong and an outdoor rear patio for summertime drinking. It has a friendly atmosphere and is highly recommended. Open: noon-2am everyday of the year. 17years inbusiness (now, there is one fact I didn't need to be told).",****,"Bars, Clubs, Coffeehouses",,,
Peg's Place,Bars,4737 Geary Blvd,,San Francisco,CA,"(Between 11th and 12th Ave.) Tel. 668-5050. Cozy fireplace in front, disco in back. Dancing, pool table and other games. Very highly recommended. Open 4pm-2am. ""Probably your best bet in San Francisco if you're on your own."" Regulars are older professional types. ",****,"Bars, Clubs, Coffeehouses",,,
Macante's (née Kito's),Bars,200 Capp,,San Francisco,CA,(at 17th Street) Tel. 861-4783. Very highly recommended lesbian bar. Happy hour/pinball and card games - just remodeled featuring 'the living room sofa'. Women's entertainment nights. Open 4m-2am. Highly recommended.,****,"Bars, Clubs, Coffeehouses",,,
Amelia's,Bars,647 Valencia St,,San Francisco,CA,"(between 17th and 18th Streets) Tel. 552-7788. Upstairs/downstairs bar& disco. Very large, crowded and the DJ is great. Lesbian cruise bar, friendly. It's been remodeled, still has no locks on the powder room doors, however. Not the place to go for a quiet chat. ",****,"Bars, Clubs, Coffeehouses",,,
A Little More,Bars,702 15th St,,San Francisco,CA,"(at Potrero). Tel. 864-9123. A real old-timer. It's very popular, a small place built around the dance floor, recommended. ",***,"Bars, Clubs, Coffeehouses",,,
Scott's ,Bars,10 Sanchez St,,San Francisco,CA,"Tel. 864-9534. Your friendly neighborhood lesbian leather bar. Black/3rd world, friendly and fun.",***,"Bars, Clubs, Coffeehouses",,,
Different Strokes,Bars,1550 California St,,San Francisco,CA,Tel. 885-2969. Lesbian cruise bar. Disco.,***,"Bars, Clubs, Coffeehouses",,,
Cafe San Marcos,Bars/Restaurants,2367 Market St,,San Francisco,CA,"Tel. 861-3846. 'Small and classy'. Recommended. However, more women use the restaurant than they do the bar. The restaurant is open 1Oam-11.30pm and the bar from noon-2.30am.",**,"Bars, Clubs, Coffeehouses",,,
Dustee's Lounge,Bars/Restaurants,3600 16th St,,San Francisco,CA,(upper corner of Market & Noe)Tel. 861-1258. Open 4pm-2am.,**,"Bars, Clubs, Coffeehouses",,,
Valencia Rose,Showbar/Restaurant,766 Valencia St,,San Francisco,CA,"Tel. 552-1445. Many recommendations. Hostel accommodation too-very, very inexpensive. Located right near the Women's Building.",**,Restaurants,,,
Finocchio's,Showbar,Broadway,checked,San Francisco,CA,"Broadway. '4 shows a night, they're all different and they're all good. Audiences invited to stay for as many shows as they wish without paying any further admission charge. An extremely entertaining and friendly place. The cover charge was $5.00.'",*,"Bars, Clubs, Coffeehouses",,,
Fanny's ,Supper Club,4230 18th St,,San Francisco,CA,Tel.621-5570. Lunch and dinner and entertainment nightly.,**,Restaurants,,,
Artemis Society,Coffeehouse,1199 Valencia St,,San Francisco,CA,"94110. Tel. 647-4144. Women's cafe/ coffeehouse. They serve a wide variety of sandwiches, salads, quiches, beer and wine. Special happenings with good food and atmosphere. Very highly recommended, especially the Sundaybrunch. They sell GAIA'S GUIDE.",****,"Bars, Clubs, Coffeehouses",,,
Cafe Commons,Coffeehouse,3161 Mission St,,San Francisco,CA,"94110 Tel. 282-2928. We are a woman-owned coffee house with a large menu plus beers and wine. Outdoor deck area and patio.'Open7days a week; 7am-9pm/M-F & 9am-9pm Sat/Sun/holidays... a place that's very, very highly recommended for gay women and their gay men friends. (Located right nearArmy Street)",****,"Bars, Clubs, Coffeehouses",,,
Mary Midgett's Coffeehouse,Coffeehouse,437 Webster St,,San Francisco,CA,"94117 Tel. 864-0876. Coffeehouse evenings in a private home. An alternative to the bar scene - rap groups/ entertainment/poetry readings and women singers. Open every Friday from 6pm-10pm. Admission charge is $5.00. Sounds good... but... there are conflicting reports. Play back, please.",****,"Bars, Clubs, Coffeehouses",,,
Nosheria,Restaurant,69 Maiden Lane,,San Francisco,CA,"94108 Tel. 398-3557. A woman-owned and operated restaurant featuring terrific sandwiches and desserts. Outdoor seating,open Mon-Sat, 7am- 6pm.",*,Restaurants,,,
The Neon Chicken,Restaurant,4063 18th St,,San Francisco,CA,"'More than just another restaurant'. Very, very gay.'",*,Restaurants,,,
PS,Restaurant,1127 Polk St,,San Francisco,CA,"Tel. 441-7798. Continental cuisine, dinner, and lunch. Entertainment. Open 11am-2am.Very highly recommended.'The service (by an all gay staff)was superb, the atmosphere was great, and the food was stupendous.· Piano bar. ",*,Restaurants,,,
Church Street Station,Restaurant,2100 Market St,,San Francisco,CA,Tel. 861-1266. 24 hour all gay coffee shop and restaurant. Recommended.,*,Restaurants,,,
Noble Pies,Restaurant,4301 24th St,,San Francisco,CA,(near Diamond) Tel. 826-7437. Gay owned and operated restaurant and take-away.,*,Restaurants,,,
Fickle Fox,Restaurant,842 Valencia St,,San Francisco,CA,Tel. 433-4922. Most gay men but quite okay. They serve good food. ,,,,,
Kleins,Delicatessen,501 Connecticut St,,San Francisco,CA,Lesbian owned dell.,,,,,
Old Wives Tales,Feminist Bookstore,1009 Valencia St,,San Francisco,CA,"94110. Tel.821-4675. Women's visions and books. They sell GAIA'S GUIDE and have been extremely helpful. Open Mon-Fri Noon-7pm. Sat: 10am-6pm, Thursday:noon-9pm, Sunday noon-5pm. Thursday night events.",,,,,
Modern Times,Alternative Bookstores,968 Valencia St,,San Francisco,CA,"(between 20th and 21st) Tel. 282-9246. Very, very large selection of feminist and gay literature. Send $1.00 for 96 page catalogue. Also many non-sexist children's books.",,,,,
Multi Media Resource Center,Alternative Bookstores,1525 Franklin St,,San Francisco,CA,"94109. Tel.673-5100. A very good alternative bookstore with feminist and lesbian books, posters, T shirts, vibrators. They sell GAIA'S GUIDE. Catalogue available",,,,,
Walt Whitman Bookshop,Alternative Bookstores,1412 Sutter St,,San Francisco,CA,"94109. Tel. 771-9754. Alternative book- store, gay/lesbian titles, catalogue $1.00.",,,,,
Bound Together Book Collective,Alternative Bookstores,1901 Hayes,,San Francisco,CA,"(near Ashbury); 94117 Tel. 668-2785. Gay titles, women's titles.",,,,,
Paperback Traffic,Alternative Bookstores,1501 Polk St,,San Francisco,CA,94109 (near California Street) Tel. 771-8848. Good selection of feminist books. They sell Gaia's Guide. ,,,,,
City Lights Books,Alternative Bookstores,261 Columbus,,San Francisco,CA,"(near Broadway) 94133. Tel. 362-8193. Gay titles, women's titles. ",,,,,
Charing Cross Road,Alternative Bookstores,1687 Haight St,,San Francisco,CA,Tel. 552-4122. New & previously read books/includes a good women's section.,,,,,
Aardvark Books,Alternative Bookstores,237 Church,,San Francisco,CA,"(near 14th Street) 94114. Tel. 552-6733. Gay Titles, feminist titles.",,,,,
Sunset Boulevard,Alternative Bookstores,2161 Irving St,,San Francisco,CA,"(near 6th Avenue) 94118. Tel. 387-2272. Gay titles, women's titles. ",,,,,
Civic Center Books,Alternative Bookstores,360 Golden Gate,,San Francisco,CA,"(near Larkin) 94102 Tel. 885-5072. Gay titles, women's titles. ",,,,,
Studio,Art & FIlm Gallery,3137 22nd St,,San Francisco,CA,94110. Tel. 641-9299. Art gallery/films/slides/courses/open mike poetry nights. A women's art center. Gallery hours: 12 noon-8pm.,,,,,
Aura Occult Shop,Occult Shop,970 Guerrero St,,San Francisco,CA,94110 Tel. 641-1710. The best of psychic oils and tarot cards. Spiritual and astrological services available. Open by appointment. Brochure $3.00. We are not for profit.,,,,,
Fantasy Tours,Visitors Services,856 Wisconsin St,,San Francisco,CA,"94107 Tel 821-6888. A San Francisco Gay Visitors' Personalized Service Bureau. Relocation service for those moving to San Francisco/Bay area. Comfortable accommodation in private gay homes. Complete, updated listings of gay bars, restaurants, etc in the Bay Area. Financial and secretarial services. ",,,,,
Good Vibrations,Sexuality Boutique,3416 22nd St,,San Francisco,CA,Tel. 282-2202. 'We have a large selection of electric and battery-run vibrators at very reasonable prices. We are happy to counsel our customers about vibrators and have a try-out room. mail order catalogue: $0.25. Open Mon-Sat noon-6pm. Also books.,,,,,
Labyris,Garage,240 6th St,,San Francisco,CA,"94103 Tel. 861-8668. Extremely reliable, extremely helpful. Domestic and foreign cars/no body work/tow service can be provided. Very high quality work in business a long time and still going strong. Many, many recommendations for them.",,,,,
