Name of Site/Org,Site Type,Address,Unclear Address?,City,State,Description (copy & paste),Stars,Star Type,Mentions Race?,Mentions Disability?,Notes to review (if any)
Gayle Wilson,Lawyer,540 N San Vicente,,Hollywood,CA,90048 Tel. 659-9988. Second location: 3731 Sunset Blvd. (Silverlake); 90026 tel. 665-4151.,,,,,
The Women's Center At Council House (WCCH),Center,543 N Fairfax Ave,,Los Angeles,CA,"Tel. 651-2930. Established to aid everywoman in securing quality healthcare, economic self-reliance, equality and an enriched life; was founded by the National Council of Jewish Women, Los Angeles Section as a place where the interests and concerns of the women of this community would be singularly important WCCH is the meeting place of many agencies, organizations and women's groups with a feminist perspective and goal.",****(*),Organizations,,,
Plexus ,Publication,545 Athol Ave,,Oakland,CA,Tel. 451-2585. A power-house of feminist and lesbian resources for the San Francisco Bay area. Events calendar. Large classified ads section. $6.00 per year.,,,,,
Pharr Library,Bars,550 Pharr Road,,Atlanta,GA,NE (Rear) Tel. 262-2525. Both men and women. ,**,"Bars, Clubs, Coffeehouses",,,
Dena's Outpost,Bars,555 E 16th St,,Tucson,AZ,"Tel. 623-2442. The owners went to turn this into a women's bar- but it is in a very bad section of Tucson and still maintains some straight clientele. You reports, please.",***,"Bars, Clubs, Coffeehouses",,,
Feminist Women's Health Center,Health Center,580 14th St ,,Atlanta,GA,NW Tel. 874-7551. Many facilities and services including a self-help artificial insemination clinic.,,,,,
Metropolitan Community Church,Religious Groups,590 E Mission Blvd,,Pomona,CA,91769. Tel. 623-9958.,,,,,
Faubourg Marigny Bookstore,Feminist Bookstore,600 Frenchman St,,New Orleans,LA,"70116 (Comer of Chartre and Frenchmen St) Tel. 943-9875. Gay Bookstore with women's titles, posters, records, buttons. MAIL ORDER SERVICE. They sell GAIA'S GUIDE and are open 11am-6pm seven days a week. 'An emporium for ideas'.",,,,,
Diplomat Magazine,Publication,607 Elliott St,,Washington,DC,"NE 20002 Tel. 398-8297. 'News coverage that will give the reader a closer look at being a member of the Third World/Lesbian/Gay Community'. Includes 'Capital Update column. Subscription $9.00 per year. (I haven't seen one, yet.)",,,,,
Hamburger Mary's,Bars/Restaurants,608 Front St,,Maui Island,HI,"(corner Prison & Front), La Haina Tel. 667-6989 The only gay bar and restaurant on this island.· No dancing. Open till 2am.",**,"Bars, Clubs, Coffeehouses",,,
Women's Art House,Art Gallery,609 E Central Blvd,,Orlando,FL,Tel. 843-5125. Home of 'Women in Art' exhibits. Also Women's Writers Group. Covered dish socials and meetings.,,,,,
The Apple Barrel,Restaurant,609 Frenchmen,,New Orleans,LA,Tel. 944-9260. Daily Specials 11:00am-9:00pm. Sunday Brunch 10:00am-2:00pm. ,*,Restaurants,,,
Bob's,Restaurant,611 Frenchmen,,New Orleans,LA,Tel. 945-1703. Clientele: gay women and men (about equal) and recommended. ,*,Restaurants,,,
Women's Liberation Center,Center,614 Orange Street,,New Haven,CT,"06511 Tel. 776-2658. Home of the Womenpower Coalition, Feminist Union, Rape Crisis Center, Office Workers of New Haven. Newsletter with events calendar. Coffeehouse nights. Make this your first stop when in New Haven. Contact them regarding Yale Lesbians and Lesbian RAP Group meets Monday nights.",****(*),"Bars, Clubs, Coffeehouses",,,
Landmark- Bar Restaurant and Hotel,Bars,615 Main St,,Daytona,FL,(Daytona Beach) Tel. 252-3776. Disco and Shows includes the gay men only Barn Door.,,,,,
Somewhere,Coffeehouse,615 W Wellington,,Chicago,IL,Tel. 472-8708. An Alternative gathering place. Coffeehouse/Entertainment/RAP Groups/Table Games/Refreshments/Special Events/ Friday nights only from 8:00pm-11:00pm.,**,"Bars, Clubs, Coffeehouses",,,
Marlowe Hotel,Hotel,619 Larkin St,,San Francisco,CA,Polk. Tel. 474-5062.,,,,,
620,Bars,620 S Madison,,Iowa City,IA,Tel. 354-2494.,**,"Bars, Clubs, Coffeehouses",,,
Pino's,Bars,621 Elysian Fields,,New Orleans,LA,"Tel. 944-WHAT. Dance floor/pool tables/afternoon socials 5-7. Open 5pm till... weekdays and 2pm till... weekends. Very new and already getting many, many, letters of excellent recommendation. ",****,"Bars, Clubs, Coffeehouses",,,
The Copa,Bars,623 Duval St,,Key West,FL,"Tel. 296-8521. Huge Disco with an old theater building. Taped message with coming attractions. Very big welcome to gay women. In fact, next to CLAIRE, probably your best bet barwise in Key West. ",**,"Bars, Clubs, Coffeehouses",,,
LAMBDA Club,Bars,624 Kansas Ave,,Topeka,KS,Tel. 296 9089. Private club. open 7 days a week until 3:00am. Disco pin ball. A gay owned. gay operated community minded bar. highly recommended. ,**,Organizations,,,
Lucille's and Friend,Bars,626 St Philip St,,New Orleans,LA,"Tel. 524-8840. Open 24 hours a day 7 days a week. Pool table, pinball, video games. Gay women are always welcome here. ",**(MGM),"Bars, Clubs, Coffeehouses",,,
Trilogy Bookstore,Bookstores,630 E 6th Ave,,Denver,CO,"80203. Tel. 722-7612. Good selection of gay/feminist and lesbian books. Open, weekdays 10am-9pm/Saturday to 7pm/Sunday 1-5pm.",,,,,
Labyris,Bars,631 E Michigan St,,Indianapolis,IN,"46202 Tel. 635-3638. Lesbian owned and operated super bar. Dancing, vegetarian food, games, community benefits. They now publish their own events calendar to publicise their own happenings which include open mike nights, pool tournaments, concerts, 'working women's lunches'. All sorts of community benefits. Snacks are served and they are open: Monday-Friday 10.3Qam-2.30pm and 4pm-3am. Saturdays: 7pm-3am and Sundays closed. LABYRISis just about as highly recommended as a women's bar can get.",****,"Bars, Clubs, Coffeehouses",,,
King Richard,Restaurant,631 Pearl St,,San Diego,CA,"(La Jolla) Tel. 454-6592. Lounge open: 10am-2am. Dining room: 6pm-1Opm Sun-Thurs, 6pm-11 Saturdays. Restaurant and pub.",*,Restaurants,,,
Quench Room,Bars,631 W Main St,,Peoria,IL,"Tel. 6769536. Under new management Very pleasant atmosphere, remodeled and now very clean. Open 3pm-1am 7 days a week, Clientele: all gay and at least 50% women. Weekends especially good, Recommended.",***,"Bars, Clubs, Coffeehouses",,,
Southern California Women for Understanding,Special Interest Groups,"633 S Shatto Pl, Suite 207",,Los Angeles,CA,"90005 Tel. 388-2446 (714) 776-6462. Our aim is to eradicate negative stereotypical images of lesbians by example and through positive educational programs about our concerns, lifestyles, issues and lives. Has a very full range of lesbian events.",**,Organizations,,,
The Country Club,Country Club,634 Louisa St,,New Orleans,LA,"Tel. 945-9395. It really is a country club; swimming pool, bar and game room. TV and reading room. It's located in an old creole cottage and the membership is private. Cocktail bar and rooms available for private parties. Very, very highly recommended. Open 7 days per week: 10am-10pm. ",,,,,
Womanspace,Women's Center,636 Beacon St. ,,Boston,MA,(Kenmore Square) Tel. 267-7992. ,****,Organizations,,,
Women's Community Health Center,Health Center,639 Massachusetts Ave,,Cambridge,MA,Tel. 547-2302.,,,,,
The OP Club,Bars,640 Bay St,,Jacksonville,FL,"Tel. 358-5817. 3 bars, huge dance floor. Clientele: all gay and mostly women. ",***,"Bars, Clubs, Coffeehouses",,,
The Women's Hotel,Hotel,642 Jones St,,San Francisco,CA,Tel. 775-1711,,,,,
Amelia's,Bars,647 Valencia St,,San Francisco,CA,"(between 17th and 18th Streets) Tel. 552-7788. Upstairs/downstairs bar& disco. Very large, crowded and the DJ is great. Lesbian cruise bar, friendly. It's been remodeled, still has no locks on the powder room doors, however. Not the place to go for a quiet chat. ",****,"Bars, Clubs, Coffeehouses",,,
Gallagher's,Bars,648 Stateline Ave ,,Calumet City,IL,"Tel. 891-9076. Dance bar. Disco. It's really nice, caters mainly for gays. However a few straight couples do attend. Very relaxed atmosphere. Two women bartenders and recommended.",**(**),"Bars, Clubs, Coffeehouses",,,
Rose Tattoo,Restaurant,665 N Robertson Blvd,,Los Angeles,CA,,*,"Bars, Clubs, Coffeehouses",,,
Metro Cafe,Restaurant,665 Pennsylvania Ave,,Washington,DC,"SE. New on the hill. Sandwiches, dinner and drinks 3am weekends, midnight weekdays. Closed Sundays.",*,Restaurants,,,
Gazebo Cafe,Restaurant,674 Redondo Ave,,Long Beach,CA,"Tel.434-9921. Good to excellent food at very reasonable prices. Gay owned and operated. Open 24 hours a day. Clientele mostly gay women, some gay men and a few straights. (Corner of 7th and Redondo- just a few blocks from the QUE SERA SERA).",*,"Bars, Clubs, Coffeehouses",,,
Hotel York,Hotel,683 Peachtree Rd,,Atlanta,GA,30308 Tel. 874-9200. A beautifully restored HoteI offering tum of the century elegance as the PleasantAlternative.,,,,,
Metropolitan Community Church/King of Peace,Religious Groups,696 Arlington Ave,,St Petersburg,FL,Tel. 823-0966.,,,,,
Garbo's,Women's Hair Salon,696 Valencia St,,San Francisco,CA,Tel. 621-3600.,,,,,
Paw Paw's,Bars,700 Burgundy St,,New Orleans,LA,Tel. 523-8584. Pool table. Neighborhood hang-out. ,**,"Bars, Clubs, Coffeehouses",,,
Diane's,Bars,700 N Rampart St,,New Orleans,LA,"70116 Tel. 523-9527 or 833-9213. Dancing floor, pool tables, and other games. Every Saturday night-oldies but goldies. 'A gay unity bar' -women entertainers, community benefits, snacks served, Open Mon-Thurs 4pm till... Fri, Sat, and Sun 12 noon till... 'The same friendly and warm atmosphere will continue at DIANE'S.' Very highly recommended. ",****,"Bars, Clubs, Coffeehouses",,,
Central Travel Consultants,Travel Agency,701 18th St,,Washington,DC,"(comer 18th and G Streets NW) Tel. 347-0671. ""Travel suited specifically to your needs and expectations... opening doors to a beautiful gay world travel. Free tote bags. Serving gay women and men.""",,,,,
Yum Yum Tree,Bars,701 Ridgewood,,Daytona,FL,(US1 - Hollyhill) Tel. 253-5811. Disco bar. Pool tables. Seating for 215 people. No food now. Drag shows/very good hght show. Women bartenders.,**,"Bars, Clubs, Coffeehouses",,,
A Little More,Bars,702 15th St,,San Francisco,CA,"(at Potrero). Tel. 864-9123. A real old-timer. It's very popular, a small place built around the dance floor, recommended. ",***,"Bars, Clubs, Coffeehouses",,,
The Club,Bars,707 N Main St,,Pueblo,CO,Tel. 542-9847. A gay bar for men and women.,,,,,
Brave Bull,Bars,709 S 9th St,,Modesto,CA,"95351. Tel. 529-6712. Holds 500 people/great music/ pool tables/video games/seating capacity for 200 people. Free hot dogs with the munchies. Clientele: all gay-60% men, 40% women. They sell GAIA'S GUIDE.",**,"Bars, Clubs, Coffeehouses",,,
The Pomona/San Gabriel Valley Gay/Lesbian Coalition,Center,710 W Orange Grove,,Pomona,CA,91768. Tel. 620 6608.,,,,,
La Salle Motel,Motel,714 N Tamiami trail,,St Petersburg,FL,33577 Tel. 365-2432. Centrally located/5 minutes to the beach/TVs in all rooms. Moderate prices. No longer gay owned but recommended as OK anyway.,,,,,
Starlight Lounge,Bars,715 Ponce de Leon Ave,,Atlanta,GA,30308 Tel. unpublished. Open 2pm-4am/Sun 12:30 noon-midnight. ,***,"Bars, Clubs, Coffeehouses",,,
Sea Shell Motel,Hotels/Motels/Guest Houses/ETC,718 S St,,Fort Lauderdale,FL,"33040 Tel. 294-7519. Small friendly motel with 16 house-keeping units just 3 blocks from Reynolds Pier. Until Dec 16th, our rates are $15.00 per nite for an air-conditioned private room/TV. Includes continental breakfast. Clientele: gay women and men.",,,,,
BJ's,Bars,721 Lincoln Ave,,San Rafael,CA,94901 Tel. 454-3722. Gay women and men mixing together equally and happily. Not a fancy place but a good feeling. And fun. Highly recommended by WISHING WELL.,**,"Bars, Clubs, Coffeehouses",,,
Florentine Room,Bars,728 Austin Place,,Shreveport,LA,Tel. 221-0360. ,***,"Bars, Clubs, Coffeehouses",,,
Cruise Weekly,Publication,729 Piedmont Ave,,Atlanta,GA,"from R&R Publications, Inc: 30308 Tel (404) 892-0062. Guide to bars/restaurants/organizations etc in Georgia, Florida & Tennessee.",,,,,
Buddies,Bars,733 Boylston St,,Boston,MA,Tel. 262 2480. Disco-OK for gay women. ,**(MGM),"Bars, Clubs, Coffeehouses",,,
Women's Community Bakery,Bakery,736 7th St,,Washington,DC,SE. tel. 546-7944. A women's non-profit collective. Natural whole grain breads and honey sweets. ,,,,,
Spreckles Mansion,Hotel,737 Buena Vista W,,San Francisco,CA,94117 Tel.626-5460. This famous mansion with 'chequered' history is now an extremely comfortable and hospitable hotel. Continental breakfast and complimentary afternoon wine served in the library.The clientele is gay men/women and others. The atmosphere is very San Francisco. We've now expanded to the grand old house next door- giving us four additional suites.'All the rooms are exquisite and gay women seem to JUST LOVE IT. Don't forget to sayHi from GAIA,,,,,
The Other Brother,Restaurant,748 W Cornelia ,,Chicago,IL, Tel. 935-7793. Clientele: Gay women and men.,*,"Bars, Clubs, Coffeehouses",,,
The Apartment,Bars,756 Ventura Pl,,San Diego,CA,"(on Mission Beach) Tel. 488-0033. Small, popular, active woman-owned bar. Great juke box, bar, pool table, fireplace and at-home atmosphere. Near the Boardwalk. Open: noon-2am. Monday nights: football on video screen. Tues and Weds: free videoscreen movies and happy hour prices.",****,"Bars, Clubs, Coffeehouses",,,
Valencia Rose,Showbar/Restaurant,766 Valencia St,,San Francisco,CA,"Tel. 552-1445. Many recommendations. Hostel accommodation too-very, very inexpensive. Located right near the Women's Building.",**,Restaurants,,,
Valencia Rose,Hotel,766 Valencia St,,San Francisco,CA,"Tel. 552-1445.Extremely inexpensive hostel-type accommodation for gay women and men. It is, in fact, the winter quarters of James-the· Token.Highly recommended, of course",,,,,
Desert Paradise Hotel,Hotel,772 Prescott Dr,,Palm Springs,CA,92262 Tel. 352-0229 Clientele: gay men and women.,,,,,
Lynn's of Baltimore,Bars,774 Washington,,Baltimore,MD,Tel. 685 9200. Men and women. Live entertainment. Dancing. Patio/sundeck. Closed Sunday,**,"Bars, Clubs, Coffeehouses",,,
Fran's Place,Bars,776 Washington St,,Lynn,MA,"Tel. 595 8961. Dance floor with disco lights. Pool table, video games, 8/9 booths, juke box, DJ booth. Quite a large bar seating 200 people. ",**,"Bars, Clubs, Coffeehouses",,,
Bobbies Korner,Bars,800 Louisiana Ave,,Shreveport,LA,Woman owned and very comfortable. Highly recommended. ,***?,"Bars, Clubs, Coffeehouses",,,
MCC/Atlanta,Religious Groups,800 N Highland Ave ,,Atlanta,GA,NE Atlanta Tel. 872 2246.,,,,,
"Bourbon Pub, Inc & Parade Disco",Bars,801 Bourbon St,,New Orleans,LA,"70116 Tel. 523-9720. Top Twenty in sounds, light show, hand painted walls and furniture. PARADE DISCO is mixed gay and women very, very, welcome. Pool table, pin ball, private club. PARADE DISCO is open 9pm-late. BOURBON PUB open 24 hours but it's 95% men Open 7days a week. ",**,"Bars, Clubs, Coffeehouses",,,
Snootee Fox Lounge,Bars,802 Mason,,Bossier City,LA,"Tel. 746-9664. very friendly, very nice women's bar. Dancing and games. 'We have a women's band entertaining every other Sat night.' Open 8pm-2am. A private club but you can get in with a copy of GAIA""S GUIDE and valid ID. Just say that 'GAIA' sent you. ",****,"Bars, Clubs, Coffeehouses",,,
Curry House,Hotels/Motels/Guest Houses/ETC,806 Fleming St,,Fort Lauderdale,FL,Tel. 294-6777. Old-fashioned rooms. Garden hot-tub. Mostly gay men but women always welcome.,,,,,
Oasis Guest House,Hotels/Motels/Guest Houses/ETC,823 Fleming St,,Fort Lauderdale,FL," Tel. 296-2131. Luxury guest house. Pool, hot-tub. Plus A/C private baths. Gay owned and sounds quite nice.",,,,,
Our Bar,Bars,832 Sonoma Blvd,,Vallejo,CA,94590 Tel. 552-9948or644-4584.,,,,,
Lady Moore's School of Self Defense,Self Defense,838 Cherry St,,Grand Rapids,MI,"SE Tel. 459 9352. Classes for wimmin and classes for older folks, children, handicapped. ",,,,,
Bourgoyne,Hotels/Motels/Guest Houses/ETC,839 Bourbon St,,New Orleans,LA,"70116 Tel. 524-3621 or 525-3983. 'In the heart of the attractions of New Orleans' ""French Quarter"". 'Gay clientele and very reasonable rates. Highly recommended. Extremely hospitable, supportive people. Say 'hi' from GAIA. ",,,,,
Pro Shop,Bars,840 Cleveland St,,Clearwater,FL,"Tel. 447-9726. Beer and wine bar. Pool table. Clientele: almost all gay men, but gay women welcome. ",**(MGM),"Bars, Clubs, Coffeehouses",,,
Fickle Fox,Restaurant,842 Valencia St,,San Francisco,CA,Tel. 433-4922. Most gay men but quite okay. They serve good food. ,,,,,
George's Place,Bars,850 St Louis ,,Baton Rouge,LA,"Tel. 387-8537. 'Had a face lift-Nov 1980'. Happy hour: Mon-Sat 3:30pm-6:30pm; open 3pm till 2:30am Mon-Sat. Patio, game room, island type bar. Quite ok for gay women. ",**(MGM),"Bars, Clubs, Coffeehouses",,,
Fantasy Tours,Visitors Services,856 Wisconsin St,,San Francisco,CA,"94107 Tel 821-6888. A San Francisco Gay Visitors' Personalized Service Bureau. Relocation service for those moving to San Francisco/Bay area. Comfortable accommodation in private gay homes. Complete, updated listings of gay bars, restaurants, etc in the Bay Area. Financial and secretarial services. ",,,,,
Liberty Inn,Hotel,863 Bush St,,San Francisco,CA,Polk. Tel. 928-6000.,,,,,
Chapter 11,Showbar,900 1st St,,Washington,DC,"SE Tel. 347-3792.  By the STAR building, has been hosting some fabulous drag shows.",**(MGM),"Bars, Clubs, Coffeehouses",,,
