Name of Site/Org,Site Type,Address,Unclear Address?,City,State,Description (copy & paste),Stars,Star Type,Mentions Race?,Mentions Disability?,Notes to review (if any)
A Woman's Place Bookstore,Bookstores,2349 S E Ankeny,,Portland,OR,"Tel. 236-3609. Books plus
periodicals, buttons, posters, records, community referral canter with a bulletin board and free
lending library. They publish an excellent newspaper which costs $0.25 and they sell GAIA'S
GUIDE. A good place to start out when you first hit Portland.",,,,,
Women's Center of Brooklyn College,Centers,2416 James Hall Brooklyn ,,Brooklyn,NY,Tel 780 5777 No small operation. Quite a bit going on. Very well organized. Very helpful. ,****,Organizations,,,
The Rusti Cork,Bars,2428 San Mateo Place North East,,Albuquerque,NM,"Tel 881 9985 A very highly recommended women-only bar, it is a private club but guests with a copy of Gaia's Guide and valid ID are welcome",****,"Bars, Clubs, Coffeehouses",,,
Twlight Lounge,Show Bar,2467 Cleveland Avenue,,Columbus,OH,Tel. 268-7724. 'Drag shows'.,***,"Bars, Clubs, Coffeehouses",,,
Twylight Lounge,Show Bar,2467 Cleveland Avenue,,Dayton,OH,Tel. 268-7724. 'Drag shows'.,***,"Bars, Clubs, Coffeehouses",,,
Mary II,Bars,2502 Q St ,,Galveston,TX,"Tel. 763 9435 relaxed bar, right on the beach. Winter, local gay people,
summer, lots of tourists. Jukebox, electronic games, pool table, 100 yards from Gulf Stream.
",**,"Bars, Clubs, Coffeehouses",,,
Dignity ,Religious Groups,2506 Wauwatosa Ave,,Milwaukee,WI,"Tel. 9611965or6451490. 'Mass
for gay and lesbian Catholics'. Lesbian retreats. See GPU NEWS for current activities. Chapel ",,,,,
La Pierre,Bars,2523 Union Avenue,,Altoona,PA,"Tel. 943 9134. Good sized bar, a dance floor, a room in the back, and a pool table. $1.50 C0\18rc charge. Everyone is carded at the door. Phone GAYLINE8 63 0588
7.00-9.00 for complete directions. Hotel accommodation, too.",**,"Bars, Clubs, Coffeehouses",,,
Warehouse,Bars,2529 Franklin Rd,,Nashville,TN,"Tel. 385 9689. Popular disco with special women's
nights. Sunday shows and buffet. No cover charge during the week, but $2.00 Fri/$3.00 Sat &
Sun. Highly recommend!ld.",**(**),"Bars, Clubs, Coffeehouses",,,
Mud Pie,Restaurant,2549 Lyndale Ave South ,,Minneapolis/St Paul,MN,Tel 823 3432 Vegetarian restaurant/home made food,*,"Bars, Clubs, Coffeehouses",,,
Pete's Pub,Bars,2550 W 47th St,,Kansas City,MO,Tel 722-9867,***,"Bars, Clubs, Coffeehouses",,,
Women's Liberation Center of Nassau County Inc,Centers,2570 Hempsteed Turnpike East Meedow ,,Long Island,NY,Tel 579 8712 Consciousness raising,****,Organizations,,,
Amazon Bookstore,Bookstores,2607 Hennepin Ave ,,Minneapolis/St Paul,MN,Tel 374 5507 Feminist Bookstore,,,,,
Oregon Lesbian Political Caucus,Group,2653 Bell Street,,Eugene,OR,"No Phone Listing. All women's
caucuses in Oregon can be contacted here. Both Statewide Caucus and Lesbian Caucus have wonderful retreats for workshops. They also have entertainment and exciting guests. The Workshops are to improve all political skills. Usually, they are held on women-owned land in
the mountains of Oregon. Also lesbian attorney referrals.",,,,,
Metropolitan Community Church,Religious Groups,2701 Reagan St ,,Dallas,TX,Tel. 526 6221.,,,,,
The Lesbian Survival Center ,Centers,2708 East Lake (Suite 229) ,,Minneapolis/St Paul,MN,"Tel 721 4666 The Circle of Ishtar, a group of lesbians of color meet in the Survival Center.",*****,Organizations,checked,,
Kitty Cat Club,Bars,2800 California ,checked,St Louis,MO,Tel 776 55083 or 776 8847 Small women's bar,****,"Bars, Clubs, Coffeehouses",,,(At Magnolia) 
DJ's Club,Bars,2805 NW 36th St,,Oklahoma City,OK,"Tel. 942-9658. Dancing/pool tables/other games.
Sunday is brunch and games day. DJs is owned and operated by gay women. They-want ·a
clean club- no drugs of any kind allowed.' The age group catered for is 21-55 and it's a private
club but you can get in with a copy of GAIA'S GUIDE and valid ID. They sell GAIA'S GUIDE and
are closed Mondays and Tuesdays. Open Weds/Sat 6pm-2am. Open Sundays: 3pmmidnight.
Very, very highly recommended. Be sure and say hi from GAIA.",****,"Bars, Clubs, Coffeehouses",,,
Jugs,Bars,2812 North Henderson Ave,,Dallas,TX, Tel. 823 0746.,****,"Bars, Clubs, Coffeehouses",,,
Rhine Castle,Bars,2813 Main St ,,Kansas City,MO,Tel 842 5140,MGM,"Bars, Clubs, Coffeehouses",,,
Swing Time,Bars,2820 Cuming St ,,Omaha,NE,Tel 341 3406 Largest softball center many women play basketball and bowl,****,"Bars, Clubs, Coffeehouses",,,
Morning Star Women's Center,Centers,2830 Cedar Ave S ,,Minneapolis/St Paul,MN,"Tel 722 4448 Individual, group and family therapy ",,,,,
Gay Community Services Inc.,Centers,2855 Park Avenue South ,,Minneapolis/St Paul,MN,Tel 827 2821 Providing individual and group therapy.,***,Organizations,,,
Numbers Cruise Bar and Game Room,Bars,2918 Pass Road,,Biloxi ,MS,Tel 374 9874 Beer Bar,MGM**,"Bars, Clubs, Coffeehouses",,,
Reno Vip Club,Centers,3001 W 4th St,,Reno,NV,Tel 786 0525 Gay men's bar but a lot of women go at night ,MGM,Organizations,,,
Dave's Westside Motel,Hotel/Motel,3001 W 4th St ,,Reno,NV,Tel 786 Swimming Pool,,,,,
Cary Towne Inn,Bars,3028 West Cary St,,Richmond,VI,"Tel. 355 9963. Women's bar. DJ's 7 nights a week.
Drag show, Sunday nights. Restaurant during day. Bar after Bpm. Hard liquor.",****,"Bars, Clubs, Coffeehouses",,,
Dignity ,Religious Groups,3120 Lafayette Ave ,,St Louis,MO,No Phone Listed,,,,,PO Box 23093 63156 
High Country,Bars,3121 Inwood Rd,,Dallas,TX, Tel. 351 2278.,****,"Bars, Clubs, Coffeehouses",,,
Voice Equity ,Publication,3130 Mayfield ,,Cleveland,OH,"Tel. 321-8587. Women's 
publication Includes comprehensive listing of services and agencies. ",,,,,
Fortress Club,Bars,3134 Two Notch Rd,,Columbia,SC,Tel. 754 9848,**,"Bars, Clubs, Coffeehouses",,,
Talking Leaves,Bookstores,3144 Main St,,Buffalo,NY,"
Tel 837 8554 Gay periodicals and books, feminist titles ",,,,,
Downtowner,Bars,3208 West 7th St,,Fort Worth,TX, Tel. 332 0335.,**,"Bars, Clubs, Coffeehouses",,,
The Boarding House,Restaurant,3265 S Jefferson ,,St Louis,MO,Tel 771 4100,*,Restaurants,,,
Jewel Box ,Bars,3310 Main St ,,Kansas City,MO,Tel 581 2905 Not Recommended,**,"Bars, Clubs, Coffeehouses",,,Listed: Not Recommended
Oasis/The Tent,Bars,3314 Gillham Plaza,,Kansas City,MO,Tel 578 4318 or Tel 753 9804,**,"Bars, Clubs, Coffeehouses",,,
The Arabian Nights,Bars,3314 Gillham Plaza,checked,Kansas City,MO,No Phone Listed The oldest gay bar in Kansas City,**,"Bars, Clubs, Coffeehouses",,,
The Open Closet,Bars,3330 Secor Road,,Toledo,OH,"Tel. 537-6697. Disco and lounge bar. DJ Thurs/Fri/Sat/
Sun. Clientele: 75% gay men, 25% gay women at least. Happy hour: 5pm-8pm. Thurs: Happy
Hour all night. Other drink specials too. Opening hours: 2.30pm-1.00am. Fri, Sat open till 4am.
Recommended.",MGM**,"Bars, Clubs, Coffeehouses",,,
Ruth Roten,Jewelry,3403 19th Ave S Seattle,,Seattle,WA,"Tel. 725-1125. Metalsmith/designer. 'I work
in silver, brass, copper and gold. I make pendants, rings, earrings, beltbuckles and other
meaningful objects.'",,,,,
Lizzy Borden's,Bars,3412 W 12th St,,Erie,PA,"Tel. 833 4360. Dance bar, 2 bars, occasional shows
clientele all gay, women and men. There is a cover charge and it's highly recommended.",**,"Bars, Clubs, Coffeehouses",,,
Goldenwimin,Rural Communities,3502 Coyote Creek Road,,Wolf Creek,OR,"No Phone Listing. Women's country community.
Separate dwellings. Older women encouraged; women-identified; ecologically aware;
garden, orchard, and woods, on 60 acres. And NO DOGS (at last. a place for people like me)",,,,,
Older Women's Network (OWN),Rural Communities,3502 Coyote Creek Road,,Wolf Creek,OR,"No Phone Listing. A support system in
the process of establishing a rural living community.",,,,,
L.J.'s Restaurant,Bars,3503 West A,,San Antonio,TX,Tel. (512) 341-9359.,****,"Bars, Clubs, Coffeehouses",,,
Walker Street Expresso,Restaurant,3547 Walk St,,Memphis,TN,Tel. 454 9248. Vegetarian ,*,Restaurants,,,
Don's Breezewood,Bars,3600 River Road North,,Salem,OR,Tel. 232-2688.,**?,"Bars, Clubs, Coffeehouses",,,
Philadelphia Lesbian and Gay Task Force,Organization,3601 Locust Walk,,Philadelphia,PA,"Tel. 386
1610/387 4626. We are a Civil rights organization and publish a quarterly bulletin.'",,,checked,,
Olive Street News,Bookstores,3608 Olive ,,St Louis,MO,Tel 371 1330,,,,,
Casablanca,Bars,3611 Broadway ,,Kansas City,MO,Tel 531 9703 Disco and game rooms,**,"Bars, Clubs, Coffeehouses",,,
Cabbage Lane,Rural Communities,3700 Coyote Creek Road,,Wolf Creek,OR,No Phone Listing. Women are welcome to build their own structures or just to drop by. Cabbage Lane has 60 acres.,,,,,
Woodswoman ,Group,3716 4th Avenue South ,,Minneapolis/St Paul,MN,Tel 823 1900 Travel and outdoor education,,,,,
Book Stop III,Bookstores,3732 East Flamingo Rd (at Sandhill) ,,Las Vegas,NV,Tel 456 4856 Used books and tries to carry lots of women's books,,,,,
The Beer Garden,Bar/Restuarant,3743 West Vliet,,Milwaukee,WI,"Tel. 344 5760. Dance bar restaurant with
games. Open 7 days a week and all holidays. Lunch from 11am. Tuesday-Beer Mug Night.
Sunday brunch 11 am-4pm. Friday Fish Fry. Clientele: 90% gay women. Highly recommended.
Say 'hi' from GAIA.",***,"Bars, Clubs, Coffeehouses",,,
The Experience Restuarant ,Restaurant,3750 Highway 34,checked,Waldport,OR,"Tel. 563-4555. A unique, highly
recommended women-owned restaurant. Reservations only.",*,Restaurants,,,
Oakland Women's Center,Centers,3802 Forbes Ave Oakland,,Pittsburgh,PA,"Tel. 624 5956. political and
social activities plus counseling and referrals",****(*),Organizations,,,
Amazon Country,Radio Program,3905 Spruce Street,,Philadelphia,PA,"Tel. 387 5401. Lesbian feminist radio show. Sun 1-2pm, 88.9FM.",,,,,
Old Plantation,Bars,3911 Cedar Springs Rd ,,Dallas,TX, Tel. 526 5590,**,"Bars, Clubs, Coffeehouses",,,
"Dianic Wicca Shoppe, Goddess Rising","Occult, Astrology",4006 1st Ave N E,,Seattle,WA,"Tel. 632 3829.
Lesbian owned, women only. Free catalogue of matriarchal/spiritual supplies, incense, candles,
oils, tarot, books, jewelry and more.",,,,,
Homestead Book Company,Bookstores,4009 Stoneway North,,Seattle,WA,Tel. 634-2212.,,,,,
Morningtown,Restaurant,4110 Roosevelt Way,,Seattle,WA,"Tel 632-6317 Collectively-owned 
Open11:30am-midnight/2am Fri & Sat.",*,Restaurants,,,
The Crazy Ladies Bookstore,Bookstores,4168 Hamilton Avenue,,Cincinnati,OH,"Tel. 541-4198. Open 
Tue/Wed/Fri/Sat noon-6pm, Thurs, noon-8pm. The Crazy Ladies Bookstore keeps a large 
stock of women's books, posters, cards, records, T-shirts and gilt items by local craftswomen. They sell GAIA'S GUIDE. Non-sexist kids books, etc. CRAZY LADIES is just a 
great place to go to find friendly talkative helpful women. A stop there is recommended before a stop anywhere else in Cincinnati for the traveling lesbian since CRAZY LADIES 
always know what's going on all over Cincinnati I say that GAIA sent you. ",,,,,
Lesbian Resource Center,Centers,4253 Roosevelt Way,,Seattle,WA,"Tel. 632-9631. We have
'Older women's nite, forums, social events, speakers bureau, Drop-In Center, counselling
groups and classes and much, much more.' 'Come down and see us some time.'",*****,Organizations,,,
Out & About,,"4253 Roosevelt Way, North East",,Seattle,WA,"Tel. 632-9631. Seattle feminist
lesbian newsletter- $8.00 per year (monthly) resource list.",,,,,
Garage,Bars,4310 Paradise ,,Las Vegas,NV,Tel 732 8567 The hottest gay disco in Vegas,**,"Bars, Clubs, Coffeehouses",,,
Steak N Eggs,Restaurant,4321 Montrose,,Houston,TX,"Tel. 528 8135. Open 24 hours a day, 7 days a week. Cheap
food. Gay owned and operated. Recommended.",*,Restaurants,,,
Dover Fox,Bars,4334 Main St ,,Kansas City,MO,Tel 753 9777 Ok for women but 90% men,MGM**,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church,,4401 Fifth Ave,,Pittsburgh,PA,Tel. 681 0765. Sundays services 7:30pm.,,,,,PO Box 8106815217
Albuquerque Social Club and Last Chance Disco,Bars,4418 Central South East ,,Albuquerque,NM,Tel 255 3894 Social club and after hours non alcoholic disco ,,"Bars, Clubs, Coffeehouses",,,
D-Gem,Bars,4425 North Front St,,Harrisburg,PA,"Tel. 255 9488. Disco bar 'very good' and lots of letters of
recommendation. Closed Mondays. Another report: spacious and charming - but difficult to
find: the entrance is kept dark and the front doors are locked. It might look closed even when
it's open. Enter rear. Your best bet in Harrisburg.",**,"Bars, Clubs, Coffeehouses",,,
Paradise Inn,Bars,4488 State Road,,Cleveland,OH,Tel. 741-9819. Small neighborhood bar. Open till 2.30am. Some straight neighborhood people among the clientele. ,***,"Bars, Clubs, Coffeehouses",,,
Sassi's,Bars,4516 McKinney,,Dallas,TX,Tel. 5269328.,****,"Bars, Clubs, Coffeehouses",,,
Genisis II,Bars,4592 Machester Road ,,St Louis,MO,Tel 533 2703 Bar and disco ,****,"Bars, Clubs, Coffeehouses",,,(Corner Kings Highway)
The Cue,Bars,4601 Killam Street,,Norfolk,VI,"Tel. 625 1130. Bar/restaurant show bar. Sunday buffet and
weekly drag shows. Beer, wine, and mixed drinks. Plush atmosphere, a great disco. Highly
recommended. Clientele: 50% gay women.",**,"Bars, Clubs, Coffeehouses",,,
Orpheus Club,Bars,4701 North Front Street,,Harrisburg,PA,"Tel. 921 8338. Opens 12 midnight 5/6pm. Fri and
Sat wild disco. Reportedly an after hours club and it's BYOB.",**,"Bars, Clubs, Coffeehouses",,,
Llewllyn's Welsh Pub,Restaurant,4747 McPherson ,checked,St Louis,MO,Tel 361 3003 Bohemian Atmosphere,*,Restaurants,,,
Zippers,Bars,4812 East 33rd St,,Tulsa,OK,"Tel. 749-9797 (taped message). Strictly private membership
club.",**,"Bars, Clubs, Coffeehouses",,,
The Broadway,Bars,4840 Piedmont Rd,,Huntington,WV,,****,"Bars, Clubs, Coffeehouses",,,
BJ's (Billie Jeens formally known as Monique's) ,Bars,5012 Main Street,,Kansas City,MO,No Phone Listed,****,"Bars, Clubs, Coffeehouses",,,
Cabaret,Bars,5024 Main ,,Kansas City,MO,Women's bar,MGM**,"Bars, Clubs, Coffeehouses",,,
The Power Co,Bars,5045 Country Club Road,,Winston-Salem,NC,"Tel. 765 8558. Open Tuesday-Sunday. Shows, Saturday night parties.",*,"Bars, Clubs, Coffeehouses",,,
Metroplitan community Church,Religious Groups,5108 Waterman Blvd ,,St Louis,MO,Tel 361 7284,,,,,
Maxies,Bars,5110 East Chareston Bld,,Las Vegas,NV,"Tel 452 3994 Open 24 hours women only
",****,"Bars, Clubs, Coffeehouses",,,
Scaramouche,Bars,5210 Renwick Drive,,Toledo,OH,"Tel. 537-0795. At Reynolds near Hill Ave. Disco- mostly gay women on weekends. A very nice place. Recommended as your best
bet in Toledo.",***,"Bars, Clubs, Coffeehouses",,,
Innerspace Women's Coffee House,Coffee Bar,5241 University Way,,Seattle,WA,Tel. 525 7186.,****,"Bars, Clubs, Coffeehouses",,,
It's About Time Women's Bookcenter,Bookstores,5241 University Way ,,Seattle,WA,"Tel. 525-0999. Very well stocked women's bookstore which sells GAIA'S GUIDE. Open Monday thru
riday 1 pm-7pm. Sat: 1 1 am-5pm. Sun. 1 pm-5pm. Bookstore and information center.",,,,,
Kindred Spirits,Bars,5245 Buffalo Speedway,,Houston,TX,"Tel. 665 9756. Mellow bar, community-minded, predominantly lesbian, never a cover charge. Happy hour 4.00-7.00pm, free live
entertainment 5.30pm-8.30pm, Very comfortable relaxed atmosphere, nice interior. (Ample lighted parking, nightly security). DJ Thurs-Sun 8pm-2am. Very, very highly recommended.",****,"Bars, Clubs, Coffeehouses",,,
Crickets Country Club,Bars,5511 Central South East ,,Albuquerque,NM,Tel 831 9915 and 836 2088 A private club that's for women and owned and operated collectively however reports have it that they let straight men in and the atmosphere can be quite tense and sometimes rough ,,"Bars, Clubs, Coffeehouses",,,
Chubby Bears,Bars,6108 Andrews Highway,checked,Odessa,TX,Tel. 362 9136.,***,"Bars, Clubs, Coffeehouses",,,
Patches,Bars,6314Madison Road,,Cincinnati,OH,"Tel. 561-5355. Open 7 
days till 2.30am. Thursday happy hour all night, Sunday happy hour 6-9pm. Darts/pool table. Clientele: mostly gay men. ",MGM**,"Bars, Clubs, Coffeehouses",,,
C R Club,Bars,6405 Market St,,Upper Darby,PA,Tel. 352 9762. Men 60% Women 40%.,**,"Bars, Clubs, Coffeehouses",,,
MSA Club,Bars,6505 Market St,,Upper Darby,PA,"Tel. 352 9762. Private club/disco. Very much the same
clientele as C R CLUB.",**,"Bars, Clubs, Coffeehouses",,,
Portland Feminist Women's Health Center,Centers,6515 South East Foster Road,,Portland,OR,"Tel. 777-7044. Lesbian self-help group. Alternative fertilization program forthcoming. They
work in coalition with other lesbian groups and are open from 9am-5pm Monday through
Saturday.",,,,,
Travelers,Bars,6525 Hamilton Ave,,Pittsburgh,PA,"Tel. 361 9620. Clientele gay women and men, took over from the old TILDEN.",**,"Bars, Clubs, Coffeehouses",,,
The Great Skate,Roller Disco,7050 Terminal Square,,Upper Darby,PA,"No Phone Listing. The Tuesday Night Club
every Tuesday evening from:, 9.30pm till 1 am plus the Sunday Night Club every Sunday
evening from 8pm till midnight. Memberships required.",,,,,
Scorpio,Centers,7350 West 4th St ,,Reno,NV,Tel 747 1643 90% gay women ,****,Organizations,,,
Jonah's Galley & Pub,Restaurant,7425 SW Barbur Blvd,,Portland,OR,"Tel. 245-2188. Casual,
intimate, and relaxing. Steak and seafood. Brunch and dinner. Lunch 11-4.30 Dinner 4.30-11.
Sunday Champagne Brunch - recommended.",*,Restaurants,,,
Crystal Set Feminists KOPN Radio,Radio Program,9115 East Broadway ,,Columbia,MO,Tel 874 5676 874 1139,,,,,
Brigantine Womonstore,,9301 Ridge Pike,,Philadelphia,PA,"No Phone Listing. 'I stock turtlenecks, drawstring
pants, (for ritual, play, work), blue chambray shirts, the Jogbra, Womonsound tapes, classical music by women on records, signmaker cards, women-authored books, herbels for healing cooking, in soap and in toothpaste, the amazon tarot, dream pillows, canvas carryalls and more. My catalog is amazing. Send two stamps. ",,,,,
Tomahawk Bar,Bars,11217 Detroit Ave,checked,Cleveland,OH,Tel. 521-5443. Neighborhood gay bar atmosphere. ,MGM**,"Bars, Clubs, Coffeehouses",,,
Driftwood Lounge,Bars,11217thAve,,Huntington,WV,Tel 696 9411,MGM**,"Bars, Clubs, Coffeehouses",,,
Pickwood Lounge,Bars,11633 Clifton,checked,Cleveland,OH,Tel. 221-6040.,**,"Bars, Clubs, Coffeehouses",,,
Ginzzy's,Bars,11814 Detroit Avenue,,Cleveland,OH,Tel. 226 9801. Dance floor/OJ/live music on weekends. Clientele: mostly gay women but a few gay men.,***,"Bars, Clubs, Coffeehouses",,,
318 Club,Bars,31812th Street NE,,Canton,OH,"Tel. 456-2433. Dance floor with a OJ, Thurs, Fri, Sat night. Pool 
tables, video games, ping-pong and juke box. Live shows, drag plus women's entertainment. 
Membership club (cards for sale). Hours 7pm-2.30am, Sunday 5pm-2.30am. Opened August 
1982. Be sure and say hi from GAIA. Closed Mondays.",****,"Bars, Clubs, Coffeehouses",,,
Jacqueline's See Vue Motel ,Hotel/Motel,95590 Highway 101,checked,Yachats,OR,Tel. 547-3227. On the beach. Private quiet rooms overlooking a remote stretch overlooking the beach. ,,,,,
Aradia Women's Health Center,,182712th Avenue,,Seattle,WA,"Tel. 323-9388. Counseling,
gynecological health services- lesbian health worker available on request.",,,,,
Women on the Move,Special Events and Holidays,Allerton Ave ,checked,Bronx,NY,Tel 881 7142,,,,,
Press Club Daily Planet,Bars,Amherst St ,checked,Manchester,NH,No Phone Listed Mostly Women,***,"Bars, Clubs, Coffeehouses",,,
May Day Bookstore,Bookstores,Chicago and Franklin ,checked,Minneapolis/St Paul,MN,Tel 291 7041,,,,,
A Woman's Place,Centers,Drexal Road ,checked,Athol,NY,"Tel 367 9297 A women's retreat, cultural center and co-operative camp",,For Review/Unclear,,,12810 zip code or address - unclear
Richard's Nite Club,Bars,East 5th Street,checked,Mansfield,OH,"Tel. 562-2462 or 526-9119. Located after Junction
1-71 &US.30.",***?,"Bars, Clubs, Coffeehouses",,,
The Loft,Bars,Farnum Pike,checked,Smithfield,RI,"Tel. 231 1180. Dance bar, DJ. Cover charge some nights. Swimming
pool. Open 6pm-1 am 7 days a week. Clientele: mostly gay men and a small percentage of gay
women.",MGM**,"Bars, Clubs, Coffeehouses",,,
The Railroad House,Bar/Restuarant,Front and Perry St,checked,Marietta,PA,"Tel. 4264141. 'The restaurant is exquisite with fireplaces and the food is superb. The bar is large - a lot of atmosphere. Clientele:
professional-type women.' Closed Mondays and Tuesdays and very highly recommended.",**,"Bars, Clubs, Coffeehouses",,,
Vegas Club,Bars,Hanover St,checked,Manchester,NH,No Phone Listed,**,"Bars, Clubs, Coffeehouses",,,
Oswego Women's Center,Centers,Hewitt Union Building,checked,Oswego,NY,Tel. 341 4235,*,Organizations,,,
Kelly's Village,Bars,Le Roy St ,checked,Manhattan,NY,"No Phone Listing Gay and straight, men and women, cabaret. Pool table.   ",*,"Bars, Clubs, Coffeehouses",,,Near 7th Ave South
Buster Brown's,Bars,Lodi & Butternut,checked,Syracuse,NY,"Tel. 471 9545. Basically a gay men's bar. Mature crowd. Quiet. Pool table, pinball, juke box. Some gay women. Open 4pm-2am 7 days a week.",MGM**,,,,
Wizards,Bars,Montgomery Street,checked,Binghamton,NY,Tel 722 6526 Caters mainly for gay men ,MGM**,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church of Portland,Religious Groups,NE 24th and Broadway,checked,Portland,OR,"Tel. 281-8868. The Christian Church with an outreach to the gay community. Social activities
as well as religious, counselling, referrals and job bank. Their publication is THE CHALICE and
they sell GA\A'S GUIDE",,,,,
The Rose,Bars,Northwestern,checked,Oklahoma City,OK,Tel. 842-9341.,***,"Bars, Clubs, Coffeehouses",,,
The Inn at Castle Hill,Restaurant,Ocean Drive,checked,Pawtucket,RI,"Tel. 849 3800. 10 rooms, 1 suite, restaurant open
April thru November. Lounge open all year round. $40.00-$75.00 in winter, $65.00-$120.00 in
summer.",*,Restaurants,,,
Paradise Cove,Bars,Off Route 66N,checked,Schenley,PA,"Tel. 2952070.
Dance bar serving food, also game room and overnight accommodation in the Hotel. Fri and
Sat nights it's all gay. Occasional Sunday parties with free buffet. Special women's nights.
Highly recommended.",**(**),"Bars, Clubs, Coffeehouses",,,PO Box 11515682.L
Front Runner ,Bars,Pine St,checked,Manchester,NH,No Phone Listed,MGM**,"Bars, Clubs, Coffeehouses",,,
Caruselle (The Nevada) ,Bars,Route 9 W ,checked,Poughkeepsie,NY,"Tel. 384 6893. New ownership, March 
1983, but still all gay and often mostly women. Recommended. ",***,"Bars, Clubs, Coffeehouses",,,
Yours and Mine Cafe,Bars,Route 9W,checked,Rockland,NY,"Tel. 268 9800. Featuring Sunday evening free
suppers, softball tea, martial arts classes, pool tables, dancing and great vibes. Clientele: over
90% gay women and very highly recommended. Closed Mondays.",****,"Bars, Clubs, Coffeehouses",,,
The Nevada,Bars,Route 9W ,checked,West Park,NY,"Tel. 384 6893. Woman owned and operated. Men welcome, but
mostly women.' Sunday Tea Dances. Closed Mondays thru Wednesdays.",***,,,,
Maverick Inn/Motel/Motor Lodge/Club Maverick,Resort,Route 28 One,checked,Woodstock,NY,"Tel. 657 8927. Motel resort for gay women and men only. Swimming,
workshops, disco and restaurant. Excellent accommodation, marvelous atmosphere. Gourmet
restaurant $6.00-$19.00 per head. Prices for Motel: single on weekdays $20.00. Double on
weekdays $25.00. Weekend prices start at $35.00-$50.00.",,,,,
The Baron,Bar/Restuarant,Route 202/437 York Road,checked,New Hope,PA,"Tel. 862 9431.
Viscount Lounge overlooking the Garden, intimate living room atmosphere. The Fireside
Room is run by two friendly women who make you feel at home beside a cheerful fire or at the
Piano Bar. Open 1 pm till 2am.",**(**),"Bars, Clubs, Coffeehouses",,,
The Connection,Show Bar,W Walnut St,checked,Johnson City,TN,Tel. 928 9925,**,"Bars, Clubs, Coffeehouses",,,
Womanspace,Centers,Western Washington University ,checked,Bellingham,WA,"Tel. 676 3692.
Women's cafe, bookstall, meeting place of Blackwell Women's Health Resource Center.",****,Organizations,,,
