title,type,statewide.address,address,unclear.address,stars,star.type,description,city,state,Mentions Race?,Mentions Disability?,notes,Feminist Bookstores,year
Dandelion Tree,Bar,,400 N. 2nd Street,,*,"Bars, Clubs, Coffeehouses ",Dancing,Harrisburg,PA,,,,,1977
Switchboard,Switchboard,,,checked,,,Tel. (717) 989-2876,Lancaster,PA,,,,,1977
English Tavern,Bar,,2947 N. 7th Street,,***,"Bars, Clubs, Coffeehouses ",,Harrisburg,PA,,,,,1977
The Fiddler,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ","in a courtyard at King and Prince
Street",Lancaster,PA,,,,,1977
Tally Ho ,Bar,,201 W. Orange,,**,"Bars, Clubs, Coffeehouses ",,Lancaster,PA,,,,,1977
January's ,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ","at the Inn at Hope Ridge Farms,
Aquetone Road.",New Hope,PA,,,,,1977
The Rendezvous,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ","Highway 202 N. Disco. Near the
above two.",New Hope,PA,,,,,1977
Prelude,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ",Route 202,New Hope,PA,,,,,1977
Old Cartwheel Inn,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ","one mile west on U.S. Hiway
202",New Hope,PA,,,,,1977
Gay Switchboard of Philadelphia,Switchboard,,326 Kater St,checked,,,"PO Box 15748; 19103. Tel. (215)
928-1919",Philadelphia,PA,,,,,1977
Lesbian Hotline,Hotline,,,checked,,,Tel. (215) SA-9-2001,Philadelphia,PA,,,,,1977
Philadelphia Gay News,Publication,,2220 Spruce Street,,,,"Tel. (215) 735-5810. Brand new. “Planning to carry a complete line of gay and
feminist publications — and, of course, “Gaia’s
Guide”.”",Philadelphia,PA,,,,,1977
Gayzette,Publication,,,checked,,,PO Box 15786,Philadelphia,PA,,,,,1977
Lesbian Alcoholics Anon,Organization,,,checked,,,Tel. (215) 277-6027,Philadelphia,PA,,,,,1977
Congregation Beth Ishah,Religious Group,,"643
Ritner St",,,,,Philadelphia,PA,,,,,1977
Women's Cultural Trust,Religious Group,,"36th
and Locust Walk",checked,,,Tel. HO-5-2605,Philadelphia,PA,,,,,1977
Amazon Country/sunshine Gaydream,Radio and Television,,,checked,,,"Ring Gay Switchboard for full current
details.",Philadelphia,PA,,,,,1977
Eromin Center,Center,,1735 Maudain St,,,,"Tel. (215)
732-3212. Professional counselling for sexual
minorities. Individual, couples and group counselling.",Philadelphia,PA,,,,,1977
PBL,Bar,,204 S. Quince St,,***,"Bars, Clubs, Coffeehouses ","Tel. 924-9524. Dancing.
Membership: §3.00 per year with a sponsor.",Philadelphia,PA,,,,,1977
Upstairs,Bar,,,checked,***,"Bars, Clubs, Coffeehouses ","Front Street between Market and
Chestnut.",Philadelphia,PA,,,,,1977
Dee's Place,Restaurants,,512 South St,,*,Restaurants,,Philadelphia,PA,,,,,1977
D.C.A. Woman's Bar,Bar,,"204 S.
Camac St.",,***,"Bars, Clubs, Coffeehouses ","Woman’s Bar, (formerly Chez II), 204 S.
Camac St. Tel. 735-5772. A gay women’s bar in
which men are welcome (with women) but not
encouraged. §5.00 p.a. membership, must have",Philadelphia,PA,,,,,1977
Pittsburgh Gay News,Publication,,,checked,,,"PO Box 10236 §6.00 for 12 issues. Lots and lots of local
news.",Pittsburgh,PA,,,,,1977
Gay Information,Services,,,checked,,,Tel. 624-5944,Pittsburgh,PA,,,,,1977
Alexandria Bookstore,Feminist Bookstore,,2041 Walnut Street,,,,11am—9pm six days a week.,Philadelphia,PA,,,,,1977
Persad Center,Center,,5100 Center Ave,,,,"Tel. (412) 681-5330. Individual and
group counselling. “C-F”, library, research, education,
speakers’ bureau. 24 hour emergency phone.",Pittsburgh,PA,,,,,1977
Lambda,Radio and Television,,,checked,,,See PGN,Pittsburgh,PA,,,,,1977
Rape Crises,Services,,,checked,,,Tel. (412) 765-2731,Pittsburgh,PA,,,,,1977
Pittsburgh Free Clinic,Clinic,,South Highland and Alder Sts,checked,,,"in East End Christian Church. Tel. (412)
661 -5424. “Enlightened treatment for the gay
community.”",Pittsburgh,PA,,,,,1977
G.C.,Gay Coffeehouse,,,checked,**(**),"Bars, Clubs, Coffeehouses ","at the First Unitarian Church,
I Ellsworth and Morewood. (Shadyside). Tel. (412)
N 363-0594",Pittsburgh,PA,,,,,1977
Home Circle Club,Bar,,1000 Vinial Street,,***,"Bars, Clubs, Coffeehouses ","Tel. (412) 231-9963. Wed, Thurs, Sun: 9pm-3am.
\Restaurant, pool table, dancing. A highly recommended
private club.",Pittsburgh,PA,,,,,1977
House of Tilden,Bar,,6308 Penn Ave,,**(**),"Bars, Clubs, Coffeehouses ",Private Club,Pittsburgh,PA,,,,,1977
Norreh Social Club,Bar,,1226 Herron Ave,,**(**),"Bars, Clubs, Coffeehouses ",Polish Hill,Pittsburgh,PA,,,,,1977
Shawn's,Bar,,1209 Fifth Ave,,****,"Bars, Clubs, Coffeehouses ","Special happenings.
Highly recommended.",Pittsburgh,PA,,,,,1977
Red Star Saloon,Bar,,143 N. 10th Street,,**,"Bars, Clubs, Coffeehouses ",Tel. 373-9575 Best on Weekends,Pittsburgh,PA,,,,,1977
This Is It ,Bar,,8th and Walnut,checked,**,"Bars, Clubs, Coffeehouses ","Tel. 373-9601. Disco
dancing/dinners. Highly recommended.",Pittsburgh,PA,,,,,1977
Gay Co-ordinating Society of Bershire County,Group,,,checked,*,"Bars, Clubs, Coffeehouses ",Political and social activities,Pittsburgh,PA,,,,,1977
Court Street Luncheonette,Restaurants,,,checked,*,Organizations,Gay from 11am—2pm.,Pittsburgh,PA,,,,,1977
My-Oh-My Bar,Bar,,128 E. College Street,,,,"Tel. 238-2345
Gays galore.”",State College,PA,,,,,1977
Town Tavern,Bar,,41 N. Georgia St.,,**,"Bars, Clubs, Coffeehouses ",,York,PA,,,,,1977
Gays United,Group,,,checked,*,Organizations,Watch “P.G.N.” for details.,Susquehanna,PA,,,,,1977
Marti's Lounge,Bar,,176 Railroad St,,,"Bars, Clubs, Coffeehouses ",Tel 4011 728 5460 Almost a Gay Community Center,Central Falls,RI,,,,,1977
Town & Country,Bar,,Rte 44 Farnum Pike,checked,***,"Bars, Clubs, Coffeehouses ",Disco music - and gay women like it because it's not in Downtown Providence. ,North Smithfield,RI,,,,,1977
Franklin Spa,Restaurants,,Spring St at Franklin,checked,*,Restaurants,Tel 401 847 9698,Central Falls,RI,,,,,1977
David's ,Bar,,28 Prospect Hill,,**,"Bars, Clubs, Coffeehouses ",off Thames. Tel 401 847 9698,Central Falls,RI,,,,,1977
Gay Women of Providence,Organization,,,checked,*****,Organizations,Tel 401 831 5184,Providence,RI,,,,,1977
Cabana,Bar,,681 Valley St,,***,"Bars, Clubs, Coffeehouses ",Tel 621 9127 It can be tough and it is expensive. Open 7pm-2am,Providence,RI,,,,,1977
Gay Help Line,Organization,,,checked,,,Tel 831 9491,Providence,RI,,,,,1977
Dorrwar Bookstore,Bookstore,,224 Thayer St. ,,,,Tel 401 521 3230,Providence,RI,,,,,1977
High Street Cafe,Bar,,281 High St,,***,"Bars, Clubs, Coffeehouses ",Tel 401 421 4037 50% gay women. Dancing and live bands. ,Woonsocket,RI,,,,,1977
Gallery,Bar,,194 Richmond Street,,**,"Bars, Clubs, Coffeehouses ","Disco downstairs. Quiet, intimate lounge upstairs. ",Providence,RI,,,,,1977
Fife & Drum,Bar,,123 Weybosset,,**,"Bars, Clubs, Coffeehouses ",Upstairs over La Boheme. Recommended. ,Providence,RI,,,,,1977
M.C.C.,Organization,,,checked,,,Tel 401 831 9491,Providence,RI,,,,,1977
Bacchus,Bar,,135 Calhoun St,,***,"Bars, Clubs, Coffeehouses ",,Charleston,SC,,,,,1977
Fortress Club,Bar,,5729 Shakespeare Road,,**,"Bars, Clubs, Coffeehouses ",Tel 754 9848,Columbia,SC,,,,,1977
H & M Club,Bar,,2300 Notch Road ,,**,"Bars, Clubs, Coffeehouses ",Disco open until late night,Columbia,SC,,,,,1977
Roman's Rendezvous,Bar,,200 St. Joseph St,,**,"Bars, Clubs, Coffeehouses ",,Rapid City,SD,,,,,1977
Powder Puff Lounge ,Bar,,28 East Main Street,,**,"Bars, Clubs, Coffeehouses ",Tel 615 265 ,Chatanooga,TN,,,,,1977
Gay Switchboard,Switchboard,,,checked,,,Tel 726 4299 50% Gay women,Knoxville,TN,,,,,1977
Butterlfy Cabaret,Bar,,1382 Poplar,,**,"Bars, Clubs, Coffeehouses ",Tel 725 9830,Memphis,TN,,,,,1977
Carousel,Bar,,1501 White Avenue,,**,"Bars, Clubs, Coffeehouses ",,Knoxville,TN,,,,,1977
George's Theater Lounge,Bar,,1786 Madison,,**,"Bars, Clubs, Coffeehouses ",Tel 0921 Drag shows and dancing. Recommended. ,Memphis,TN,,,,,1977
Rain Check II,Bar,,112 Jackson Ave,,**,"Bars, Clubs, Coffeehouses ",Tel 528 9280 95% Gay men,Memphis,TN,,,,,1977
George's ,Bar,,1786 Madison,,**,"Bars, Clubs, Coffeehouses ","Dance floor game room cafeteria, plus, plus, plus",Memphis,TN,,,,,1977
The Last Laugh,Bar,,1335 Madison ,,**,"Bars, Clubs, Coffeehouses ",Gay women/feminists/college students,Memphis,TN,,,,,1977
Psyche Out,Bar,,76 North Cleveland ,,**,"Bars, Clubs, Coffeehouses ",Tel 725 9842,Memphis,TN,,,,,1977
B'J's Cabaret,Bar,,1382 Poplar,,**,"Bars, Clubs, Coffeehouses ",Tel 276 9502,Memphis,TN,,,,,1977
WEVL,Radio and Television,,,checked,,,Fm 90.3 7:30-8:30pm every Tuesdays ,Memphis,TN,,,,,1977
Community Bookshop,Bookstore,,1907 Madison,,,,"Tel 726 4531 11am-6pm Mon-Sat Books, records, posters.",Memphis,TN,,,,,1977
N.O.W. Lesbian Task Force,Group,,,checked,**,Organizations,Tel 276 8878,Nashville,TN,,,,,1977
Other Side,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ",Tel 242 9547 Highly recommended super bar,Nashville,TN,,,,,1977
Jungle Room,Bar,,715 Commerce St,,*,"Bars, Clubs, Coffeehouses ",,Nashville,TN,,,,,1977
The South Central Region of the U.S. Gay Academic Union,Organization,checked,900 West Avenue,,,,Professional group of gay women and men. Newsletter,Austin,TX,,,,,1977
Austin Lesbian Organization,Organization,,,checked,*****,Organizations,ALO PO Box 3301 Their publication Goodbye to All That,Austin,TX,,,,,1977
Pal's Lounge,Bar,,717 W 16th,,****,"Bars, Clubs, Coffeehouses ",,Amarillo,TX,,,,,1977
Gay Community Services,Organization,,2330 Guadalupe,,***(**),Organizations,In the University Y,Austin,TX,,,,,1977
Pearl Street Warehouse,Bar,,1720 Lavaca St ,,**,"Bars, Clubs, Coffeehouses ",Tel 478-0176,Austin,TX,,,,,1977
Chez Paris,Bar,,2207 Ayers,,**,"Bars, Clubs, Coffeehouses ",Tel 884 0063,Corpus Christi,TX,,,,,1977
New Apartment,Bar,,2828 Rio Grande,,**,"Bars, Clubs, Coffeehouses ",Tel 478-0224,Austin,TX,,,,,1977
The Texas Wimmin's Land Trust,Organization,,,checked,,,Contact ALO for details,Austin,TX,,,,,1977
Task Force on Lesbianism,Organization,,,checked,****(*),Organizations,PO Box 12431,Dallas,TX,,,,,1977
The Barrel,Bar,,2406 N Fitzhugh,,****,"Bars, Clubs, Coffeehouses ",Tel 823 0408,Dallas,TX,,,,,1977
Olive Brance Saloon,Bar,,2822 McKinney Ave,,****,"Bars, Clubs, Coffeehouses ",Tel 823 0921,Dallas,TX,,,,,1977
T.J.'s,Bar,,3307 McKinney,,****,"Bars, Clubs, Coffeehouses ",Entertainment pool table and dancing,Dallas,TX,,,,,1977
Bachelor Quarters,Bar,,1225 Skiles,,**,"Bars, Clubs, Coffeehouses ",,Dallas,TX,,,,,1977
Act III,Bar,,3115 Live Oak,,**,"Bars, Clubs, Coffeehouses ",,Dallas,TX,,,,,1977
Entre Nuit,Bar,,3116 Live Oak,,**,"Bars, Clubs, Coffeehouses ",Tel 823 0423 rear door ,Dallas,TX,,,,,1977
Bon Soir,Bar,,4527 Cole,,**,"Bars, Clubs, Coffeehouses ",,Dallas,TX,,,,,1977
Crew Inn,Bar,,3220 Fitzhugh,,**,"Bars, Clubs, Coffeehouses ",,Dallas,TX,,,,,1977
Encore,Bar,,4516 McKinney,,**,"Bars, Clubs, Coffeehouses ",,Dallas,TX,,,,,1977
Old Plantation,Bar,,,checked,**,"Bars, Clubs, Coffeehouses ",Tel 528-6550 for information,Dallas,TX,,,,,1977
Apartment Bar,Bar,,804 Myrtle St,,**,"Bars, Clubs, Coffeehouses ",Tel 544 7175,El Paso,TX,,,,,1977
Pet Shop,Bar,,800 E San Antonio,,*,"Bars, Clubs, Coffeehouses ",Tel 532 9018,El Paso,TX,,,,,1977
Switchboard,Gay Hotline,,,checked,,,Tel 338 0128,Fort Worth,TX,,,,,1977
T.J.'s Back Door,Bar,,5563 Jacksboro Highway,,***,"Bars, Clubs, Coffeehouses ","Thursday through Sunday only, use the rear door. ",Fort Worth,TX,,,,,1977
651 Club,Bar,,651 South Jennings,,**,"Bars, Clubs, Coffeehouses ",Tel 332-0745,Fort Worth,TX,,,,,1977
The Other Place,Bar,,3026 West Lancaster,,**,"Bars, Clubs, Coffeehouses ",Tel 335 0586,Fort Worth,TX,,,,,1977
Kon Tiki Wahine,Bar,,2214 Mechanic,,***,"Bars, Clubs, Coffeehouses ",,Galveston,TX,,,,,1977
Regency,Bar,,1812 Hemphill,,***,"Bars, Clubs, Coffeehouses ",,Fort Worth,TX,,,,,1977
Mary's ,Bar,,2502 Q1/2 Avenue,,**,"Bars, Clubs, Coffeehouses ",,Galveston,TX,,,,,1977
Ursula's,Bar,,1512 West Alabama,,****,"Bars, Clubs, Coffeehouses ",Tel 713 527 0734,Houston,TX,,,,,1977
Point Blank Times,Publication,,,checked,,,PO Box 14643 ,Houston,TX,,,,,1977
Just Marion & Lynn's,Bar,,817 Fairview,,***,"Bars, Clubs, Coffeehouses ",Tel 528 9110,Houston,TX,,,,,1977
The Wonders,Bar,,3207 Westheimer Road,,**,"Bars, Clubs, Coffeehouses ",Tel 528 8236,Houston,TX,,,,,1977
Hi There,Bar,,5607 Albany,,***,"Bars, Clubs, Coffeehouses ",Tel 528 8870,Houston,TX,,,,,1977
Lamp Post,Bar,,2417 Times Blvd,,**,"Bars, Clubs, Coffeehouses ",Tel 528 8921,Houston,TX,,,,,1977
Abraxas,Bookstore,,1200 W Alabama,,,,Tel 528 9129,Houston,TX,,,,,1977
San Antonio Country,Bar,,1122 N St Marys,,,,Tel 222-8273,San Antonio,TX,,,,,1977
Zoo Club,Bar,,3240 NW Loop,,,,,San Antonio,TX,,,,,1977
David's Warehouse,Bar,,,checked,*,"Bars, Clubs, Coffeehouses ",,Lubbock,TX,,,,,1977
Mary Ellen's ,Bar,,815 Fredericksburg,,,,Tel 738 0349,San Antonio,TX,,,,,1977
Hypothesis,Bar,,2012 Broadway,,,,Tel 225 0693,San Antonio,TX,,,,,1977
Carousel,Bar,,703 Travis,,,,,Wichita Falls,TX,,,,,1977
Le Pisore,Bar,,608 8th Street,,,,Tel 322 0020,Wichita Falls,TX,,,,,1977
Rusty Bell,Bar,,996 S Redwood Rd,,***,"Bars, Clubs, Coffeehouses ",,Salt Lake City,UT,,,,,1977
Sister's,Bar,,15 S 400 West,,****,"Bars, Clubs, Coffeehouses ",,Salt Lake City,UT,,,,,1977
Radio City Lounge,Bar,,147 South State Street,,*,"Bars, Clubs, Coffeehouses ",Tel 801 532 9327,Salt Lake City,UT,,,,,1977
Sun Tavern,Bar,,South 400 West,checked,**,"Bars, Clubs, Coffeehouses ",Tel 532 9052,Salt Lake City,UT,,,,,1977
Counselling for Gay Women and Men,Counseling Service,checked,158 Bank St ,,,,Statewide Service located in Vermont: Tel 802 863 1386 Sliding scale fees confidential service,Burlington,VT,,,,,1977
Women's Health Center,Counseling Service,checked,158 Bank St ,,,,Tel 802 863 1386 Sliding scale fees confidential service,Burlington,VT,,,,,1977
The Sting,Bar,,135 Pearl St,,**,"Bars, Clubs, Coffeehouses ",Opposite of the Post Office Tel 802 863 4627,Burlington,VT,,,,,1977
Andrew's Inn,Resort and Bar,,,checked,**,"Bars, Clubs, Coffeehouses ",Tel 802 463 3966 Ski resort with two bars and 30% gay women. Hotel with new dance/bar. ,Bellows Falls,VT,,,,,1977
Gay Student Union of the University of Vermont,Group,,,checked,***,Organizations,"Tel 802 655 4173 Switchboard Many activities plus counseling, referrals, and library. ",Burlington,VT,,,,,1977
The Millard Fillmore,Bar,,4 N Winooski Ave,,***,"Bars, Clubs, Coffeehouses ",Tel 802 862 4627,Burlington,VT,,,,,1977
Taj Mahal ,Bar,,115 College St,,**,"Bars, Clubs, Coffeehouses ","Tel 802 658 4377 Disco nights, problems with the management who apparently have their own problems. Anyway $1.00 cover charge. Friday and Saturday nights. ",Burlington,VT,,,,,1977
The Fresh Ground Coffee House,Restaurants,,,checked,*,Restaurants,Lower Church St Tel 802 864 9663,Burlington,VT,,,,,1977
Bookstacks,,,118 Pine Street,,,,Tel 802 862 8513 Lesbian feminist titles,Burlington,VT,,,,,1977
Gay Women's Open House,Group,,,checked,,,See Blade of DC for current details ,Arlington,VA,,,,,1977
The Cue,Bar,,4601 Killam St,,,,,Norfolk,VA,,,,,1977
Four-o-Nine Club,Bar,,409 W Broad St,,**,"Bars, Clubs, Coffeehouses ",,Richmond,VA,,,,,1977
Tradewinds,Bar,,717 Franklin Road ,,**,"Bars, Clubs, Coffeehouses ",At Elm Avenue,Roanoke,VA,,,,,1977
Dial Tone,Bar,,3526 W. Cary St,,**,"Bars, Clubs, Coffeehouses ",Tel 355 9253,Richmond,VA,,,,,1977
Hut Tavern,Bar,,1317 1/2 State St,checked,**,"Bars, Clubs, Coffeehouses ","Many, many gay women. ",Bellingham,WA,,,,,1977
Gay People's Alliance,Organization,,,checked,***,Organizations,Room 216 Western Washington State College Tel 206 676 3460. Every conceivable activity and facility by and for gay women and men. ,Bellingham,WA,,,,,1977
Great Northern Bookstore,,,1306 Railroad,,,,Tel 206 733 1650 Mostly male-oriented porn but some good lesbian titles. ,Bellingham,WA,,,,,1977
Gay People's Alliance and Gay Awareness,Group,,,checked,*,Organizations,Room 304 CUB Washington State University Pullman WA. Gay women and men getting together and helping others including non students. ,Pullman,WA,,,,,1977
Rico's,Bar,,200 Main ,,*,"Bars, Clubs, Coffeehouses ",Tel 332-9923 Very mixed but OK,Pullman,WA,,,,,1977
Evergreen State College Gay Resource Center,Gay Center,,,checked,***,Organizations,Tel 866 6544 CAB 305 All facilities and activities plus education and gay services. Newsletter. ,Olympia,WA,,,,,1977
Lesbian Resource Center,Organization,,4224 University Way NE,,*****,Organizations,Tel 206 632 4747,Seattle,WA,,,,,1977
Lesbian Newspaper,Organization,,7031 2nd Ave NW,,,,New all about current activities and news. Wants input from women. ,Seattle,WA,,,,,1977
Chemical Dependency Program,Organization,,3405 1/2 Fremont Ave N,checked,,,Tel 634-1588 and 632-1285 Gay Counseling and referrals for alcoholics and drug abusers. ,Seattle,WA,,,,,1977
Lesbian Health Collective,Organization,,,checked,,,Tel 782-5788,Seattle,WA,,,,,1977
Gay Community Center,Organization,,110 Boylston Ave,,***(**),Organizations,Tel 206 322 2000. Their publication Seattle Gay News monthly. ,Seattle,WA,,,,,1977
Seattle Counselling Service for Sexual Minorities,Organization,,1720 16th ave,,,,Crisis Tel 329-8707,Seattle,WA,checked,,,,1977
The Lesbian Softball Team,Softball Team,,,checked,****,Organizations,Tel 632-4747,Seattle,WA,,,,,1977
The Gertrude Stein/Alice B Toklas Memorial Salon Tea,Salon Tea,,,checked,****,Organizations,at the Lesbian Resource Center Fridays 3-5pm,Seattle,WA,,,,,1977
Silver Slipper,Bar,,,checked,****,"Bars, Clubs, Coffeehouses ",Third and Prefontaine Place S. The Entrance door opens onto a stairway. The bar itself is upstairs from Tashiro's Hardware Store. Dancing and live entertainment seven nights a week. ,Seattle,WA,,,,,1977
Women's Coffee Coven,Feminist Entertainment Center,,,checked,,,PO Box 5104 98105 Tel 206 324 2828. Concerts of women's music featuring both national and local performers. Events monthly. Memberships available. ,Seattle,WA,,,,,1977
Century Tavern,Bar,,5420 University Way NE,,***,"Bars, Clubs, Coffeehouses ","Tuesday and Saturday nights are Women Nights upstairs. Free pool games and beer, wine, sandwiches and pizza. On these nights about 85% of the women are lesbians. ",Seattle,WA,,,,,1977
Crescent Tavern,Bar,,1413 East Olive Way,,***,"Bars, Clubs, Coffeehouses ","Tel 206 322 9925. Neighborhood bar atmosphere. Beer and wine, dancing, Thursday through Saturday. ",Seattle,WA,,,,,1977
Dancing Machine,Bar,,3400 Fremont Ave. North,,**,"Bars, Clubs, Coffeehouses ",,Seattle,WA,,,,,1977
Boren Street Disco,Bar,,2015 Boren St. ,,**,"Bars, Clubs, Coffeehouses ",Recommended. ,Seattle,WA,,,,,1977
Charity,Restaurants,,,checked,**,Restaurants,Corner Third South and Washington. 11am-4pm,Seattle,WA,,,,,1977
It's About Time,Bookstore,,5502 University Way N.E. ,,,,Tel. (206) 525-0999 Women's bookstore and paraphernalia. Good vibes are guaranteed. ,Seattle,WA,,,,,1977
Fran-Glors,Restaurants,,511 S. Jackson,,**,Restaurants,Tel 223-9763 Creole food. ,Seattle,WA,,,,,1977
Sonja's Magic Inn,Bar,,West 425 First Ave,checked,**,"Bars, Clubs, Coffeehouses ",Recommended,Seattle,WA,,,,,1977
Lesbian Switchboard,Organization,,306 North Brooks,,*****,Organizations,Tel 608 257-7378,Madison,WI,,,,,1977
The Back Door,Bar,,46 North Park at Regent,checked,**,"Bars, Clubs, Coffeehouses ",Disco,Madison,WI,,,,,1977
Gail's Bar,Bar,,1101 Main St ,,**,"Bars, Clubs, Coffeehouses ",Tel 432 9924,Green Bay,WI,,,,,1977
Fox Valley Gay Alliance,Organization,,,checked,*,Organizations,Tel 414 233-2948 See Gay People's Union News of Milwaukee for current details.,Fox Valley,WI,,,,,1977
Amazon,Organization,,2211 E Kenwood,,*****,Organizations,,Milwaukee,WI,,,,,1977
Gay People's Union,Organization,,1568 N Farewell,checked,***,Organizations,PO Box 90530 53202 Tel 414 271 5273. Their publication G.P.U. News,Milwaukee,WI,,,,,1977
The Sugar Shack,Bar,,,checked,***,"Bars, Clubs, Coffeehouses ",South Water and National,Milwaukee,WI,,,,,1977
The Beer Garden,Bar,,3743 W Vliet,,***,"Bars, Clubs, Coffeehouses ",Very nice bar and very good food,Milwaukee,WI,,,,,1977
The Circus,Bar,,South 2nd St. off Pittsburgh,checked,**,"Bars, Clubs, Coffeehouses ",This is a men's disco bar but O.K. if you want to dance. ,Milwaukee,WI,,,,,1977
Jodee's Bar,Bar,,2139 Racine,,**,"Bars, Clubs, Coffeehouses ",,Racine,WI,,,,,1977
Gus's Bar ,Bar,,2201 Mead Street,,**,,Tel 634 0893,Racine,WI,,,,,1977
The Shamrock,Bar,,,checked,***,"Bars, Clubs, Coffeehouses ",About 5 miles south of Cheyenne,Cheyenne,WY,,,,,1977
The Green Dor,Bar,,301 E 16th St,,*,"Bars, Clubs, Coffeehouses ",,Cheyenne,WY,,,,,1977
The Plain's Hotel Bar,Bar,,1600 Central Ave,,*,"Bars, Clubs, Coffeehouses ",,Cheyenne,WY,,,,,1977
The Tomato,Bar,,"240 McCully
",,**,"Bars, Clubs, Coffeehouses ",At Ala Wai half a block south of Kalakaua Tel 955 5688 Dancing Open 4pm-4am Not recommended. ,Waikiki Beach,HI,,,,,1977
The Blowhole,Bar,,"124 Kapahucu
",,**,"Bars, Clubs, Coffeehouses ",Tel 922 2969 Mostly Gay Men,Waikiki Beach,HI,,,,,1977
Hula's,Bar,,2103 Kuhio Avenue,,**,"Bars, Clubs, Coffeehouses ",Tel 808 923 0669 Your best bet outdoor area,Waikiki Beach,HI,,,,,1977
Hotel Senadora,Hotel/Bar,,15 Miles south,,*,"Bars, Clubs, Coffeehouses ",,Aguas Buenas,PR,,,,,1977
The Abbey,Bar,,251 Calle Cruz ,,,,Near Fortaleza,San Juan,PR,,,,,1977
Boccachio,Bar,,Ave M Rivera,checked,***,"Bars, Clubs, Coffeehouses ",Near Domenech,San Juan,PR,,,,,1977
Top of the Aquarium,Bar,,255 Calle San Justo,,***,"Bars, Clubs, Coffeehouses ",,San Juan,PR,,,,,1977
Small World,Bar,,250 Calle San Jose,,**,"Bars, Clubs, Coffeehouses ",Near Fortaleza. Opens at 11am. Cocktail hours are most recommended,San Juan,PR,,,,,1977
Main Street,Bar,,257 Calle San Jose,,**,"Bars, Clubs, Coffeehouses ",Between Tetuan and Fortaleza,San Juan,PR,,,,,1977
Pete's Pub,Bar,,2550 West 47th Street,,***,"Bars, Clubs, Coffeehouses ",,Kansas City,KS,,,,,1977
Women's Coalition,Organization,,104B Kansas Union,,****(*),Organizations,"University of Kansas. Tel 913 864 4934 Switchboard plus other services, facilities and activities too numerous to list. Very highly recommended as being very nice people. ",Lawrence,KS,,,,,1977
Guys and Dolls,Bar,,415 Kansas Avenue,,**,"Bars, Clubs, Coffeehouses ",,Topeka,KS,,,,,1977
Womanspace,Organization,,643 Rhode Island Street,,****,Organizations,"This brand new center houses: transitional care space and therapy services, a coffeehouse, art and music collectives, monthly dances, pot luck suppers, classes in self defense, yoga, and bike repair. They hold regular meetings and have lots of time for Drop In. They will soon be getting their own newsletter together. ",Lawrence,KS,,,,,1977
Midnite Sun,Bar,,2633 North Kansas,,**,"Bars, Clubs, Coffeehouses ",Swimming pool in the summer but is it just gay men?,Topeka,KS,,,,,1977
Wichita Gay Community Association,Organization,,,checked,***,Organizations,Tel 316 942 6619 Newsletter $3.00 per year,Wichita,KS,,,,,1977
Jacks by the Tracks,Bar,,1524 Ida Street,,**,"Bars, Clubs, Coffeehouses ",Tel 262 9222,Wichita,KS,,,,,1977
Bus Station,Bar,,1117 East Pawnee,,**,"Bars, Clubs, Coffeehouses ",Tel 265 9142,Wichita,KS,,,,,1977
R & R ,Bar,,100 West 31st Street,,**,"Bars, Clubs, Coffeehouses ",Tel 522 9786,Wichita,KS,,,,,1977
Helping Hands,Bar,,3318 West Douglas,,**,"Bars, Clubs, Coffeehouses ",Tel 943 9149,Wichita,KS,,,,,1977
Meg's Place,Bar,,1801 Wabash,,**,"Bars, Clubs, Coffeehouses ",,Terre Haute,IN,,,,,1977
