title,type,address,statewide.address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,Last Modified By,Last Modified,year
Gay Phoneline,Services,,,checked,Caribou,ME,Tel. 896-5888,,,,,,,,1987
Seafair,Hotels/Motels/Guest Houses,24 Shore Rd,,,Ogunquit,ME,"at Rte. 1 (Main Street) write: Box 1221;03907, Tel.(207) 646-2181. Located near the center of the village. The SEAFAIR INN is a charming restored victorian bed and breakfast inn furnished with period antiques. Walk to fine shops, restaurants, beautiful white sand beach and rocky coast. Traditional accommodations and apartments. Private baths, homemade continental breakfast included in the very reasonable rates. Open April through October. Write for brochure. Doubles with bath from $55.00. NO DOGS ALLOWED. Your hosts: Cheri, Jeff & Bill. Gay owned and operated. Women especially welcome. Be sure and say 'hi' from GAIA.",,,,,,,,1987
The Front Porch,Bars,Ogunquit Square,,,Ogunquit,ME,Tel. 646-3976,**,"Bars, Clubs, Coffeehouses",,,,,,1987
The Club,Bars,52 Main St,,,Ogunquit,ME,Tel. 646-9282. Outdoor deck bar and charcoal pit. ,MGM**,"Bars, Clubs, Coffeehouses",,,,,,1987
Wilde Stein Club,Groups,,,checked,Orono,ME,"Memorial Union, Peabody Lounge - 3rd Floor, University of Maine at Orono; 04469. Tel.581-1288",,,,,,,,1987
Roberta S. Kuriloff,Attorney's,PO Box 94A,,checked,Penobscot,ME,"HCR 80, Box 94A; 04476- Tel. 581-1788 & 469-2063",,,,,,Lilly Smith,6/9/2024 1:06pm,1987
New Leaf Books,Feminist Bookstore,438 Main St,,,Rockland,ME,"04841. Tel. 596-0040. Lesbian and feminist books, magazines and newspapers, including OUR PAPER + locally handcrafted women's jewelry. They sell GAIA'S GUIDE, say 'hi' from GAIA. Open 10am-5pm M-Sat.",,,,,,,,1987
Sea Gnomes Home,Rooming House,PO Box 33,,checked,Stonington,ME,"Church Street,(near School)Write: P.O. Box 33;04681 Tel. 367-5076. Partially restored victorian house in coastal Stonington. Rooms for womyn only. Share kitchen, bathroom, parlor and open back porch overlooking the harbor and islands. Rates: $25.00 per night, $150 per week, $500.00 per month. No pets allowed. Be sure and say 'hi' from GAIA.",,,,,,Lilly Smith,6/9/2024 1:06pm,1987
Blueberry Cove,Camping and Cabins,PO Box 520,,checked,Tenants Harbor,ME,Tel. 372-6353. ,,,,,,Lilly Smith,6/9/2024 1:06pm,1987
The Hitch,Restaurants,,,checked,Wells,ME,rte. one- Tel. 646-9229,,,,,,,,1987
Maine Lesbian Feminists,Groups,PO Box 125,,checked,Belfast,ME,04915,**,Organizations/Groups,,,,Lilly Smith,6/9/2024 1:06pm,1987
Sportman's,Bars,2 Bates Street,,,Lewsiton,ME,Tel. 784-2251. Game room + disco. Open every night 8pm-1 am.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Metra,Publications,PO Box 20070,checked,checked,Ferndale,MI,48220;-Tel. (313)543-3500. $18.00 for 6 months. Extremely useful gay/lesbian newspaper.,,,,,,Lilly Smith,6/9/2024 1:25pm,1987
Gigi's ,Bars,16920 W Warren,,,Detroit,MI,Tel. 584-6625.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Donna B. Grant & Leslie Anne Logan,Attorney's,30600 Telegraph Rd,,,Detroit,MI,48010- Tel.540-5977.,,,,,,,,1987
Michigan Organization For Human Rights,Political Group,940 W Mc Nichols Rd,,,Detroit,MI,Tel. 863- 7255.,*,Organizations/Groups,,,,,,1987
Orca's,Bars,12841 E Mc Nichols Rd,,,Detroit,MI,Tel.839-4190. Open M-F. 4pm-2.30am/Sat. & Sun. 2pm-2.30am. Lots of free parking.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Laura's ,Bars,19326 Conant,,,Detroit,MI,"Tel.368-9000, women's bar. Opened Feb.,1986.",****,"Bars, Clubs, Coffeehouses",,,,,,1987
Chosen Books,Gay/Lesbian Bookstore,940 W Mc Nichols,,,Detroit,MI,Tel. 864-0485.,,,,,,,,1987
Railroad Crossing,Bars,6640 E 8 Mile,,,Detroit,MI,Tel. 891-1020.,****,"Bars, Clubs, Coffeehouses",,,,,,1987
Amiga's,Bars,19326 Conant,,,Detroit,MI,Tel. 891-9795.,****,"Bars, Clubs, Coffeehouses",,,,,,1987
Underground,Bar/Restaurant,15533 W 8 Mile Dr,,,Detroit,MI,Tel.341-4423.,****,Bar/Restaurant,,,,,,1987
Club Igcognito,Bars,4401 E 7 Mile Rd ,,,Detroit,MI,Tel.892-9303. Security guard on duty 7 nights. Open M-Sat.7pm-2am & Sun. 2pm-2am. Dalily happy hour: 7pm-10pm.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Cruise Magazine,Publications,19136 N Woodward ,checked,,Detroit,MI,48203-Tel.(313)369-1900. Full of statewide resource info for lesbians and gay men. Very helpful to GAIA'S GUIDE. $15.00 for 6 months.,,,,,,Lilly Smith,6/9/2024 1:25pm,1987
Lesbian Advocate,Lesbian Center,3116 Michigan Union State St,,,Ann Arbor,MI,"(Office of Human Sexuality), 3116 Michigan Union, State Street-Tel. 763-4186.",*****,Center,,,,,,1987
The Rubaiyat,Bars,102 S 1st St,,,Ann Arbor,MI,"(Office of Human Sexuality), 3116 Michigan Union, State Street-Tel. 763-4186.",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Nectarine Ballroom,Disco Night,510 E Liberty St,,,Ann Arbor,MI,Tel. 994-5436. Gay Tuesday nights only.,(**),"Bars, Clubs, Coffeehouses",,,,,,1987
Log Cabin,Bars,339 W Michigan,,,Battle Creek,MI,Tel. 963-6744.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Douglas Dunes Resort ,Resort/Motel,333 Washington ,,,Douglas,MI,Blue Star Highway; Tel. 857-1401. ,,,,,,,,1987
The Copa,Bars,510 Saginaw,,,Flint,MI,Tel. 767-0642. ,**,"Bars, Clubs, Coffeehouses",,,,,,1987
State Bar,Bars,2515 S Dort Highway,,,Flint,MI,Tel. 767-7050. ,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Moonrise,Lesbian Group,PO Box 863,,checked,Flint,MI,48503; Tel. 785-6105.,,,,,,Lilly Smith,6/9/2024 1:05pm,1987
Radclyffe Hall,Bars,76 S Division ,,,Flint,MI,(2 blocks south on Fulton); 49503-Tel. 774-4740. Open 4pm-2am/4am.,****,"Bars, Clubs, Coffeehouses",,,,,,1987
Club 67,Bars,67 S Division,,,Grand Rapids,MI,Tel. 454-8003,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Women's Radio ,Radio Program,,,checked,Grand Rapids,MI,HB 899-FM,,,,,,,,1987
Gaia,Restaurants,209 E Diamond St,,,Grand Rapids,MI,Tel.454-6233,*,Bar/Restaurant,,,,,,1987
The Zoo,Bars,906 Portage St,,,Kalamazoo,MI,Tel. 342-8888,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Gay/Lesbian Support Group,Groups,PO Box 226,,checked,Kalamazoo,MI,"write: Box 226, Student Services Building, Western Michigan University, Kalamazoo,Ml;49008. They meet on Sundays.",*,Organizations/Groups,,,,Lilly Smith,6/9/2024 1:05pm,1987
Michigan Lesbian/Gay Hotline,Services,,,checked,Kalamazoo,MI,"Tel. 372-8519, 7pm-10pm, Sun-Fri. ",,,,,,,,1987
R's La Cage,Bars,3236 Hoyt St,,,Muskegon,MI,Tel.733-9251.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Tallulah's,Bars,1724 E Genesse,,,Saginaw,MI,Tel.752-9179,**,"Bars, Clubs, Coffeehouses",,,,,,1987
The Ropa,Bars,146 W Michigan Ave,,,Jackson,MI,Tel.783-6333.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
We Want The Music,Music Festival,1501 Lyons St,checked,,Mount Pleasant,MI,Tel. 772-0582.,,,,,,Lilly Smith,6/9/2024 1:25pm,1987
Lesbian Alliance,Center/Groups,PO Box 423,,checked,East Lancing,MI,"P.O. Box 423, East Lansing, Ml;48823-Tel.485- 7100.",**,Organizations/Groups,,,,Lilly Smith,6/9/2024 1:05pm,1987
Helen Diner Memorial Women's Center,Center/Groups,PO Box 811,,checked,East Lancing,MI,"(Ambitious Amazons) Write: Box 811, East Lansing,MI; 48823; Tel. 371-5257. Library+ info. Phone operates 2pm-midnight.",**,Organizations/Groups,,,,Lilly Smith,6/9/2024 1:05pm,1987
Joe Covello's,Bars,539 E Michigan Ave,,,Lancing,MI,Tel. 482-4577.,**,Organizations/Groups,,,,,,1987
D' Lounge,Bars,31 S Gratiot,,,Mt. Clemens,MI,Tel.463-3079,**,"Bars, Clubs, Coffeehouses",,,,,,1987
A Woman's Coffeehouse,Coffeehouse,1 Groveland,,,Minneapolis,MN,(Minneapolis); (near Nicollet)Tel. 871-1005. All women and their children (boys up to 11 years) welcome. Fri & Sat evenings ONLY ...it's entertainment from 8:30pm with dancing afterwards. Only baked goods and chemical-free refreshments. One block north of Franklin off Nicollet. - - 'Top Name Lesbian Performers'.,****,"Bars, Clubs, Coffeehouses",,,,,,1987
New French Cafe & Bar,Bar/Restaurant,128 N 4th St,,,Minneapolis,MN,Tel. 338-3790. Woman owned and seeking gay clientel.,*,Bar/Restaurant,,,,,,1987
LAMBDA Sobriety Center,Counseling,2217 Nicollet Ave,,,Minneapolis,MN,Tel. 874-7430 7pm-10pm nightly or 1-2pm daily. Lesbian al-anon groups.,,,,,,,,1987
Equal Time,Publications,711 W Lake St,checked,,Minneapolis,MN,"(no.504), Minneapolis, MN; 55408- Tel. {612)823-3836. Well-balanced lesbian/gay newspaper. Full of local resources. Pick one up at most locations listed in GAIA'S GUIDE.
",,,,,,Lilly Smith,6/9/2024 1:25pm,1987
Amazon Bookstore,Feminist Bookstore,1612 Harmon Pl,,,Minneapolis,MN,"55403- (near Hennepin),Minneapolis; Tel. 338-6560. Wide variety of titles, including much lesbian material. Also posters and buttons, women's music and women-crafted jewlery. Bulletin board/referrals/tea and coffee. MAIL ORDER SERVICE. They sell GAIA'S GUIDE.
",,,,,,,,1987
Jakeeno's,Restaurants,,,checked,Minneapolis,MN,15th & LaSalle. Tel. 871-5777. Open from 11am-late weekend hours. Excellent food.,*,Restaurants,,,,,,1987
Brenda Douville,Counseling and Therapy-Private,2124 S Dupont Ave,,,Minneapolis,MN,55405-Tel. 870-0551-823-8291. Chemical dependency community'. ,,,,,,,,1987
Laverne's Diner,Restaurants,717 W Lake St,,,Minneapolis,MN,(Minneapolis) Tel. 823-0151. Good meeting place and gay owned.,*,Restaurants,,,,,,1987
Lavender Kitchen,Gay/Lesbian Restaurant,430 Oak Grove,,,Minneapolis,MN,"Loring Park Office Bldg. 430 Oak Grove (suite
103),(near Hennepin) Minneapolis;55403. Tel. 874-6502. Open 7am-5pm Mon-Fri.",,,,,,,,1987
Gem Coffee Shop,Restaurants,2827 1/2 S Hennepin Ave ,,,Minneapolis,MN,(Minneapolis). Open from Sam(!)-closed Tuesdays.,*,Restaurants,,,,,,1987
Kenneth E Keate,Attorney's,1102 Grand Ave,,,Minneapolis,MN,"(suite G), St. Paul; 55105- Tel. (612) 224-5079. ",,,,,,,,1987
Wave,Art Gallery,249 E 4th St,,,Minneapolis,MN,(Minneapolis)-collectively run women-artists gallery.,,,,,,,,1987
A Brother's Touch,Gay/Lesbian Bookstore,1931 Nicollet Ave,,,Minneapolis,MN,"55403At Franklin) Tel. 872-1412. Lesbian and gay titles, women's studies, magazines and newspapers, posters, buttons, women's music. MAIL ORDER. They sell GAIA'S GUIDE. Bulletin board/local info- - -they sell EQUAL TIMES & GLC VOICE.",,,,,,,,1987
Gay Nineties,Bars,408 Hennepin Ave,,,Minneapolis,MN,Minneapolis; Tel. 333- 7755. Nice atmosphere.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Fresh Fruit Radio Show,Radio Program,,,checked,Minneapolis,MN,"FKAI 90 3 FM. Tel. 721-5011.Th.6:30- 7:30pm, + WE WANT YOU TO KNOW, Lesbian Half Hour at 10.30am Weds.",,,,,,,,1987
Nineteen Bar,Bars,19 W 15 St,,,Minneapolis,MN,(Minneapolis) Tel. 871-5553,***,"Bars, Clubs, Coffeehouses",,,,,,1987
Woodswoman,Outdoor Group,2550 Pilbury Ave,,,Minneapolis,MN,"South Minneapolis,;55404. Tel.(612)870-8291. Guided outdoor trips for women of all ages. Canoeing (Minnesota, Ontario, Alaska); backpacking: (Colorado, Nep- al); climbing, llama packing, rafting, bike touring.",,,,,,,,1987
The GLC Voice,Publications,15/17 La Salle Ave,,,Minneapolis,MN,Suite E; Minneapolis;55403.Tel.872-8325. Lots of local resources. $17.00 pa. sample issue:$1.00. Good lesbian/feminist coverage and lots resource info.,,,,,,,,1987
Hungry Mind Bookstore,Alternative Bookstores,1648 Grand Ave,,,Minneapolis,MN,"(at Snelling) Tel. 699-0587. lesbian and gay titles, women's studies, magazines and newspapers. Poetry and fiction readings. MAIL ORDER SERVICE. They sell GAIA'S GUIDE.",,,,,,,,1987
North Country Women's Coffee House,Coffee House,1802 E 1st,,,Duluth,MN,Tel. 728-5468,,,,,,,,1987
A Women's Bookstore,Feminist Bookstore,106 N 1st Ave,,,Duluth,MN,"West; Tel. 722-8532. Open Mon-Fri. 3-7.30pm & Sat. noon-5pm.
",,,,,,,,1987
The Townhouse ,Bars,1415 University Ave,,,Saint Paul,MN, (St. Paul) Tel. 646- 7755. Disco/restaurant/pool tables/drag shows.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Paul D. Amble,Dentists,289 E 5th St,,,Saint Paul,MN,"Market House, 289 E 5th St. , St. Paul; 55101- Tel. 291-9667",,,,,,,,1987
Ladies Night,Bars,1183 University Ave ,,,Saint Paul,MN,Tel. 646-2288.,****,"Bars, Clubs, Coffeehouses",,,,,,1987
Foxy's ,Bars,490 N Robert ,,,Saint Paul,MN,"St. Paul;-Tel.224-0703. Lesbian show bar/great Sunday specials, recommended. Stteets, St. Paul;-Tel.2240703",****,"Bars, Clubs, Coffeehouses",,,,,,1987
Ann Richtman,Attorney's,245 E 6th St,,,Saint Paul,MN,"(suite 434), St. Paul; 55101-Tel. (612) 224-1201. ",,,,,,,,1987
Reflections,Bars,1105 E. Commercial,,,Springfield,MO,Tel. 866-1211,**,"Bars, Clubs, Coffeehouses",,,,,,1987
The Warehouse,Bars,1130 E Chestnut Parkway,,,Springfield,MO,Tel. 831-7307.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Mister Jones,Bars,219 W Olive,,,Springfield,MO,Tel. 864-4572,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Gay Hotline,,PO Box 23227,,checked,Springfield,MO,"Tel.367-0084. 7pm-1am daily. Write: P.O. Box 23227, St.Louis,Mo;63156.",,,,,,Lilly Smith,6/9/2024 1:04pm,1987
Gaytalk,Services,,,checked,Springfield,MO,Tel. 864-8788,,,,,,,,1987
Gay and Lesbian Alliance,Gay/Lesbian Group,,,checked,Columbia,MO,"University of Missouri, 16 Read Hall;- Tel.882-4427",,,,,,,,1987
Paradise Retreat,Bars,,,checked,Columbia,MO, RR 6-Tel.474-9004,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Three Cheers Lounge,Bars,23 S 8th,,,Columbia,MO,"Tiger Hotel, 23 South 8th-no phone.",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Women's Center,Women's Centers,,,checked,Columbia,MO,"University of Missouri, Gentry Hall, no.1; 65211- Tel.882-6621",***(*),Center,,,,,,1987
Emerald City/Phase I,Bars,722 Main St,,,Joplin,MO,Tel.623-9313.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Llewellyn's Welsh Pub,Restaurants,4747 McPherson,,,Saint Louis,MO,"Tel.361-3003. Very friendly place, excellent food at reasonable prices.",,,,,,,,1987
Gay News Telgraph,Publications,10 S Euclid Ave,,,Saint Louis,MO,Mail to: P.O.Box 14229A; 63178-1229,,,,,,,,1987
Stars,Bars,1245 S Vanderventer St,,,Saint Louis,MO,Tel.534-2737. Very popular- -large screen tv/pin-ball/patio/security guards. ,****,"Bars, Clubs, Coffeehouses",,,,,,1987
Left Bank Books,Alternative Bookstores,399 N Euclid,,,Saint Louis,MO,"Tel.367-6731. Gay and feminist books, they sell GAIA'S GUIDE.",,,,,,,,1987
Kitty Cat Club,Bars,2800 California,,,Saint Louis,MO,Tel.664-4078,****,"Bars, Clubs, Coffeehouses",,,,,,1987
The Gay News Telegraph,Publications,PO Box 14229,checked,checked,Saint Louis,MO,"A, St.Louis; 63178-1229. Tel. (314) 361-0066. State wide directory. One year, $13.50-first class/$10.00 third class.",,,,,,Lilly Smith,6/9/2024 1:26pm,1987
Zebra Lounge,Bars,3230 Olive St,,,Saint Louis,MO,Tel. 535-1574.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Dignit/St. Lousid,Religious Groups,3120 Lafayette,,,Saint Louis,MO,"services at Immaculate Conception/St.Henry's Catholic Church,3120 Lafayette;- Tel.773-8816. 'An invitation for lesbian members of the St. Louis Community to join us for mass and social hour'.",,,,,,,,1987
Alfonsi's Reading Room,General Bookstore,10 N Euclid ,,,Saint Louis,MO,Tel. 361-3420. Feminist and gay titles.,,,,,,,,1987
The Agape Church of St. Louis,Religious Groups,4225 Choteau Ave,,,Saint Louis,MO,"63110-Tel.531-0455. 'Full range of services and opportunities for fellowship and service·. Roller skating parties/cofee-house/ pot-luck evenings/holiday parties, etc.",,,,,,,,1987
The Sunshine Inn,Restaurants,8 1/2 S Euclid ,,,Saint Louis,MO,Tel. 367-1413. Lunch/dinner/Sunday brunch. Natural and vegetarian cuisine. Closed Mondays.,(*),Restaurants,,,,,,1987
Jan's Stowaway,Bar/Restaurant,6913 S Broadway,,,Saint Louis,MO,Serving food 11am-midnight. Thursday nights is women only.,**,Bar/Restaurant,,,,Lilly Smith,6/9/2024 1:04pm,1987
Women's Eye Bookstore,Feminist Bookstore,554 Limit Ave,,,Saint Louis,MO,"Tel. 721-1616. Feminist/lesbian/gay books. Library. Women's resource center. Records, buttons, posters, T-shirts, jewelry, pottery. They sell GAIA'S GUIDE. They've got info on all local women's organizations and the dances they sponsor. ",,,,,,,,1987
Genesis II,Bars,4592 Manchester St ,,,Saint Louis,MO,Tel.533-2703. Bar/disco.,**(**),"Bars, Clubs, Coffeehouses",,,,,,1987
Gilchrist and Zarembka,Attorney's,225 S Meramec,,,Clayton,MO,"el.726-6355--Barbara J. Gilchrist & Arlen Zarembka- -divorce/custody/civil rights, etc.
",,,,,,,,1987
Birds of a Feather,Bars,2550 W 47th St,,,Kansas City ,MO,Tel. 722-9867,***,"Bars, Clubs, Coffeehouses",,,,,,1987
Metropolitan Community Church of Greater Kansas City,Religious Groups,4000 Harrison,,,Kansas City ,MO,Tel. 931-0750. Services: Sun. 1:30pm & 7pm. First Sun. of each month: WOMONSPIRIT.,,,,,,,,1987
Jamie's,Bars,528 Walnut,,,Kansas City ,MO,64106 (in River Quay)- Tel.471-2080,***,"Bars, Clubs, Coffeehouses",,,,,,1987
Changes,Bars,2813 Main St,,,Kansas City ,MO,Tel. 842-5140.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Midnight Sun,Bars,18 E 31st St,,,Kansas City ,MO,"Tel.561-0597, country & western bar. ",**,"Bars, Clubs, Coffeehouses",,,,,,1987
National Organization For Women/Lesbian Rights Task force,Group,PO Box 32592,,checked,Kansas City ,MO,64141-Tel.968-0273,,,,,,Lilly Smith,6/9/2024 1:04pm,1987
The Arabian Nights,Bars,3314 Gilham Plaza,,,Kansas City ,MO,Tel. 753-9804,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Pegasus,Show Bar,5024 Main,,,Kansas City ,MO,Tel. 753-6504.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Gay Talk,Services,,,checked,Kansas City ,MO,Tel.931-4470,,,,,,,,1987
The Triangel Times,Publications,PO Box 26492,,checked,Kansas City ,MO,64196-Tel.384-9038. Complete directory of gay/lesbian resources and services.etc. in the Kansas City area.,,,,,,Lilly Smith,6/9/2024 1:04pm,1987
Jeffery P.Hiles,Attorney's,110 NW Barry Rd,,,Kansas City ,MO,"201 Commercial Bank Building, 110, N.W. Barry Road; 64155-Tel.436-9550.",,,,,,,,1987
Billie Jeans,Bars,5012 Main St,,,Kansas City ,MO,Tel. 931-6131. Comfortable disco bar. Pool table. Excellent music & friendly. Call for special events.,****,"Bars, Clubs, Coffeehouses",,,,,,1987
New Earth Books & Records,Feminist Bookstore,3535 D Broadway,,,Kansas City ,MO,"64111-Tel. 931-5794. Feminis/lesbian/gay & non-sexist children's titles. Posters, buttons, records.women's music, cards and gifts plus MAIL ORDER for lesbian books- -free catalogue on request. GAIA'S GUIDE & GAY NEWS TELEGRAPH on sale. Bulletin board and referrals. Acknowledged local info center. Your first stop in lesbian/feminist Kansis City.",,,,,,,,1987
Connections,Bars,3707 Main St,,,Kansas City ,MO,64111-Tel.931-1430,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Alternate News,Publications,3044 Cherry St,,,Kansas City ,MO,64108-Tel.531-1339. 6 months=$25.00.,,,,,,,,1987
LAMBDA A.A.,Alcoholics Anonymous,,,checked,Jackson,MS,phone switchboard for info.,,,,,,,,1987
Mississippi Gay Alliance,Center,236 1/2 W Capitol St,,,Jackson,MS,"Tel. 353- 7611. SWITCHBOARD. Their interests are gay rights and discrimination. They issue statements to the media in response to current events. Television and talk-shows. Info & referrals. Very friendly, helpful people. Social and counseling activities. Membership is $15.00 p.a./newsletter $10.00 p.a. The Metropolitan Community Church meets there every Sunday at 10am- more details from switchboard. Say 'hi' from GAIA. ",***,Center,,,,,,1987
