title,type,address,unclear.address,city,state,statewide.address,description,stars,Star Type,Mentions Race?,Mentions Disability?,notes,Questions/Unsure Dr. R should check,year,Last Modified By,Last Modified
Cafe Guccini ,Restaurants,2139 Kuhio Ave.,,Honolulu,HI,,Tel. 922-5287. Italian restaurant,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Pat's Cocktail Center,Bars,435 Atkinson Dr,,Honolulu,HI,,"Tel. 946-9722. Near Ala Moana Shopping
Center. Open 2pm-2am daily, pool tables, your best bet in Honolulu. Say 'hi' to Pat
from GAIA. ",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Wave,Bars,1877 Kalakaua Ave,,Honolulu,HI,,Tel. 941-0241,MGM**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Breeze Inn,Restaurants,1665 Kalakma ,,Honolulu,HI,,"Tel. 949-7719. Lesbian owned vegetarian and
fish restaurant. Say 'hi' from GAIA",*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Hotel Honolulu ,Hotel,376 Kaiolu Street ,,Honolulu,HI,,"Tel. 926-2766. Run by a very nice, very
helpful women-say 'hi' from GAIA. ",*,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Hernandos Hide A Way ,Restaurants,2139 Kuhio Ave,,Honolulu,HI,,tel. 926-3118,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Ywca,Services,1820 University Ave. ,,Honolulu,HI,,Tel. 538-7061 ,,Organizations,,,,,1985,,8/8/2024 8:42am
Hamburger Mary's,Bar/Restaurant,608 front street ,,Maui,HI,,Tel. 667-6989,*,Bar/Restaurant,,,,,1985,,10/11/2024 8:57pm
Alex's Hole In The Wall,Restaurants,Front Street ,,Maui,HI,,tel. 661-3197,*,Restaurants,,,,,1985,,10/11/2024 8:37pm
Gay Hotline,Services,,,Maui,HI,,tel. 572-1884-answerphone,,"Hotels, Motels, Services?",,,,checked,1985,,10/11/2024 8:52pm
Gay Information Services ,Services,,checked,Oahu ,HI,,TEL. 926-2910 answerphone. ,,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Women's Works,Feminist Bookstore,1506 Harrison ,checked,Davenport ,IA,,,,,,,,,1985,,8/8/2024 8:42am
Club 506,Bars,506 Brad Street ,,Davenport ,IA,,,,,,,,,1985,,8/8/2024 8:42am
Question Mark,Bars,203 3rd St.,,Des Moines ,IA,,Tel. 243-9747,MGM**,,,,,,1985,,8/8/2024 8:42am
Dj's Bistro,Bars,951 Main St.,,Dubuque ,IA,,Tel. 558-3131,**,,,,,,1985,,8/8/2024 8:42am
Women's Resource & Action Center,Centers,130 North Madison ,,Iowa City ,IA,,,****(*),,,,,,1985,Amanda Regan,7/14/2025 7:33pm
Plains Woman Bookstore,Feminist Bookstore,114 East College St.,,Iowa City ,IA,,": Hall Mall 114 East College St. (at Dubuque
Street)Tel. 338-9842. Wide selection of women's studies, lesbian titles +
buttons/posters/women's music. They sell GAIA'S GUIDE. Say'hl' from GAIA. ",,,,,,,1985,,8/8/2024 8:42am
6:20,Bars,620 S. Madison St.,,Iowa City ,IA,,Tel. 354-2494,**,,,,,,1985,,8/8/2024 8:42am
Common Lives Lesbian Lives,Publications,,checked,Iowa City ,IA,,"Advertisement not otherwise listed: P.O. Box
",,,,,,,1985,Amanda Regan,7/14/2025 7:39pm
Gay Help Line,Services,,checked,Waterloo,IA,,"218 Strong Hall-KU, University of Kansas. Tel.
864-3552 ",,,,,,,1985,,8/8/2024 8:42am
Dutch Mill Bar,Bars,823 Franklin,,Waterloo,IA,,,,,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church ,Religious Groups,,checked,Boise,ID,,"METROPOLITAN COMMUNITY CHURCH, Tel. 386-9229",,Religious Group,,,,,1985,,8/8/2024 8:42am
Stoplite,Bars,10th at front street,checked,Boise,ID,,"STOPLITE, 10th at Front Street, Tel. 342-8558. ",***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Gay Community Center,Services,,checked,Boise,ID,,"GAY COMMUNITY CENTER, Tel. 342-8558",***,Organizations,,,,,1985,,8/8/2024 8:42am
Old Cow Street Inn,Bars, 400 Mascoutah Ave. ,,Belleville,IL,,,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Small Changes Bookstore,Bookstore,409A North Main,,Bloomington ,IL,,"Tel. 829-6223. Alternative
bookstore • very well stocked with gay/lesbian and feminist books & periodicals.
They sell GAIA'S GUIDE. ",,bookstore,,,,,1985,,8/8/2024 8:42am
Gay Switchboard,Services,,checked,Bloomington ,IL,,GAY SWITCHBOARD Tel. 336-4299 ,,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Catholic Gay/Lesbians,Religious Groups,,checked,Bloomington ,IL,,Tel 336-4299,,Religious Group,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,PO Box 3732; 617001,checked,Bloomington ,IL,,", Tel.
829-2719 ",,Religious Group,,,,,1985,,8/8/2024 8:42am
Integrity (Episcopalian),Religious Groups,701 Hawthorne ,,Bloomington ,IL,,Tel. 334-2921,,Religious Group,,,,,1985,,8/8/2024 8:42am
Gay And Lesbian Peoples Union,Organization and Services,,checked,Carbondale,IL,,"South Illinois University Student Development,
Tel. 457-5948 ",,Organizations,,,,,1985,,8/8/2024 8:42am
Women's Center,Centers,408 W. Freeman ,,Carbondale,IL,,Tel. 529-2324,,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Main Street East,Bars,213 E. Main St.,,Carbondale,IL,,"Tel. 549-0001. Mixed gay men &women. Thurs. Women's night, erfe drink and awomen's music happy hour 5-8pm. Closed Monday and Friday si men's night.",**,,,,,,1985,,8/8/2024 8:42am
Gay Illini Switchboard,Services,,checked,Champaign,IL,,Tel. 384-8040,,,,,,,1985,,8/8/2024 8:42am
Women's Info/Resource Exchange,Services,,checked,Champaign,IL,,Tel. 344-7323,,,,,,,1985,,8/8/2024 8:42am
Lavender Prairie,Group ,PO Box 2096,checked,Champaign,IL,,Lesbian social club.,,,,,,,1985,,10/11/2024 9:41pm
Chester Street,Bars,65 Chester,,Champaign,IL,,Tel. 356-5607,,,,,,,1985,,8/8/2024 8:42am
Jane Addams Book Shop,Bookstore,208 North Neil,,Champaign,IL,,"Tel. 356-2555. Antiquarian bookstore specializing in womens' studies, children's and illustrated books, and detective fiction. It isa full-service bookstore bookstore providing a free search service for out-of-print books and special orders for new books.",,,,,,,1985,,8/8/2024 8:42am
Little Professor Book Center,Bookstore,505 E. Green St. ,,Champaign,IL,,T.el 384-3094. Gay and lesbian books.,,,,,,,1985,,10/11/2024 9:44pm
Horizon Bookstore,Bookstore,"517 Goodwin, Urbana",,Champaign,IL,,Tel. 328-2988.,,,,,,,1985,,8/8/2024 8:42am
Fireplace Inn,Restaurants,1448 N Wells St,,Chicago,IL,, Tel. 664-5265,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Factory,Bars,1665 W. Fullerton Ave,,Chicago,IL,,Tel. 549-4166 ,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Kelly's Our Way,Bars,": 648 Stateline, Calumet City",,Chicago,IL,,Tel. 891-9076 ,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Emma Goldman Women'S Health Center,Health Center, 2114 West Belmont Avenue,,Chicago,IL,,"Tel.
528-4310. Self-help collective, with lesbian participation, to educate women to make
their own health decisions.",,Organizations,,,,,1985,,8/8/2024 8:42am
Ann Sather's,Restaurants,925 W Belmont ,,Chicago,IL,, Tel. 348-2378 ,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Gianfranco,Restaurants,1531 N Wells,,Chicago,IL,,Tel. 266-1886. ,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Pour House,Bars, 103 155th,,Chicago,IL,,Calumet City. Tel. 891-9854,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
My Brother's Place,Bar/Restaurant, 111 W Hubbard.,,Chicago,IL,,Tel. 321-0776. ,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Norma's,Bars,3729 North Halsted ,,Chicago,IL,,Tel. 871-4880. ,**,Bar/Restaurant,,,,,1985,,10/11/2024 9:51pm
Nexus North,Bars," 178 W. Randolph, 5th Floor",,Chicago,IL,,"Tel. 726-3504. Disco/dancing.
Predominantly women. Mon'Thurs 5pm-2am, Fri-Sat 10pm - 5am. ",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Club Victoria,Bars, 3153 N Broadway.,,Chicago,IL,, Tel. 528-7988,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Other Brother,Restaurants,748 W Cornelia,,Chicago,IL,,"Tel. 935-7793. Clientele: Gay women and
men. Fully licenced. Open daily 5pm-midnight. ",*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Barbara's Bookstore,Bookstore,1434 North Wells,,Chicago,IL,,,,bookstore,,,,,1985,,8/8/2024 8:42am
Un-Abridged Books Store,Bookstore,3251 N. Broadway.,,Chicago,IL,,Tel. 883-9119,,bookstore,,,,,1985,,8/8/2024 8:42am
His 'N' Hers,Bar/Restaurant,944 West Addison (New Town) ,checked,Chicago,IL,,"Tel. 935-1210. Live entertainment and
good food. ",**,Bar/Restaurant,,,,,1985,,8/27/2024 5:19pm
Lady Bug,Bars, 3445 N Halsted St (new Town),,Chicago,IL,,"Tel. 281 3336. Clientele: more business
and professional women. Atmosphere more conducive to conversation than most
other bars. Dancing. No food. ",***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Lost And Found Lounge,Bars,3058 W. Irving Pk,,Chicago,IL,,"Tel. 463 9617. Gay women talore.
Juke box dancing/pool table. Fully licenced.",***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Our Way On Wells,Bar/Restaurant, 1437 N. Wells. ,,Chicago,IL,," Tel. 943-5581. Disco/dancing/food. Clientele:
mixed gay women and men.",,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Club Illusions,Bars, 1620 Plainfield Rd,,Chicago,IL,,Tel. 741-4474,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Patch,Bars,201 155th Pl.,,Chicago,IL,, Tel. 891-9854 ,**,Bar/Restaurant,,,,,1985,,10/11/2024 9:54pm
Women & Children First,Bookstore,"1967 N. Halsted, ",,Chicago,IL,,"Tel. 440-8824.
Feminist/lesbian/gay/non-sexist children titles. GAIA'S GUIDE, posters, buttons,
records, cards & gifts, plus mail order service, bulletin board/info/referrals, and
authors nights. Open Tues-Sat 11am-7pm, Thurs 1-9pm, Sun noon-6pm. ",,bookstore,,,,,1985,,8/8/2024 8:42am
La Pentola,Restaurants,964 W. Belmont Ave. at Sheffield,,Chicago,IL,,"Tel. 281-4260. Valet parking. Fresh,
chef-prepared N. Italian cuisine. Tues-Sat lunch from 11am, Tues-Thurs dinner
4pm-11pm, Sat till midnight, Sun. 3pm-10pm (closed Mon).",,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Sessions Pullman Club,Restaurants,605 E 11th,,Chicago,IL,,Tel. 785-7578. ,*,Bar/Restaurant,,,,,1985,,10/11/2024 9:58pm
Halsted's,Bar/Restaurant,3700 N. Halsted.,,Chicago,IL,,"Tel. 248-8805. Open 11am Mon-Fri. 24 hours Sat &
Sun. Clientele: mixed gay women and men. ",,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Quiche Me Lorraine,Restaurants, 3133 N. Clark,,Chicago,IL,,"Tel. 935-6711. Country French cafe. Open
Tues-Thurs, 11am-11pm, Fri & Sat till midnight, Sun 10am-10pm (closed Mon). ",,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Baton Show Lounge,Show bars,236 N Clark St,,Chicago,IL,,Tel. 644-5269,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Kitty's Korner,Bars,2959 West Irving Park Rd.,,Chicago,IL,,"Tel. 558-5552/493-9848. The
grandmother of the lesbian bars in Chicago. ",***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Chicago Women's Health Center,Health Center,"3435 North Sheffield Ave, ",,Chicago,IL,,"Tel. 935-6126.
Collectively run, with emphasis on health education. ",,Organizations,,,,,1985,,8/8/2024 8:42am
Augi 7 Ck's,Bars, 3726 N Broadway (New Town),,Chicago,IL,,Tel. 975-0449.,***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Opal Station,Bars,6655 N Clark St,,Chicago,IL,, Tel. 761-6685,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Gentry,Restaurants,712 N Rust St,,Chicago,IL,,Tel 664-1033. Opens 4pm daily. ,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Barbara's Bookstore,Bookstore,2907 North Broadway.,,Chicago,IL,,Tel. 477-0411,,bookstore,,,,,1985,,8/8/2024 8:42am
Closet,Bars,3325 N Broadway,,Chicago,IL,,Tel. 477-8533 ,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Swan Club,Bars,3720 North Clark St.,,Chicago,IL,,"Tel. 327-4884. Very, very highly recommended. ",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Fallen Angel,Restaurants,2636 N. Clark,,Chicago,IL,,Tel. 281-6060 ,,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Smart Bar,Bars,3730 North Clark St. ,,Chicago,IL,,Tel. 549-0203/549-4140. ,***,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Redoubt ,Restaurants,440 N. Halsted,,Chicago,IL,,Tel. 666-1969 ,,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Cafe Bellini,Restaurants,2913 N. Clark ,,Chicago,IL,,Tel. 528-1140 ,,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
New World Resource Center,Bookstore,1476 West Irving Park,,Chicago,IL,,"Tel. 348-3370. Alternative
bookstore with a wide selection of left-wing and anti-imperialist literature and
women's books and records, posters, buttons, bulletin board, mail order/coffee and
tea/special happenings. They support gay/lesbian rights. Open Tuesday, Wednesday,
Thursday 2pm-8pm. ",,bookstore,,,,,1985,,8/8/2024 8:42am
Uncle Tannous ,Restaurants, 2676 N. Halsted.,,Chicago,IL,,Tel. 929-1333,,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Crazy Mary'S,Restaurants,2914 N. Broadway. ,,Chicago,IL,,Tel. 525-1519,,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Irene's Diamonds,Bars,3169 N. Halsted.,,Chicago,IL,,"Tel. 883-9436. Open 10am Mon-Fri, 8am
Sat; 12 noon Sun. Clientele. Mixed gay women and men. ",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Howard Brown Memorial Clinic,Health Center,"2676 N Halsted, ",,Chicago,IL,,"Tel. 871 5777. Chicago
gay/lesbian med. clinic. ",,Organizations,,,,,1985,,8/8/2024 8:42am
Two Doors South,Restaurants,3220 N. Clark,,Chicago,IL,,Tel. 935-0133,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Harrison Hotel,Hotel,65 E. Harrison St,,Chicago,IL,,Tel. 427-8000,,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Fox Valley Gay Association ,Groups,po box 393,checked,Elgin,IL,,Tel. 931-1110,,Organizations,,,,,1985,,8/8/2024 8:42am
N. Shore Women'S Center,Women's Centers, 2214 Ridge,,Evanstown,IL,,Tel. 491-1103. Drop-in for lesbians. ,,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Platypus Bookshop,Bookstore,606 Dempster,,Evanstown,IL,,"Tel. 866-8040. lots of feminist and lesbian
literature, women's music, etc. Mail order service, they sell GAIA'S GUIDE.",,bookstore,,,,,1985,,8/8/2024 8:42am
Club Illusions ,Bars,1620 Plainfield. ,,Joliet,IL,,"Tel. 741 4474. 7pm-2am daily (3am Sats).
Disco/dancing. Predominantly women. ",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Maneuvers & Co,Bars, 118 E. Jefferson St,,Joliet,IL,,Tel. 727-7069,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Gay People's Alliance,Organization and Services,255 N. University Ave,,Normal,IL,,Tel. 828-9085.,*,Organizations,,,,,1985,,10/11/2024 8:53pm
Quench Room,Bars,631 W Main St. ,,Peoria ,IL,checked,Tel. 676 - 9536,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Club Peorian ,Bars,733 SW Adams St.,,Peoria ,IL,,Tel. 676-9030,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Bars,124 N 5th St. ,,Quincy,IL,,Tel. 224 - 2800,,Religious Group,,,,,1985,,8/8/2024 8:42am
Rene's Cabaret,Bars,124 N. 5th St.,,Quincy,IL,, Tel. 222-6292. Mixed gay women & men. ,**,"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 9:56pm
Tri-State Gay/Lesbian Community Center,Centers,124 N. 5th st,,Quincy,IL,,Tel. 224-2806,,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Lesbian Focus,Services,PO Box 788,checked,Springfield,IL,,Tel. 522-0301. Mixed gay women and men,,Organizations,,,,,1985,Amanda Regan,7/14/2025 7:30pm
The Works,Publications,303 North Senate Ave,,,IN,checked,; Tel. 635-1837. ,,Organizations,,,,,1985,,8/8/2024 8:42am
Dr. Marko's Saloon,Bars,2704 Pendleton ,,Anderson ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Bullwinkle's,Bars,201 South College ,,Bloomington ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Gay/Lesbian Switchboard,Switchboard,,checked,Bloomington ,IN,,Tel 336-4299,,,,,,,1985,Amanda Regan,7/14/2025 6:57pm
The Other Side II,Bars,4209 East Morgan Avenue ,,Evansville,IN,,,**,,,,,,1985,,10/11/2024 10:35pm
Swinging Door,Bars,2130 West Maryland ,,Evansville,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Up The Street,Bars,226 West Main Street ,,Fort Wayne ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
The Old Forge,Bars,243 Pearl Street ,,Fort Wayne ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Gay/Lesbian Organization,Group ,PO Box 12501 ,checked,Fort Wayne ,IN,,,*,,,,,,1985,,8/8/2024 8:42am
Depot Lounge,Bars,44 State Street ,,Hammond ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Shirleys Place,Bars,1431 Capital St. ,,Indianapolis  ,IN,,Tel. 632-9931. Male dancer nights. ,MGM**,,,,,,1985,,8/8/2024 8:42am
Lambda Center,Centers,3754 Illinois ,,Indianapolis  ,IN,,,***,,,,,,1985,,8/8/2024 8:42am
Dreams And Swords,Feminist Bookstore,828 East 64th St.,,Indianapolis  ,IN,,,,,,,,,1985,,8/8/2024 8:42am
Talbott Street,Bars,2145 North Talbott ,,Indianapolis  ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
The Ten,Bars,1218 N Pennsylvania St,,Indianapolis  ,IN,,"At 12th. Disco with shows and
pool tables. Open 6pm-3am. Highly recommended. Say 'hi from GAIA. ",****,,,,,,1985,,8/8/2024 8:42am
Tomorrow's,Bar/Restaurant,2301 North Meridian ,,Indianapolis  ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Gay Lesbian Switchboard,Services,31-43 East 38th Street ,,Indianapolis  ,IN,,,,,,,,,1985,,8/8/2024 8:42am
The Club,Bars,508 South Alabama St,,Indianapolis  ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Uptown Connection,Bars,822 N. Illinois St ,,Indianapolis  ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Legends,Bars,2147 North Talbott ,,Indianapolis  ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
National Organization for Women (NOW),N.O.W.,,checked,Indianapolis  ,IN,,'fel. 547-7988 ,,,,,,,1985,Amanda Regan,7/14/2025 7:05pm
Rumors,Bars,207 South Street,,Lafayette ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Carriage House,Bars,247 Kilgore Ave.,,Muncie,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Mark III,Bars,107 E. Main,,Muncie,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Coachmen Lounge,Bars,911 E. Main St. ,,Richmond ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Bourbon Street,Bars,3201 Western Ave,,South Bend ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Seahorse II Cabaret,Bars,1902 Western Ave ,,South Bend ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Gay Info Line,Switchboard,,checked,Terre Haute ,IN,,,,,,,,,1985,Amanda Regan,7/14/2025 7:27pm
R Place,Bars,684 Lafayette ,,Terre Haute ,IN,,,**,,,,,,1985,,8/8/2024 8:42am
Rosalea's Hotel,Hotel,121 West Main St,,Harper,KS,,,,,,,,,1985,Amanda Regan,7/16/2025 11:23am
View On The Hill,Bars,1633 Southwest Blvd,,Kansas City,KS,,Tel. 371-9370,**,,,,,,1985,Amanda Regan,7/16/2025 11:27am
Big Mama's,Bars,204 Orchard ,,Kansas City,KS,,Tel. 722-9864,****,,,,,,1985,Amanda Regan,7/16/2025 11:27am
Women's Resource Center,Centers,218 Strong Hall-KU,,Lawrence,KS,,"18 Strong Hall-KU, University of Kansas. Tel.
864-3552 ",****(*),,,,,,1985,,8/8/2024 8:42am
Spinsters Bookstore,Feminist Bookstore,1101 Massachusetts ,,Lawrence,KS,,"Tel. 843-9574. Mall to: P.O. Box
1306;66044. Womyn's and children's bookstore-women's studies, magazines
and posters, buttons, women's music, cards, bumperstlckers, T-shirts, local
crafts-+ speakers bureau/library/archives/meeting space/ecucatlonal
events and readings. MAIL ORDER SERVICE. They sell GAIA'S GUIDE, say'hl'
from GAIA. ",,,,,,,1985,,8/8/2024 8:42am
The Room Downstairs,Bars,701 Massachusetts Ave,,Lawrence,KS,,"Pleasant atmosphere and
recommended. ",**,,,,,,1985,,8/8/2024 8:42am
Lambda Club,Bars,624 Kansas Ave,,Topeka,KS,,Tel. 296-9089,**,,,,,,1985,,8/8/2024 8:42am
Gay Rap Line,Services,PO Box 1144,checked,Topeka,KS,,"Operates WedsfTh/Sun. 9pm•
midnight/Fri & Sat. 9pm-1am. ",,,,,,,1985,,8/8/2024 8:42am
Coffee House Rap Group,Group ,PO Box 1144,checked,Topeka,KS,,Operates Weds/Th/Sun. 9pm-midnight/Fri & Sat. 9pm-1am.,,,,,,,1985,,8/8/2024 8:42am
Bare Essentals ,Bars,501 Jackson St.,,Topeka,KS,,Tel. 232-2368,***,,,,,,1985,Amanda Regan,7/16/2025 11:39am
Metropolitan Community Church,Religious Groups,PO Box 114 ,checked,Topeka,KS,,Tel. 232-6196,,,,,,,1985,,8/8/2024 8:42am
Paradise,Bars,3046 East 31st St.,,Wichita ,KS,,Tel. 684-9833.,****,,,,,,1985,,8/8/2024 8:42am
Jack's Lounge,Bars,1507 East Pawnee,,Wichita ,KS,,Tel. 262-9327,**,,,,,,1985,,8/8/2024 8:42am
R&R's Brass Rail,Bars,2828 East 31st south,,Wichita ,KS,,Tel. 684-9009,**,,,,,,1985,,8/8/2024 8:42am
MCC Wichita,Religious Groups,1704 Santa Fe,,Wichita ,KS,,Tel. 267-1852,,,,,,,1985,,8/8/2024 8:42am
Our Fantasy,Bars,3201 South Hillside ,,Wichita ,KS,,,**,,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,,checked,,KY,checked,"Tel. 239-3788 or
968-2043. ",,,,,,,1985,,8/8/2024 8:42am
Dignity,Religious Groups,,checked,,KY,checked,,,,,,,,1985,,8/8/2024 8:42am
Gay/ Lesbian Hotline,Switchboard ,,checked,,KY,checked,6pm-1am daily. ,,,,,,,1985,,8/8/2024 8:42am
The Bar,Bars,224 East Main Street ,,Lexington,KY,,,***,,,,,,1985,,8/8/2024 8:42am
