title,type,statewide.address,address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,year
Everywoman,Organization and Service,,1314 King Street,,Honolulu,HI,Suite 754; 96814. Counseling clinic and resource center. $3.25 for a year's subscription to their publication. ,****,Organizations,,,,1979
M.C.C. ,Religious Groups,,186 Fort St Mall,,Honolulu,HI,"Hawaii. Office: 1186 Fort Street Mall, Room 211. Tel. (808) 537-9478, Switchboard- 10am-5pm. Worship Services: 7:30pm at 2500 Pali Hiway (Church). This is a very, very active M.C.C. group, with lesbian participation. There is a full range of activities and they are highly recommended. ",,,,,,1979
Dignity/Honolulu,Religious Groups,,PO Box 15825,checked,Honolulu,HI,c/o PO Box 15825; 96815. Tel. 537-9478.,,,,,,1979
Gay Center,Organization and Service,,2457 Kaneali Ave,,Honolulu,HI,,***,Organizations,,,,1979
Lorraine's Cocktail Lounge,Bars,,110 N Hotel St,,Honolulu,HI,"Tel. 538-9477. ""Lorraine's is a gay club with 75% gay men, plus women and a few straights."" Pool table, entertainment. Open: noon-2am.",**,"Bars, Clubs, Coffeehouses",,,,1979
Tahiti Bar,Bars,,111 Nuuana Ave,,Honolulu,HI,"96817. Tel. 538-9748. ""Some straights, but OK."" Open: 10am-2am.",**,"Bars, Clubs, Coffeehouses",,,,1979
The Tomato,Bars,,240 McCully ,,Honolulu,HI,(at Ala Wai 1/2 block south of Kalakaua). Tel. 955-5688. Dancing. Open: 4pm-4am. Friday nites are best for women. ,**,"Bars, Clubs, Coffeehouses",,,,1979
The Blowhole,Bars,,124 Kapahulu,,Waikiki,HI,(across from Kapioland Park),**(MGM),"Bars, Clubs, Coffeehouses",,,,1979
Cocktail Center,Bars,,435 Atkinson,,Waikiki,HI,"Pool table, but no dancing. A real old-timer.",***,"Bars, Clubs, Coffeehouses",,,,1979
Hula's Bar & Lei Stand,Bars,,2103 Kuhio Ave,,Waikiki,HI,"Tel. 923-0669. Across from Kuhio Theater. ""A banyan tree outside and disco dancing inside."" best after 11pm. Highly recommended.",**,"Bars, Clubs, Coffeehouses",,,,1979
The Tomato,Bars,,240 McCully,,Waikiki,HI,"(at Ala Wai, 1/2 block south of Kalakaua). Tel. 955-5688. Open: 4pm-4am. ""During weekends at least 50% gay women, especially Friday nites. Free hot appetizers until 10pm. No shorts allowed."" Dancing and pin ball games. Very highly recommended by Gaia. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Waikiki Drug Clinic,Drug Clinic,,319 Paoakalani,,Waikiki,HI,Tel. 922-4787. Hotline: 922-1313. VD screening/gay counseling/medical advice. Friday is gay night: 7:30pm to 10:30pm.,,,,,,1979
House of Music,Music Store,,,checked,Waikiki,HI,Ala Moana Center. Has Olivia records and other women's music. ,,,,,,1979
Yours 'n' Mine,Restaurants,,1700 Ala Moaua,,Waikiki,HI,(upstairs). Piano bar.,*,Restaurant,,,,1979
The Glades,Showbars,,152 N Hotel St,,Waikiki,HI,"(downtown). ""A bar and tables. Gives an honest drink and a good show.""",**,"Bars, Clubs, Coffeehouses",,,,1979
Stardust,Bars,,1203 Grand Ave,,Des Moines,IA,,****,"Bars, Clubs, Coffeehouses",,,,1979
Aragon Tap Room,Bars,,322 2nd Ave,,Cedar Rapids,IA,Tel. 364-9127.,**,"Bars, Clubs, Coffeehouses",,,,1979
Midnite Sun,Bars,,525 H St,,Cedar Rapids,IA,"S.W., Tel. 365-9044. Open: 3pm-2am. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Side Track,Bars,,169 4th St,,Cedar Rapids,IA,S.E. Tel. (319) 363-0393. Mostly gay men... but recommended because it's gay-owned and quite OK for women. Open: 5.30pm-2am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
City Disco Park,Showbars,,545 6th Ave,,Des Moines,IA,50309. (See listing under 'Bars').,**(**),"Bars, Clubs, Coffeehouses",,,,1979
City Disco Park,Bars,,545 6th Ave,,Des Moines,IA,"50309. Tel. 243-9953 (bar); 280-1155 (office). Open Monday to Sunday. Mon-Sat: 5-7.30pm- cocktail hour, reduced prices on drinks; 8-2am regular disco hour, reduced prices on drinks; 8-2am regular disco hours; Sunday: 6-10pm regular disco hours and prices. ""Lively, exciting disco/D.J. every nights. Excellent and up-to-date music selections. City Showcase Company (female impersonation/ male impersonation- fun) performs Thursdays thru Sundays. Lights, fog and special effects shows all night every night. Fun, beautiful, courteous, friendly crowd. Ladies' night on Thursdays in our Shelter House Bar (part of City Disco, Inc.) located on the premises. Pool table, pin ball and other games. City Disco park celebrates 14 annual events yearly. Aside from the usual holidays, we have Miss Des Moines, Miss City Sweetheart, Gay Miss Iowa Pageants, Spring Festival, Winter Carnival, City Celebrity Awards."" WE WELCOME THE LADIES!!"" Very highly recommended by Gaia. ",**(**),"Bars, Clubs, Coffeehouses",,,,1979
Bachelor's Library,Bars,,919 Walnut,,Des Moines,IA,Tel. 243-3068. Open: 10am-6pm.,**,"Bars, Clubs, Coffeehouses",,,,1979
Blue Goose,Bars,,208 3rd St,,Des Moines,IA,"(The B.G. Lounge), 208-3rd Street. Tel. 243-9743.",**,"Bars, Clubs, Coffeehouses",,,,1979
Lesbian Alliance c/o Women's Resource & Action Center,Group,,130 N Madison,,Iowa City,IA,"52240. Tel. (319) 353-6265. They have every facility and activity you could possibly think of - including sports and a very wide range of social activities. ""L.A. helps to support/facilitate social, cultural, political activities for lesbians. Includes dances, poetry, workshops, concerts, speakers bureau. Provides contact people.""",*****,Organizations,,,,1979
A Mind of Your Own,Bookstores,,1171 25th St,,Des Moines,IA,"50311. Tel. (515) 277-9091. Feminist literature, non-sexist children's books, posters, records- and they sell Gaia's Guide. ",,,,,,1979
Boulevard Room,Bars,,325 Market,,Iowa City,IA,Unlisted phone. Open: 3pm-2am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Grace and Rubie's ,Feminist Social Club & Restaurant,,209 N Linn,,Iowa City,IA,"52240. Tel. (319) 351-9550. Open: Mon-Fri. 11am-midnight. Natural food. Private membership. ""A private club for women, owned and run by women""... but is it still going???",****(?),Organizations,,,,1979
Plains Woman Bookstore,Bookstores,,529 S. Gilbert,,Iowa City,IA,"52240. Tel. (319) 338-9842. Specializes in feminist books and music. Also carries t-shirts, pins, posters, etc. Has mail order service. Periodically holds workshops, poetry readings, etc. Open: Mon-Fri. noon-6pm; Sat. noon 5pm. ""We like visitors."" Gaia's Guide on sale. ",,,,,,1979
Inn Touch,Bars,,1445 Sycamore,,Waterloo,IA,Tel. 234-9696. Weekend disco. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Shuckey's ,Bars,,233 S 10th St,,Boise,ID,"Tel. (208)342-9558. ""Right now it's mostly gay men but there's always very good vibes for gay women."" The owners want more gay women in and they also believe that 'gay is good'. ",**,"Bars, Clubs, Coffeehouses",,,,1979
The Moscow Hotel Bar,Bars,,,checked,Boise,ID,on Main Street,*,"Bars, Clubs, Coffeehouses",,,,1979
B.S.U. Women's Alliance,Group,,1910 University Dr,,Boise,ID,"Boise State University, Student Union Building, 1910 University Drive; 83725. Tel. (208) 342-2869/1978. A feminist student group with very strong lesbian representation. ",**,Organizations,,,,1979
Bernie's ,Bars,,100 S Main,,Boise,ID,,*,"Bars, Clubs, Coffeehouses",,,,1979
The Spectrum,Bars,,7 S Stolp,,Aurora,IL,Tel. 897-2180. Open: 9pm-1am except Monday's.,*,"Bars, Clubs, Coffeehouses",,,,1979
G.C. News/Journal,Newspaper,checked,PO Box 785,checked,Chicago,IL,60690. Sample copy $1.50; in Metro Chicago $1.00. For current and detailed information about the bar scene in Illinois. ,,,,,,1979
Our Way,Bars,,706 State Line Ave,,Calumet City,IL,Tel. 862-9706. Open: 7pm-4am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
The Pour House,Bars,,103 155th St,,Calumet City,IL,(or Place?. Tel. 891-9476. Open: 7pm-4am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
The Patch,Bars,,201 155th St,,Calumet City,IL,Tel. 891-9854. Open: noon-2am. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Mr. B's Club,Bars,,606 State Line Ave,,Calumet City,IL,"60409. Tel. (312) 862-1221. Open: Sun-Tues from 2pm; Wed Sat from 7pm. Some straights. ""Beer and all mixed drinks available. Up-to-date jukebox. Our customers can have good conversations and not be shouted over by the jukebox."" Dancing and pin ball. ",**(MGM),"Bars, Clubs, Coffeehouses",,,,1979
Bank Vault Lounge,Bars,,200 State St,,Calumet City,IL,Tel. 891-9471. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Carbondale Women's Center,Centers,,408 W Freeman,,Carbondale,IL,Tel. (618) 457-0347. Has a library.,****,Organizations,,,,1979
Giavanni's Place,Bars,,521 N Hickory,,Champaign,IL,Tel. (217) 359-9718. Disco. Open: 5pm-1am. Recommended.,***,"Bars, Clubs, Coffeehouses",,,,1979
Washington Street Underground,Bars,,109 N Washington St,,Carbondale,IL,"62901. Open: 1pm-2am, 7 days a week. ""A combination of a social as well as a partying atmosphere. We have a dance floor, a bar, seating, and  3 pool tables, many in ball machines, On Sunday nites, its disco with a D.J. It has a pleasant as well as lively atmosphere."" Highly recommended.",***,"Bars, Clubs, Coffeehouses",,,,1979
Gay Life,Publications,,205 W Wacker,,Chicago,IL,"Suite 1306; 60606. tel. (312) 236-7575. ""We are a weekly newspaper serving the gay and lesbian community of Chicago. The first edition of each month is our Midwest Edition and is distributed throughout the Midwest. Whilst distributed free, subs, are available 2nd class (controlled circulation): $16.00 per year; $10.00 per 1/2 year- delivered in ""no-peak"" brown envelope."" Bar guide has a section called ""Women's Bars"".",,,,,,1979
Women's News- For a Change,Publications,,845 W Wolfram,,Chicago,IL,60657. Free monthly paper for all women in Chicago. News and information for Chicago women. Highly recommended. ,,,,,,1979
Gay Chicago,Publications,,1252 W Addison St,,Chicago,IL,60613. Tel. (312) 929-9833/2767. Quarterly: $1.50. 13 issues: $12.00 1st class; $8.00 2nd class. Local guide. Male-oriented but listings do indicate the women's bars and bars where women are welcome. Very handy indeed if you're living or are new to the area. Also publish Gay Ohio and gay Detroit. ,,,,,,1979
All Together,Publications,,205 W Wacker Dr,,Chicago,IL,"Suite 1416, 205 W. Wacker Drive, 60606. Gay news, local news, lesbian news. This big publication is free to ""All Together"" members- non-discriminatory insurance group. ",,,,,,1979
Woman's Press,Publications,,PO Box 59330,checked,Chicago,IL,60645. Tel. (312) 878-1533.,,,,,,1979
Illinois Women's Agenda,Publications,,53 W Jackson,,Chicago,IL,"from: Midwest Women's Center, 53 W Jackson, Room 623; 60604. Tel. (312) 922-8530. Monthly newsletter. 10 issues per year: $6.00. Covers services and programs of Illinois Women's organizations and calendar of state-wide events. They also publish The Illinois Women's Directory ($4.00) which is lists programs and activities of women's organizations and will include Illinois, Northwest Indiana, Quad City and East St. Louis. ",,,,,,1979
Blazing Star,Organization and Service,,PO Box 7892,checked,Chicago,IL,Tel. 342-2398. Their publ: 'Blazing Star' (lesbian). ,**,Organizations,,,,1979
Women's Switchboard,Organization and Service,,53 W Jackson St,,Chicago,IL,"Tel. (312) 663-4163. ""We provide comprehensive bi-lingual referral and assistance 46 hours/week r visit our clearinghouse for the same service: Midwest Women's Center, 53 West Jackson Street, Room 623.""",,,,,,1979
Rogers Park Gay Center,Organization and Service,,7109 N Glenwood. ,,Chicago,IL,Tel. (312) 262-0537/0587.,***(**),Organizations,,,,1979
Midwest Women's Center,Organization and Service,,53 W Jackson St,,Chicago,IL,"60604. Tel. (312) 922-8530. ""A not-for-profit educational institution created to respond to the concerns of Midwest area women."" Their publs: 'Illinois Women's Agenda' and ""The Illinois Women's Directory' (see 'Publications' for further details). ",****,Organizations,,,,1979
Blue Gargoyle,Coffeehouses,,5655 S University,,Chicago,IL,"coffeeshop at Jane Addams Bookstore, 5/6 S Wabash, Room 1508; 60603. Tel. (312) 782-0708. Coffee, herb tea, cider, whoewheat pastries. ""Women and children first!"". Open: Mon-Fri. 10am-5pm; Sat. 10am-4pm. Recommended. (see also 'Bookstore' listing). ",****,"Bars, Clubs, Coffeehouses",,,,1979
Gay News and Events,Organization and Service,,,checked,Chicago,IL,Tel: 236-0909.,,,,,,1979
Mountain Moving Coffeehouse,Coffeehouses,,1655 W School St,,Chicago,IL,"Open: Sat 7:30pm-11:00pm. ""A non-alcoholic wimmen-only space. Woman talent featured.""",(****),"Bars, Clubs, Coffeehouses",,,,1979
Augie's,Bars,,3137 N Halstead,,Chicago,IL,Tel. 929-0929. ,***,"Bars, Clubs, Coffeehouses",,,,1979
C.K.'s Lounge,Bars,,1425 W Diversey,,Chicago,IL,"60614. Tel. 871-2120. Open: Wed-Mon 7pm-4am/5am on Sat; closed Tues. 1/2-price drinks on Wed. nites. Thurs. nites 2 for 1 drinks. Membership cards presented to bartenders means 1 free drink any/all nites. ""We make the best 1/2 lb hamburgers in the City.""Dancing, occasional entertainment, pool table, pin ball, baseball and basketball teams. very highly recommended.",****,"Bars, Clubs, Coffeehouses",,,,1979
Marilyn,Bars,,432 N Clark,,Chicago,IL,"Tel. 337-8421. Open: Wed-Sun. 8:30pm-4am. ""Chicago's elegant disco for women. You are invited to enjoy, explore, be yourself.""",****,"Bars, Clubs, Coffeehouses",,,,1979
Lost and Found,Bars,,2959 W Irving Park Rd,,Chicago,IL,Tel. 588-9466,****,"Bars, Clubs, Coffeehouses",,,,1979
His 'n' Hers,Bars,,944 W Addison,,Chicago,IL,Tel. 935-1210.,****,"Bars, Clubs, Coffeehouses",,,,1979
Big Red's ,Bars,,642 W Diversey Parkway,,Chicago,IL,Tel. 525-1200. Open: 10am-2am. ,***,"Bars, Clubs, Coffeehouses",,,,1979
The Bushes,Bars,,3320 N Halstead,,Chicago,IL,Tel. 528-6088. Open: Sat & Sun 2pm-2am; weekdays 4pm-2am. Cocktail hour prices until 7:30pm daily. Women's nites.,**(**),"Bars, Clubs, Coffeehouses",,,,1979
Petunia's,Bars,,2559 N Southport,,Chicago,IL,Tel. 477-1336. Recommended. Feminist crowd. ,****,"Bars, Clubs, Coffeehouses",,,,1979
Baton Rouge Lounge,Showbars,,463 N Clark St,,Chicago,IL,Tel. 644-5269. Open: 8pm-4am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
The Courtyard Inn,Restaurants,,1531 N. Wells St,,Chicago,IL,"60610. Tel. 664-7387. Under same ownership as ""The Fireplace Inn"". Open: Mon-Fri (lunch): 11:30am-4:00pm; Sunday (brunch): 11.00am-3.00pm; Sun-Fri (dinner): 3:00pm-1.15am; Sat: 5.00pm-2.15am. ""Warm, cozy atmosphere. We specialize in B.B.Q. baby back ribs, but also have a full range of prime steaks, fish, chicken and sandwiches. Reasonably priced and we accept all major credit cards.""",*,Restaurant,,,,1979
The Knight Out,Bars,,2936 N Clark St,,Chicago,IL,"60657. Tel. 525-8150. open: Mon-Fri 9am-2am; Sat. 9am-3am; Sun. noon-2am. Dancing, pin ball, plus many benefits for the gay people, owned and operated by gays, Included on the premises is the only non-erotic gay bookstore in Chicago, for both sexes; also, a full service jewelry counter, selling many gay symbols and custom work wedding bands, etc., etc.""",**,"Bars, Clubs, Coffeehouses",,,,1979
Center Stage,Showbars,,3730 N Clark St,,Chicago,IL,"Tel. 935-2900. 'Chicago's gay entertainment complex.""",**,"Bars, Clubs, Coffeehouses",,,,1979
Lindo Mexico,Restaurants,,2607 N Milwaukee,,Chicago,IL,Tel. 227-7252. ,*,Restaurant,,,,1979
Riversedge,Restaurants,,325 N Wells,,Chicago,IL,(across from Merchandise Mart). Tel. 467-1772. Gay-owned.,*,Restaurant,,,,1979
Rita's,Restaurants,,535 W Diversey Parkway,,Chicago,IL,Tel. 528-4245.,*,Restaurant,,,,1979
The Fireplace Inn,Restaurants,,1448 N. Wells St,,Chicago,IL,"60610. Tel. 664-5264. Under same ownership and locale (almost) as ""The Courtyard Inn"". Has same menu too. Open: Mon-Sat (dinner) 5pm-midnight; Sun 3pm-midnight. Reasonably priced and all major credit cards accepted. ",*,Restaurant,,,,1979
Walk Our Dog,Restaurants,,1434 W Belmont,,Chicago,IL,Tel. 281-3303. Open from 11am. Fast food (London needs it!!!).,,,,,,1979
Abbot Hotel,Hotel,,721 W Belmont Ave,,Chicago,IL,Tel. Bi8 2701. Ok for gay women.,,,,,,1979
Random House,Restaurants,,2600 N Clark,,Chicago,IL,Tel. 871-2600.,*,Restaurant,,,,1979
The Oak Tree,Restaurants,,25 Oak St,,Chicago,IL,Tel. 751-1986. ,*,Restaurant,,,,1979
Jane Addams Bookstore ,Bookstores,,5/6 S Wabash ,checked,Chicago,IL,"(and Coffeeshop), 5/6 South Wabash, Room 1508; 60603. (downtown Chicago.) Tel. (312) 782-0708. ""Women and Children First! We sell Gaia's Guide, women's and lesbian titles, children's books, rare women's books, free search service for out-of-print books. Posters, and records by woman artists. Coffee, herb tea, cider, wholewheat pastries from the coffeeshop. ""Open: Mon-Fri. 10am-5pm; Sat. 10am-4pm. Recommended.",,,,,,1979
Horizons,Bookstores,,517 S Goodwin,,Chicago,IL,"Tel. (217) 328-2988. ""has a good women's selection; reading room and serves tea and coffee.""",,,,,,1979
a bookstore in a gay bar,Bookstores,,2936 N Clark St,,Chicago,IL,"Source, at the Knight Out Bar, 2936 N Clark St; 60657. Tel. 525-8150. ""A gay bookstore/boutique within the ""Knight Out', selling books etc. for gay women and men, also Gaia's Guide.""",,,,,,1979
New World Resource Center,Bookstores,,1476 W Irving Park,,Chicago,IL,Tel. (312) 348-3360. Large feminist selection. Anti-imperialist focus. ,,,,,,1979
Barbara's Bookstore,Bookstores,,1434 N Wells ,,Chicago,IL,and also at 2907 N Broadway. Has a special women's section. 3 branches.,,,,,,1979
A Mind of Your Own,Bookstores,,1171 25th St,,Chicago,IL,"50311. Tel. (515) 277-9091. Feminist literature, non-sexist children's literature, posters, records. And they sell Gaia's Guide. ",,,,,,1979
Free Spirits,Travel Agency,,188 W Randolph,,Chicago,IL,"Suite 1502; 60601. Tel. (312) 726-2221. ""We're a Chicago-based club that circles the world. Services include many fully escorted gay tours."" Group and individual travel. ",,,,,,1979
Business and Vacation Travel Service,Travel Agency,,55 E Washington,,Chicago,IL,"60602. Tel. (312) 782-0532. ""Tours, cruises, air tickets, charter flights, gay-owned and operated for 15 years."" Recommended. ",,,,,,1979
Sojourner Bookstore,Bookstores,,203 E Lucas,,Dekalb,IL,"Tel. (815) 758-8178. Collectively-owned women's bookstore. Large selection of feminist and non-sexist children's books (over 5,000 titles). Search and special order service. Women's arts and crafts gallery. Information center. ",,,,,,1979
Marie's Golden Cue,Pool Hall,,,checked,Chicago,IL,"get address locally. ""A pool hall open to women only.""",,,,,,1979
Helen Schrader's ,Bars,,204 N 5th St,,East St. Louis,IL,(off Missouri Ave). Open: 9.30pm-5.30am.,***,"Bars, Clubs, Coffeehouses",,,,1979
Ernie's Catch One,Bars,,512 Missouri Av,,East St. Louis,IL,(formerly Red Bull). ,***,"Bars, Clubs, Coffeehouses",,,,1979
Hideaway II,Bars,,7301 W Roosevelt Rd,,Forest Park,IL,"Tel. 771-9600. Open: 8pm-2am. ""Paino bar plus, plus, plus.""",**,"Bars, Clubs, Coffeehouses",,,,1979
Faces,Bars,,130 Collinsville Ave,,East St. Louis,IL,Super disco.,**,"Bars, Clubs, Coffeehouses",,,,1979
My Way,Bars,,201 S Fulton Ave,,Evansville,IL,Tel. 464-9415. Open: 8pm-3am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Whole Earth Center,Bookstores,,530 Dempster,,Evanston,IL,"60202. Tel. (312) 491-9555. ""We are a retail bookstore with a significant feminist collection. We sell Gaia's Guide.""",,,,,,1979
Barbara's Bookstore,Bookstores,,121 N Marion ,,Oak Park,IL,Has a special women's section. ,,,,,,1979
Nutbush City Limits,Bars,,301 N Harlem Ave,,Forest Park,IL,Tel. 366-5117. Open: noon-2am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Continental Club,Bars,,118 E Jefferson,,Joliet,IL,Tel. 723-3584. Open: 11am-2am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Reflections,Bars,,217 Ruby St,,Joliet,IL,,**,"Bars, Clubs, Coffeehouses",,,,1979
Womaspace Center,Centers,,5350 Springbrook Rd,,Rockford,IL,Tel. (815) 877-0118. Center and bookstore. ,****,Center,,,,1979
Quench Room,Bars,,631 W Main St,,Peoria,IL,Tel. (309) 674-5623 or 676-9141. Open: 1pm-1am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
The Main Drag,Bars,,802 Main St,,Quincy,IL,"""Mostly gay men, but OK."" Use the rear entrance- the sign on Main Street says gymnastic club. the local M.C.C. is in the same building. ",**,"Bars, Clubs, Coffeehouses",,,,1979
