title,type,address,statewide.address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,year
Casa Lido,Bars,120 S Warren,,,Trenton,NJ,Tel. (609) 394-8158. Bar/Restaurant/Disco. Open: 11pm-2am. has a quiet balcony bar. ,**,"Bars, Clubs, Coffeehouses",,,,1991
MGM The Connection,Bars,120 S. Floyd/at Market,,,Louisville,KY,at Market; Tel. 585-5752.Great dance floor. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Metropolitan Community Church of the Sierras,Religious Groups,120 Thomas St,,,Reno,NV,Tel. 348-7377. ,,,,,,1991
Bentley's Downtown,Cafes,121 E Congress,,,Tucson,AZ,"(same location as the Bookery). A little more 'up-market' (as we here in England, would say...) than the University location, Same menu, but table service.",,,,,,1991
The Bookery,Alternative / Feminist Bookstores,121 E Congress,,,Tucson,AZ,85701. ,,,,,,1991
Persad Center,"Counseling and Health, Etc. ",121 South Highland Ave,,,Pittsburgh,PA,"817 Highland Building, 121 South Highland Ave, 15206; Tel. 441-0857. ""The Tri-States' OLDEST COUNSELING CENTER serving the lesbian and gay community."" ",,,,,,1991
In Touch Travel ,Travel Agency,121 SW Morrison St,,,Portland,OR,Tel. 224-3580. ,,,,,,1991
Bedrock,Bars,121 Woodfield Rd,,,New York City,NY,"West Hempstead; Tel. (516) 486-9516. Full-time LESBIAN bar. Open: Wednesday-Sunday, 9pm-4am, (Thursday nights seem to be the latest craze for dancing). Pool tables, disco. RECOMMENDED. ",****,"Bars, Clubs, Coffeehouses",,,,1991
"Gay Hotline, Inc, ",Information Services,122 S Dale Mabry,,,Tampa,FL,"Tel.(813) 229-8839/Information & referral services. Operational: 7pm-11pm nightly, Monday-Sunday. The only exception is the night of the annual fund-raiser which is usually the fourth Saturday in June. For more information, please contact the Hotline. Write: 122 South Dale Mabry, (suite 608), Tampa, 33629. ",,,,,,1991
"Gay Hotline, Inc. ",Information Services,122 S Dale Mabry,,,Tampa,FL,"Tel. (813) 229-8839. Information and referral services operational 7pm-11pm nightly, Monday-Sunday. The only exception is the night of the annual fund-raiser which is usually the fourth Saturday in June. For more information, please contact the Hotline. Write: 122 South Dale Manbry, (Suite 606) Tampa, 33629. ",,,,,,1991
Tampa Bay Business Guild,Radio,122 S Dale Mabry,,,Tampa,FL,"(suite 656), 33629; Tel. 237-3751. ",,,,,,1991
Cresent Moon,Women's Coffeehouse Nights,122 State St,,,Madison,WI,"first and third Friday of each month at: State Street Center, 122 State Street/2nd floor. See: 'Hag Rag' for current schedule. ",,,,,,1991
Cafe 123,Cafe,123 Clematis St,,,West Palm Beach,FL,"(Formerly Cafe Monterey), Tel. (407) 835-9090. Dinner served Tuesday-Saturday, 5:30-10:30pm. 'Start your evening off right at 123'. ",,,,,,1991
The Lesbian & Gay Apple Corps,Music & Visual Art,123 W 44th St,,,New York City,NY,"""Get your instrument out of the closet and come play with us. Symphonic, Marching, Jazz, Dixieland, Rock, Flute Ensembles & Woodwinds. 123 West 44th Street (Suite 12 L), NY, NY 10036; Tel. (212) 869-2922. ",,,,,,1991
M & M,Bars,124 N Water St,,,Milwaukee,WI,(at Erie); Tel. 347-1962. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Glass Menagerie,Bars,124 N Water St,,,Milwaukee,WI,Tel. 347-1962. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Elizabeth Blackwell Health Center For Women,"Health Centers/Counseling and Therapy, Etc.",124 Walnut St,,,Philadelphia,PA,Tel. 923-7577. ,,,,,,1991
New York City Department Of Health,Health Care,125 Worth St,,,New York City,NY,"Office of Gay and Lesbian Health Concerns, 125 Worth Street, box 67, N.Y.C., 10013. ",,,,,,1991
Hatfield's ,Bars,126-10 Queens Blvd,,,New York City,NY,"corner 83rd Ave- Kew Gardens; Tel. (718) 261-8484. Tuesdays: Women's Night- floor shows, etc. 'THE entertainment showplace of Queens'. ",**(**),"Bars, Clubs, Coffeehouses",,,,1991
Monument House,Hotels/Guest Houses/Motels,129 Bradford St,,,Provincetown,MA,Tel. 487-9664. Exclusively for women Charming & cozy rooms. Continental Breakfast. Quiet & reclusive location. Off season & weekend rates. ,,,,,,1991
The Cafe,Restaurants,129 Spring St,,,Portland,ME,Tel. 772-1374.,,,,,,1991
The Office,Bars,130 Franklin St,checked,,Chatanooga,TN,Tel. 645-1157. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Women's Resource & Action Center (WRAC),Centers,130 N Madison St,,,Iowa City,IA,"52242 (near Market); Tel. 335-6265. Switchboard hours: 9am-5pm Monday, Wednesday, Friday/Tuesday & Thursday, 9am-9pm. Their premises are an entire house and their activities include social meetings, political work/health care and outreach. Sojourner library/advocacy/Lesbian Alliance Office. ",****(*),Centers,,,,1991
Nashville Metropolitan Community Church,Religious Groups,131 15th Ave,,,Nashville,TN,North; Tel. 320-0288. ,,,,,,1991
Metropolitan Community Church,Religious Groups,131 Cambridge St,,,Boston,MA,Tel. (617) 437-0420. Services Sunday at 7pm. ,,,,,,1991
Obsessions,Bars & Bar/Restaurants,132 Portland St,,,Boston,MA,"Tel. (617) 523-4725. Mixed- BUT- unlike most, this one has MORE women (so far, so good). Frequent Women's entertainment. Three floors: Two floors for DANCING & One floor has videos & a pool table. Perhaps bets of all, OBSESSIONS hosts the only Sunday TEA-DANCE for women, in Boston. (Which somehow gives 'the Boston tea party' a whole new meaning...). Open: 7 nights weekly from 4pm-2am. ",***,Bar / Restaurants,,,,1991
The Five Star,Bars,132 W St,,,Reno,NV,Tel. 329-2878. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Lakevue,Guest Houses,133 Silver Lake Dr,,,Rehoboth Beach,DE,"19971. Year 'round women-owned guest house. All rooms w/private bath, continental breakfast. A/C/ off street parking. Two 2-bedroom apartments also available. Walking distance to beach, boardwalk, & town. Opened April '89. Check local phone directory for listing. Say 'hi' from GAIA. ",,,,,,1991
Golden Arrow,Bars,134 E Pittsburgh St,,,Greensburg,PA,Tel. 834-9757. ,**(MGM),"Bars, Clubs, Coffeehouses",,,,1991
Modern Times Cafe,Restaurants,134 Hampshire St,,,Cambridge,MA,"02139; Tel. 354-8371. Lunch and dinner Tuesday-Sunday, brunch Saturday & Sunday from 9:30am. Carefully prepared natural foods include vegetarian, meat and fish dishes. Wine & beer/Friday night musical evenings/outdoor patio. ",**,Restaurants,,,,1991
The Common Ground,Bars,134 W State St,,,Ithaca,NY,Tel. 273-1505. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Paradise Bar & Restaurant ,Restaurants/Cafe,135 12th St,,,Oakland,CA,/at Madison; Tel. 834-1222. ,,,,,,1991
DK's,Bars,135 E National Ave,,,Milwaukee,WI,Tel. 643-9758. ,****,"Bars, Clubs, Coffeehouses",,,,1991
Pearl's ,Bar/Restaurant,135 Pearl St,,,Burlington,VT,Tel. 863-2343. ,*(***),"Bars, Clubs, Coffeehouses",,,,1991
Rendevous Lounge,Bars,137-139 S New York Ave,,,Atlantic City,NJ,06401; Tel. (609) 347-8539. ,**,"Bars, Clubs, Coffeehouses",,,,1991
"Judith Lippa, MSW",Counseling and Therapy,142 High St,,,Portland,ME,"Suite 423, 142 high Street, 04101; Tel. 773-1235. ",,,,,,1991
Wild Iris Bookstore,Feminist Bookstore,143 A Harvard Ave,,,Claremont,CA,"Books By and About Women, Claremont 91711; Tel. (714) 626-8283. Excellent selection of feminist and lesbian books, + spirituality, recovery, native American, Black, Latina, science fiction & fantasy, mystery. Women's music & videos. Non-sexist children's books. Women's art and unique gifts. Author signings & a bulletin board for events. We carry GAIA'S GUIDE. Say 'hi' from GAIA. Hours; Tuesday-Saturday, 10am-5:30pm. ",,,,,,1991
The Women's Learning Resource Center,Women's Center,144 Harvard SE,,,Albuquerque,NM,87106; Tel. 268-2116. Classes/library/coffeehouse/women's forum LOTS of lesbian energy. ,****(*),Centers,,,,1991
Women's Services Center,Centers,146 First St,,,Pittsfield,MA,Tel. 499-2425. ,,,,,,1991
MGM Radio City,Bars,147 S State,,,Salt Lake City,UT,Tel. 532-9327. ,**,"Bars, Clubs, Coffeehouses",,,,1991
All The Queen's Women,Lesbian Discussion Group,147-54 Ash Ave,,,New York City,NY,"they meet every 2nd Friday of the month at UU Church of Flushing, 147-54 Ash Avenue; Tel. (718) 445-0330. ",,,,,,1991
Newport Tavern,Bars,149 Brown St,,,Philadelphia,PA,"Tel. 627-9152. Wednesday-Thursday, 5pm-midnight/Fridays, 9pm-2am/Saturdays, 9pm-2am/Sundays, 4pm-midnight. ",****,"Bars, Clubs, Coffeehouses",,,,1991
T&L's,Bars,150 E 21st St,,,Indianapolis,IN,"-at 21 Club, Tel. 927-9000. Show bar, women's entertainment lounge. ",**(**),"Bars, Clubs, Coffeehouses",,,,1991
Metropolitan Community Church,Religious Groups,150 Eureka St,,,San Francisco,CA,Tel. 863-4434. Phone them up for new times and days of their services. ,,,,,,1991
Billie Hinnefeld,Attorneys,155 E Market,,,Indianapolis,IN,(room 620); Tel. 631-0172. ,,,,,,1991
(Downtown) Claire,Bar/Restaurant,156 7th Ave,,,New York City,NY,Tel. 255-1955. ,,,,,,1991
Outweek,Publications,159 W 25th St,checked,,New York City,NY,"Tel. (212) 337-1200. 10001. New York's great gay glossy magazine featuring: NEWS/SEXUAL POLITICS/HEALTH/THE ARTS/TRAVEL/CLASSIFIEDS/BAR GUIDE/COMMUNITY DIRECTORY & much more. Pick up a copy at most places listed in GAIA. you'll be amused, entertained & far better inormed. ",,,,,,1991
Plums Bed & Breakfast,Hotels/Guest Houses/Motels,160 Bradford St,,,Provincetown,MA,"is a woman owned 1860 Whaling Captain's House with Victorian decor, antiques, charm and comfort. It's like stepping back in time. All rooms with private bath/parking/full breakfast. Cozy cottages and apartments available. 160 Bradford Street; Tel. 487-2283. WOMEN ONLY. ",,,,,,1991
Qui Travel,Travel Agents,165 W 74th St,,,New York City,NY,"Tel. 567-6711. WOMAN-OWNED travel agency with a top flight reputation for service. Very helpful, say 'hi' from GAIA. ",,,,,,1991
Satori,Restaurants,166 Harvard Ave,,,Allston,MA,Tel. 254-9786. Things change fast in our world- phone up before starting out. ,,,,,,1991
Flounder Inn,Guest Houses,166 Ocean Blvd,,,Holden,NC,"West, 28462; Tel. 842-4789. ",,,,,,1991
Mosaic Books,Alternative / Feminist Bookstores,167 Ave B 10th St,,,New York City,NY,"10009; Tel. 475-8623. Open: Tuesday-Sunday, 2-10pm. Readings & lectures often happen here. Ring or drop in to get info on upcoming events and when you do, say 'hi' to Cathy from GAIA. ",,,,,,1991
Club Edleweiss,Bars,167 W 29th ,,,New York City,NY,Tel. 868-6989. Note: Tuesdays- Women only. ,**(**),"Bars, Clubs, Coffeehouses",,,,1991
Emma... Women's Resource and Cultural Center,Feminist Bookstore,168 Elmwood,,,Buffalo,NY,"Tel. 885-2285. Women's books, jewelry, records, posters and cards +3rd world items and lending library. Bulletin board, reading tables, coffee and tea are served. Limited mail order service. Closed Sundays. Open: Monday-Friday, 2-6pm & Saturday, 12-5pm. They carry COMMON GROUND & other publications, for further local information and a huge selection of feminist & lesbian periodicals. ",,,,,,1991
The Pub ,Bars,168 York St,,,New Haven,CT,(near ChapelStreet); Tel. 789-8612. Bar/Restaurant. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Womanist House,Women's Center,170 College St,,,Middletown,CT,06457 (in Wesleyan University at Pearl Street). Social and political activities/24 hour switchboard for emergencies. ,****(*),Centers,,,,1991
The Sitting Room,Women's Library & Center,170 E Cotati Ave,,,Cotati,CA,"Open to all those interested in women's issues/classes poetry and prose workshops, open readings. Consult SONOMA COUNTY WOMEN'S VOICES or watch the calendar posted on the door for events. ",,,,,,1991
Club St John,Bar/Restaurant,170 W St John,,,San Jose,CA,"Tel. (408) 947-1667. Piano Bar/ Disco & more..Lunches & Sunday Brunches, too. ",**(**),"Bars, Clubs, Coffeehouses",,,,1991
Silver Lining,Bars,175 Cherry Lane,,,New York City,NY,Floral Park; Tel. 354-9641. NOTE: Women only on Saturdays nights. Piano bar & show-bar. ,**(**),"Bars, Clubs, Coffeehouses",,,,1991
Sisterspirit,No Site Type,175 Stockton Ave,,,San Jose,CA,"Women's Bookstore/Coffeehouse/women's entertainment center, 95126; Tel. (408) 293-9372, for help with updating this section. Bookstore Hours: Monday-Friday, 6pm-9pm/Saturdays, 3pm-6pm/ Sundays, 1pm-4pm. Dances, women's theater, videos, for sale or hire. Be sure and say 'hi' from GAIA. They sell GAIA'S GUIDE. ",,,,,,1991
BANGLE (Bay Area Network of Lesbian & gay Educators),Information Services and Groups,175 Stockton Ave,,,San Jose,CA,95126; Tel. 267-9079. ,,,,,,1991
Billy De Frank Lesbian and Gay Community Center,Gay/Lesbian Center,175 Stockton Ave,,,San Jose,CA,"Tel. 293-4525: Lesbian and gay hotline: Saturdays, 12 noon-9pm. Tel. 293-AGAY (4525)-operates: Monday-Saturday, 6pm-9pm. Active center for growing South Bay lesbian and gay community. Information boards for businesses and events; archives, hotline for general referrals, crisis interventions, raps, local groups, etc. Very nice people. Slightly Older Lesbians meet there every Tuesday evening, 7-9pm. Say 'hi' from GAIA. ",,,,,,1991
Sisterspirit,Feminist Bookstore and Information Center,175 Stockton Ave,,,San Jose,CA,95126; Tel. 293-9372. Sharing premises with the Gay/Lesbian Center-pick up a copy of their own events calendar when first visiting San Jose- & say 'hi' from GAIA. ,,,,,,1991
Bradford Gardens Inn,Hotels/Guest Houses/Motels,178 Bradford St,,,Provincetown,MA,"02657; Tel. 487-1616. Lesbian owned. Mixed Clientele (Mainly women in the summer). All rooms in the main inn are uniquely different in character, combing the charm of working fireplaces with the modern comfort of color TVs and private baths. 'Our breakfasts are famous with top quality coffee; a different gourmet meal each morning'. This historic Inn, built in 1820, offers true hospitality, with all the comfort and convenience of a gracious country home. Also available: 5 Townhouses-all with hardwood floors, fireplaces, 2 full baths & 2 decks. Recommended. Say 'hi' to Melanie from GAIA. ",,,,,,1991
Hale Kahawai,"Guest Houses, Bed and Breakfast, Etc. ",185 Kahawai Place,,,Kapaa,HI,Reservations- Tel. (808) 822-1031; 96746. Bed and breakfast accommodations on Kauai. ,,,,,,1991
Sarah Doyle Women's Center,Centers,185 Meeting St,,,Providence,RI,"Tel. 863-2189. Home of the Brown Lesbian Collective, also open to all interested women in the Providence area. The center has a referral service, an extensive feminist library and resource files. They sponsor social, political and cultural activities and events of interest to women. Say 'hi' from GAIA. ",****(*),"Bars, Clubs, Coffeehouses",,,,1991
Blondie's,Bars,186 Commercial St,,,Provincetown,MA,(Fiddle Leaf guest house) Tel. 487-1443. ,****,"Bars, Clubs, Coffeehouses",,,,1991
New Words Bookstore,Feminist Bookstore,186 Hampshire St,,,Cambridge,MA,"02139; Tel. (617) 876-5310 + TTD 876-3340. 'We invite you to browse through our large selection of books by and about women, featuring international and third world women, Lesbian fiction, Lesbian and Gay politics, women's studies, poetry, Jewish women, psychology, etc. 10% off publisher's price on hardcover books. Tapes, CDs, and records available, as well as journals, cards, and posters. Community bulletin boards list information on concerts, events, and housing'. Open Tuesday, Wednesday, Friday, Saturday from 10am-6pm; Sunday 12 noon-6pm; Thursdays, 10am-9pm. Closed Monday's. WHEELCHAIR ACCESSIBLE. for your further local information they have these newspapers: Sojourner/Gay Community News/bay Windows/North East Community Guide/Gayellow Pages, North East. They even sell GAIA'S GUIDE, say 'hi' from GAIA. ",,,,,,1991
Pied Piper,Bars,193 Commercial St,,,Provincetown,MA,"02657; Tel. 487-1527 & 487-1528. Top disco shows/Talent Nights. B.B.Q. on the deck/Game Room/Piano Bar/pinball/Pool tables. Exciting atmosphere overlooking the water & all of Provincetown. Decks for summer sunning & swimming. Open: recommended women's bars in the world. Exceptionally friendly. Happy Hours off season/full entertainment programs in the summer. They now offer seasonal apartments with private beach, right next to the bar. ",****,"Bars, Clubs, Coffeehouses",,,,1991
Fannie's ,Bars,200 E Washington St,,,Milwaukee,WI,Tel. 643-9633. ,****,"Bars, Clubs, Coffeehouses",,,,1991
Lesbian Alcoholics Anonymous,Health Care,200 Park Ave,,,New York City,NY,"at: Alcoholics Anonymous Family Intergroup Headquarters, 200 Park Avenue, South, 10003. ",,,,,,1991
Rage,Bars,200 S 18th St,,,Lincoln,NE,"(lower level); Tel. 474-9162. Open: Monday-Friday, 4pm-1am/Saturday & Sunday, 1pm-1am. Say 'hi' from GAIA. ",***,"Bars, Clubs, Coffeehouses",,,,1991
Trilogy Books,Alternative / Feminist Bookstores,200 S Grand Ave,,,Springfield,IL,(East) 62704; Tel. 744-2522. ,,,,,,1991
Common Ground ,Bookstores,200 W Center St,,,Manchester,CT,"06040; Tel. 649-9380. Books/cards/games & erotica. 'A store for all women.' Say 'hi' to Laurie R. Rollins who would appear to have a sense of humour, as well as the above. ",,,,,,1991
Patch,Bars,201 155th Place,,,Calumet City,IL,(at Wentworth) in Calumet City; Tel. 891-9854. ,***,"Bars, Clubs, Coffeehouses",,,,1991
Bull Winkle's ,Bars,201 S College,,,Bloomington,IN,"Tel. 334-3232. Thursdays are women's nights, Friday & Saturday popular with women, too. ",**(**),"Bars, Clubs, Coffeehouses",,,,1991
Bobby Winn's,Bar/Restaurant,201 SW 2nd St,,,Fort Lauderdale,FL,Tel. 467-7667. Sunday brunches. ,**,Bar / Restaurants,,,,1991
DJ's Fat Kat,Bars,201 W 12th St,,,New York City,NY,at West 4th (in Greenwich Village). ,***,"Bars, Clubs, Coffeehouses",,,,1991
Parents/Friends of Lesbians & Gays,Counseling Centers & Alternatives,201 W 13th ,,,New York City,NY,"'Let P/FLAG help you and your family with the upheaval of your coming out. our meetings are free: monthly on the 4th Sunday, at 3pm, in Duane Church, 201 West 13th'. For more info: Tel. (212) 463-0629 (Jeanne). ",,,,,,1991
Tomes and Treasures,Gay/Lesbian Bookstores,202 1/2 S Howard Ave,,,Tampa,FL,Tel. 251-9368. ,,,,,,1991
Woody's ,Restaurants,202 S 13th St,,,Philadelphia,PA,"Tel. 545-1893. Bar and restaurant, probably mostly gay men, but looks like they serve great roast beef, pork, etc. ",*,Restaurants,,,,1991
City Lounge,Bars,202 W Market St,,,Louisville,KY,Tel. 587-0889,**,"Bars, Clubs, Coffeehouses",,,,1991
Lifestyles Bookstore,Alternative Bookstores,202B S Howard Ave,,,Tampa,FL,Tel. 251-0719. ,,,,,,1991
Susan's Place,"Guest House/Bed And Breakfast, Etc.",204 Chisolm Trail,,,Prescott,AZ,"86303. Tel. 445-5673. Five lesbians offering bed and breakfast 'in the sparkling clean air two hours from Phoenix. $40.00 double/$20.00 single. No smoking. Safe space for the chemically sensitive. Write or phone, no drop-ins.'",,,,,,1991
