"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","year","publication","country","geocode.value","lon","lat","geoAddress"
"Artemis Society","Coffeehouses","1199 Valencia Street","","San Francisco","CA","'-1.(415)647-4144. Women ‘s cafe/cof feehouse. Serving a wide
Jarety of sandwiches, salads, quiches, beer and wine, expresso.
Entertainment, special happenings. Good food, good atmosphere and
7000 people. Very highly recommended. They also serve Sunday
brunch and sell GAIA’S GUIDE.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"San Francisco Women's Centers","Women's Centers","3543 18th Street","","San Francisco","CA","Tel. 431-1180. Information, technical assistance and support for
existing and emerging Bay Area’s women’s social-change groups.
Additional phone: 431-6944. Monthly newsletter: $3.00 per year--
includes a calendar of events For women.Drop-in room, lesbian rap groups","****(*)","Organizations","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Women's Building","Women's Centers","Dovre Hall, 3453 18th Street","","San Francisco","CA","Tel.863-
5255.Community and cultural/arts center.
Full resource services.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Pride Community Center","Centers","330 Grove Street","","San Francisco","CA","Tel.(415)863-9890. Legal referral s'ervice,S.F. Gay Visitors and Tourist Bureau, housing referral
service, switchboard. Right now I think it's mostly gay men but
they obvously want more women participants.","***","Organizations","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Cafe Commons","Coffeehouses","3161 Mission","","San Francisco","CA","Woman-owned and operated
espresso house. Sunny patio. Open weekdays 7am-9pm and weekends
9an-9pm.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Amelia's","Bars","647 Valencia Street","","San Francisco","CA","Te l. (4 15) 5 5 2-
7788.Upstairs/downstai rs bar, dancing. And I have had more
letters recommending AMELIA'S than any other bar in the world.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Kito's","Bars","17th and Capp Street","","San Francisco","CA","Te 1.8 61 -9 3 7 4 . High ly
recommended lesbian bar. Pool tables.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Peg's Place","Bars","4737 Geary Boulevard","","San Francisco","CA","Tel.668-5050.Cozy
• fireplace in front, disco in back. Dancing, pool table, other
i games. Very, very highly recommended. Open 4pm-2am.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Scott's","Bars","10 Sanchez","","San Francisco","CA","Tel.(415)552-0298.A friendly
tar--newcomers especially welcome. Dancing, entertainment, pool
i table, other games. Munchies served. Very highly recommended.
1 Open Mon.-Fr. 3pm-2am/Sat. & Sun. noon-2am They have an outdoor
patio and sell GAIA'S GUIDE.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Maud's","Bars","937 Cole Street","","San Francisco ","CA","Tel.731-6119.Dancing,
""au. ’nli rahie Ding-pong and an outdoor rear patio
rokezkaerdrinking.” Friendly atmosphere-highly recommended
place. Open noon-2am 7 days a week","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco , CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"A Little More","Bars","15th and Potrero","","San Francisco","CA","Highly recommended women’s dance bar","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Mint","Bars","1942 Market Street","","San Francisco","CA","Tel.861-9373.Bar anrestaurant","**","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Other Cafe","Bars","100 Carl.","checked","San Francsico","CA","Tel. 681-0748.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Francsico, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Tuxedo Junction","Bar/Restaurant","5701 Geary","checked","San Francisco","CA","""An exclusive women's club""
Ethoep Ropnrlyen dosnde o""nR
etrh.”e bwloacsk""!
b) oRmnYnsuEus?,93s""5.EAfR_""a sbQmU ""S.ek","****","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Trinity Place","Bar/Restaurant","25 Trinity Place","","San Francisco","CA","Tel. 433-
4922. Lunches and cocktails in the hear of San Francisco’s
financial district. Open 11am-9pm. Cabaret entertainment'
Tues.,Weds.Thurs. evenings.","**","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Breaking Bread","Restaurants","86 Carl Street","","San Francisco","CA","Tel.731-7356.A natural
foods restaurant serving vegetarian dishes, chicken and fish.
Open Tues.-Sun. Breakfast/ lunch/ dinner. Woman-owned and
recommended.","**","Restaurants","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Fickle Fox","Restaurants","842 Valencia Street","","San Francisco","CA","Mostly gay men but!
quite o.k. — Good food.","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Original Jackson's Restaurant","Restaurants","2237 Powell Street","","San Francisco","CA","Tel.397-9797.One of the city’s finest restaurants. Moderately'
price, piano bar at weekends. Bar open 6pm-11pm; brunch:Sat.,Sun
& holidays-l lam-3pm. A real old-timer and an all time favoriteVery, very highly recommended.Open llam-2am.
 Lunch 11am-2:30pm","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"P.S.","Restaurants","1121 Polk Street","","San Francisco","CA","Te 1.4 4 1 -7 79 8.Cont ine n tal c
i
u
g
i
h
s
l
i
y
n e
r
,
ec
d
o
i
m
n
m
n
e
e
nd
r
e d
a
.
nd lunch. Entertainment. Open llam-2am. Very
","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Casa de Cristal","Restaurants","1120 Post Street","","San Francisco","CA","Te 1. ( 4 1 5) 4 4 1-|
7836.Great mexican food. Very highly recommended. Open 5:30pm-
lam","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Church Street Station","Restaurants","2100 Market Street","","San Francisco","CA","Tel.861-
1266.24 hour all gay coffee-shop and restaurant. Recommended-!","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Old Wives Tales","Feminist Bookstore","532 Valencia","","San Francisco","CA","Tel.552-1015.Women's
visions and books. They sell GAIA'S GUIDE and have been
noon-9pmy helpful- Open Mon-Fri:noon-7pm & Sat. noon-6pm;Thurs-noon-9pm.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Paperback Traffic","Bookstore","558 Castro.","checked","San Francisco","CA","Feminist books. They sell GAIA'S GUIDE.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Multi-Media Resource Center","Bookstore","1525 Franklin Street","","San Francisco","CA","1 (4 1 5 ) 6 7 3-5 1 0 0. A very good alternative bookstore with
lnst and lesbian books, posters, T-shirts, vibrators. They
«11 GAIA'S GUIDE.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Walt Whitman Bookshop","Bookstore","1412 Sutter Street","","San Francisco","CA","11.(415)771-9754. Alternative bookstore, gay/lesblan titles.
iAlog: $1.00.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Modern Times","Bookstore","3800 17th Street","","San Francisco","CA","Very, very
fance selection of feminist and gay literture.Send $1.00 for 96
page catalog.Also many non-sexist children's books.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Labyris","Garage","240 6th Street","","San Francisco","CA","Tel.(415)861-8668.
Extremely reliable, extremely helpful.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Hotel York","Hotel","940 Sutter Street","","San Francisco","CA","el. (415)885-
6800.A 102 room luxury gay owned and operated European style
hotel conveniently located in downtown San Francisco. There’s a
new bar in it called the Empire Plush room and the clientel is
predominantly gay. It's very highly recommended.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Women's Alternative Health Services, Inc.","Health Center","359 Missouri Street","","San Francisco","CA","c/o Sherron Mills
in
i
g
s so
s
u
ca
ri
l e
S
f
t
e
r
e
e e
s
t
y
,
s
9
te
4
m
10
.
9. Tel. (415)824-8619. Starred
","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Alpha-Dee Healing Shop","Occult Shop","3420 22nd Street","","San Francisco","CA","7e1.651-1A1","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Good Vibrations","Sexual Boutique","3416 22nd Avenue","","San Francisco","CA","Tel.(415)282-2202.""We
have a large selection of electric and battery-run vibrators at
very reasonable prices. We are happy to counsel our customers
about vibrator use and have a try-out room. Mail order catalog
$.25.","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Pamir Productions","Production Company","P.O. Box 40218","checked","San Francisco","CA","d strong
images of lesbians and other women. A book of lesbian erotica 1s
currently in process.
","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Feeling Fine","Sauna","585 Eddy Street","","San Francisco","CA","Te1.928-2063.10am-10pm","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Lambda News","Publications","P.O. Box 26126","checked","San Francisco","CA","Non-sexist gay
monthly--full of resources including the extremely
comprehensive ‘Gay Directory'. Also special events column and
classifieds. $3.00 per year.
","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Metropolitan Community Church","Religious Groups","160 North Third Street","","San Francisco","CA","Tel.(408)279-2711.
","-","","",NA,"",1981,"Gaia's Guide","United States","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"The Women's Resource Center","Women's Centers","738 Higuera Street","","San Luis Obispo","CA","Tel.(805)541-3541.Open Monday-Friday:9am-3pm. GALA-The Gay and Lesbian Alliance also uses these premises for meetings.","****","","",NA,"",1981,"Gaia's Guide","United States","San Luis Obispo, CA, United States",-120.6596156,35.2827524,"san luis obispo, ca, usa"
"Journey's Inn","Bar/Restaurant","2115 Broad Street","","San Luis Obispo","CA","Tel.(805)543-
1177.D1sco dancing, dinner specials every night of the week.
31ad, maincourse, desert and drink: $2.89. Open Mon-Fri: 1pm-
Zan;sat. & Sun: 4pm-2am. They sell GAIA’S GUIDE and are very,
very highly recommended.
","***","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","San Luis Obispo, CA, United States",-120.6596156,35.2827524,"san luis obispo, ca, usa"
"Dandelion Wine Book Company","Bookstore","738 Higuera Street","","San Luis Obispo","CA","el.(805)541-3541.A beautiful alternative bookstore featuring
lesbian, feminist and gay titles plus records, posters,
magazines, T-shirts, cards and women’s crafts, photos and cards.
They serve coffee and tea and have a bulletin board. GAIA’s GUIDE
ON SALE. Open M/T/F:ll-5 & W/Th ll-9;Sat. 11-3.
","-","","",NA,"",1981,"Gaia's Guide","United States","San Luis Obispo, CA, United States",-120.6596156,35.2827524,"san luis obispo, ca, usa"
"Women's Center","Women's Centers","300 East Santa Inez Avenue","","San Mateo","CA","","****","","",NA,"",1981,"Gaia's Guide","United States","San Mateo, CA, United States",-122.3255254,37.5629917,"san mateo, ca, usa"
"The Other Side","Groups","P.O. Box 132","checked","San Rafael","CA","Tel.(415)549 241 7. Parties cookouts, camping/hiking trips, pot-lucks raps.—A way to let your hair down. Gay women only $14.00
annual membership includes newsletter with events calendar.
324.00 for couple membership. Newsletter only.","**","Organizations","",NA,"",1981,"Gaia's Guide","United States","San Rafael, CA, United States",-122.5310874,37.9735346,"san rafael, ca, usa"
"Club Mykonos","Bars","180 Bellam Boulevard","","San Rafael","CA","Tel.457-
0722.Bar/restaurant and Greek disco. Open from 5:30 Monday
through Saturday, never on Sunday. Recommended by THE OTHER SIDE
who hold their benefits there.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Rafael, CA, United States",-122.5310874,37.9735346,"san rafael, ca, usa"
"The Old Bell","Bars","40 Lisbon Street","","San Rafael","CA","Nice and pleasant with a
pool table upstairs","**?","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Rafael, CA, United States",-122.5310874,37.9735346,"san rafael, ca, usa"
"Traveler's Inn","Bars","706 Third Street","","San Rafael","CA","el.454-5812.
","***?","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Rafael, CA, United States",-122.5310874,37.9735346,"san rafael, ca, usa"
"Positively Fourth","Bars","Fourth Street","checked","San Rafael","CA","el.454-4044","**?","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","San Rafael, CA, United States",-122.5310874,37.9735346,"san rafael, ca, usa"
"The Odyssey","Bars","221 State Street","","Santa Barbara","CA","Te
l
l
iv
.
e
(8 0
D
5
.
)
J
9
.
65
o
-
4410.A bar for gay women: warm friendly atmosphere,
Weekends. Pool tables and other games. Open 10pm-2am. Very highly
recommended.
dances,
$14.00
1
annual membership includes newsletter with events calendar.
324.00 for couple membership. Newsletter only.
pool table upstairs.
*? Traveler's Inn, 706 Third Street, 94991. Tel.454-5812.
**? Positively Fourth, Fourth Street, 94901. Tel.454-4044.
GROUPS
221 State Street, 93101. ","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Santa Barbara, CA, United States",-119.6981901,34.4208305,"santa barbara, ca, usa"
"Mother's Noodle","Bar/Restaurant","605 South Harbor Boulevard","","Santa Ana","CA","Tel. (714 )839.
2281.Lunch, dinner, Sunday bruench, piano bar.
","*","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","Santa Ana, CA, United States",-117.867653,33.7454725,"santa ana, ca, usa"
"Lambda News","Publications","P.O. Box 26126","checked","Santa Clara","CA","A gay newspaper
that's really non-sexist and always good reading. Includes local
resources a: 1 classified ads. Covers: Santa Clara, San Jose
Monterey, etc.
","-","","",NA,"",1981,"Gaia's Guide","United States","Santa Clara, CA, United States",-121.9552356,37.3541079,"santa clara, ca, usa"
