"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","Last.Modified","Notes.2","year","publication","country","geocode.value","lon","lat","geoAddress"
"The Laughing Goddess Grotto","Spirituality Center","PO Box 5844","","Berkeley","CA","Mail to PO Box 5844 Berkeley 94705. Location: 4118
Telegraph Ave; 94609. Tel. 653-4169. Kwan Yin and Venus of Willendorf image candles, oils, incense charcoal, ritual supplies. They also sell the mysterious and esoteric GAIA’S GUIDE. Send SASE to their PO Box for a truly marvellous mail order catalogue","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"Z Budapest","Occult Services","PO Box 116363 ","","Oakland","CA","write PO Box 11363, Oakland; 94611 Tel. 444-7724 (for appointment).
International feminist psychic. Psychic consultations, trysting of couples, house blessings, parties, rituals.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Point of Departure/Travel Servie","Travel Agents","1660 Shattuck Ave","","Berkeley","CA","94709 Tel 845- 6636. A woman owned and operated travel agency, interested in furthering international feminist contacts around the world, to promote both professional and activist networking and women's cross-cultural understanding and friendship. Future plans include feminist/group tours to other countries. Open 9:30am-5:30pm & Sat 9:30am-3:30pm. Be sure and say hi to Jo Ann from GAIA. ","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"Sante","Fitness Center","847 San Pablo Ave","","Albany","CA","Tel. 526-5900. Fully equipped gym/sauna/jacuzzi/steam baths/personalized exercise program/massage. Mon-Thurs 7am-9pm/Fn 7am-7pm/Sat 10am-5pm/Sun 11am-3pm. Managed and operated by women, this is a unique fitness center for women only.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Albany, CA, United States",-122.2977557,37.886704,"albany, ca, usa"
"Royal Hawaii Restaurant","Restaurants","357 Grand Ave","","Oakland","CA","Tel. 465-0539 Szechuan and Polynesian cuisine. Sun-Thurs 7am-9.30pm Fn & Sat 7am-11 pm.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Vivoli's Ice Cream of Italy","Ice Cream Parlour","2115 Allston Way","","Berkeley","CA","Tel845-6458 ’A women's collective dishes out the richest ice cream to a long line of afficianados ' Also now located in Walnut Square. Berkeley Open Mon-Sun 12 noon-11pm, Fri and Sat 12 noon -12 midnight. 'Lots of dykes go there, too","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"Cody's Books","Bookstore","2454 Telegraph Ave","","Berkeley","CA","Berkeley 94704 Tel. 845-7852. General bookstore with gay and feminist titles. They sell GAIA'S GUIDE.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"Vegetarian Fare","Restaurants","1959 University ","","Berkeley","CA","Tel. 843-5316. Fine vegetarian food, lovingly prepared Now open for lunch Mon-Fri 12-3 Also dinner every night, 5-10pm. Nightly specials.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa"
"Piedmont Spa","Spa","4022 Piedmont Ave","","Oakland","CA","(40th) Oakland Tel. 655-7174 Mon-Fn 10am-6pm/
Sat 10-5pm. Women owned and operated. Esalen based massage with sauna. Facials and sauna.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Oakland, CA, United States",-122.2711639,37.8043514,"oakland, ca, usa"
"Gay Help-Line","Services","","checked","Colorado Springs","CO","Tel. 471-4429. 6pm-9pm.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa"
"Narapa Institute","","1111 Pearl St","","Boulder","CO","80302 Tel. 444-0202. A small Arts college including dance, music, psychology, Buddhism, etc. Women and feminism in Buddhism symposium. It's extremely successful. About half the participants are Lesbian feminists.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boulder, CO, United States",-105.2705456,40.0149856,"boulder, co, usa"
"Womanventure Ranch","Recreational Retreat","","checked","Bailey","CO","Tel. 388-7288. Open year round/call for directions.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Bailey, CO, United States",-105.4786412,39.4060536,"bailey, co 80421, usa"
"Big Mama Rag","Publication","1724 Gaylord","checked","Denver","CO","80206. Tel. 322-2010. Feminist newspaper with lesbian content and lots of local resources. $7.00 per year.","","","","","Under ""Statewide"" with no city listed","Cameron Blevins",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Colorado Springs Women's Health Clinic","Health Center/Clinic/Counseling","111 E Dale St","","Colorado Springs","CO","Tel. 471-9492.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa"
"The Gay and Lesbian Community Center of Colorado","Center","PO Box 18467","checked","Denver","CO","80218. Center: 1436 Lafayette St Tel. 831-6268 or 837-1598. This center is a truly successful alternative to the bar scene. Includes the EVERYWOMAN'S COMING OUT & SUPPORT GROUP, coffeehouse nights, gay/lesbian educators group, young lesbian mothers' group and Spanish information and support group. The center receives over 2,300 call and visits each month. Open from 10am-10pm Monday through Friday and 12 noon-10pm on Saturdays. They keep files on businesses, medical, counseling, housing, jobs, and much more. Extremely helpful to GAIA'S GUIDE. Their publication: COLORADO GAY & LESBIAN NEWS.","***(**)","Organizations","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"The Exit","Bars","2028 Sheldon Ave","","Colorado Springs","CO","(at south 21st Street) Tel. 634-9276. Pool table/sandwiches/ terrific soups/lunches served every day. 'Gay Women are Welcome Here'.","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa"
"Hide and Seek Complex","Bars","512 W Colorado Ave","","Colorado Springs","CO","Tel. 634-9303. Big disco with 3 bars. Lunches/dinners/drag shows/pin-ball and pool tables. Includes the separate women's bar NOW/WOMEN-disco. Tel. 473-3549.","**(**)","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa"
"Out Front","Publication","1245 E Colfax","","Denver","CO","(suite 100A); 80218. Mail to: PO Box 18597; 80218. Tel. 831-4137.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"The Gyde","Publication","PO Box 9469","checked","Denver","CO","80209 Tel. 778-1042.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Datacall","Services","","checked","Denver","CO","(Gay Community Center): Tel. 831-6268. Angry about police abuse or dis- crimination? Phone and report it. Alternate phone: 320-5972.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Double Standard","Publication","4090 Jason","","Denver","CO","Tel. 477-5561. Denver's lesbian newspaper.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Pike's Peak Metropolitan Community Church","Religious Groups","","checked","Denver","CO","meets at Unitarian Church 730 North Tejon Tel. 634-6186. Gayand Christian religious counselling/worship services.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Chrysalis Metropolitan Community Church","Religious Groups","1615 Ogden ","","Denver","CO","St Paul's Church: 1615 Ogden Tel. 329-0562. The congregation is highly lesbian. The pastor is Judy Dahl. Very supportive people.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"The Group","Special Interest Groups","PO Box 9733","checked","Denver","CO","Tel. 831-0998. Outdoor/warm weather: bicyle trips, camping, picnics, hiking, running, backpacking, rafting and volleyball. Outdoor/cold weather: downhill and cross country skiing and ice skating. Year round: roller skating, concerts, movies, card games, photography and pot luck.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Parents & Friends of Gays","Special Interest Groups","","checked","Denver","CO","Tel. 333-0286. Or check with Gay Community Center if there's any change in phone number.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Lavender and Old Lace","Special Interest Groups","","checked","Denver","CO","Tel. 322-8153. Lesbian S/M support group. Check with Gay Community Center if there happens to be a change in phone number.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Dignity/Denver","Religious Groups","","checked","Denver","CO","Tel. 480-1924 (Recorded message). Gay Catholics and their friends.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"The Globe Internaitonal","Bars","4501 Logan ","","Denver","CO"," (at 45th) Tel. 294-0323. A gay women's bar/ owned and operated by women. Great disco and pool room. Very highly recommended. Open 7pm-2am Tues-Sat.
","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Three Sisters","Bars","3358 Mariposa St","","Denver","CO","Tel. 458-8926. Community minded all-lesbian bar. Dancing/pool table/game room.","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Slightly Older Lesbians (SOL)","Special Interest Groups","","checked","Denver","CO","Tel. (Shirley) 428-80?3, This group meets the 4th Sat of each month at 7.30pm - at different locations. Ring the-Gay Community Center if there's any change in the phone number.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"The Highland","Bars","2532 15th St","","Denver","CO","Tel. 455-9978. A neighborhood type gay bar for women and their gay men friends. Great Mexican food/parties/2 pool tables. They sponsor a national league bowling team and have regular pool tournaments.","***","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Garbo's","Bars/Restaurants","116 E 9th Ave","","Denver","CO","Tel. 837-8219. Ultra elegant gay bar for women and men. Piano bar/excellent food.","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"The Grove","Bars","1618 E 17th Ave","","Denver","CO","Tel. 320-9205. A gay bar for women and men. 3.2 beer, juice, soft drinks. ","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Lipps","Bars","6300 W Colfax","","Denver","CO","Tel. 233-5420. A gay bar for women and their gay men friends.","***","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"BJ's Carousel & Restaurant","Bars/Restaurants","1380 S Broadway ","","Denver","CO","Tel. 777-9880. 'The nicest gay women in Denver come here.'A wonderful bar-gay artwork exhibited. Opens daily at 10am.","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Rocky Mountain Women's Center and Bookstore","Feminist Bookstore","1547 High","","Denver","CO"," (1547 High; formulated address) Tel. 320-5972. Was WOMAN TO WOMAN - new plans. Perhaps check for recent details with the Gay Community Center.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Cafe Du Monde (née Nepenthes)","Coffeehouse","1416 Market ","","Denver","CO","1416 Market Tel. 534-5423. Lunches/expresso/women * entertainers. Open 11am-midnight weekdays and till 2am weekends.","*","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"New York Cafe","Bars/Restaurants","440 S Colorado Blvd","","Denver","CO","Tel. 321-2337. 'Supportive to gay women and men.'","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Category Six/A Gay & Lesbian Bookstore","Gay/Lesbian Bookstore","909 E Colfax Ave","","Denver","CO","80218 Tel. 832-6263. An excellent first stop in Denver. They sell GAIA'S GUIDE and are extremely helpful, friendly people. Open Monday to Saturday 10am-7pm, Sunday 1pm-5pm. Be sure and say hi from GAIA.
","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Woman Wise Healthcare","Health Center/Clinic/Counseling","1829 High St","","Denver","CO","Tel. 320-1020. General health care clinic for women. Gyn care. Internal medicine physician.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Denver Book Barter","Bookstores","919 E Colfax Ave","","Denver","CO","Tel. 831-9768. Used books. Some feminist/gay and lesbian titles.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Trilogy Bookstore","Bookstores","630 E 6th Ave","","Denver","CO","80203. Tel. 722-7612. Good selection of gay/feminist and lesbian books. Open, weekdays 10am-9pm/Saturday to 7pm/Sunday 1-5pm.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Together Books","Bookstores","200 E 13th Ave","","Denver","CO","80203 Tel. 832-5171. Alternative books. Gay titles/lesbian titles/feminist titles. Open 9am to 6pm weekdays/Saturday 9am-7pm/Sunday 1pm-5pm.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
