"title","description","type","city","state","country","publication","year","notes","geocode.value","lon","lat","geoAddress"
"The Bell","Tel. (201) 487-1282. Two bars, disco dancing, a lounge, real fireplace burning in winter, stage shows and a fantastic costume party every Halloween. Recommended.","Bars","Hackensack","NJ","United States","Gaia's Guide",1981,"","Hackensack, NJ, United States",-74.0434736,40.8859325,"hackensack, nj, usa"
"Paula's","Tel. 243-9200.","Restaurants","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"Lilith","Tel. 9061.Non-alcoholic space. Good food plus games, music, entertainment. Open daily from 1pm and very highly recommended.","Coffeehouses","Albany","NY","United States","Gaia's Guide",1981,"","Albany, NY, United States",-73.7562317,42.6525793,"albany, ny, usa"
"TAVERN -ON-THE-TURN","","Bars","Queens","NY","United States","Gaia's Guide",1981,"","Queens, NY, United States",-73.7948516,40.7282239,"queens, ny, usa"
"Womantiques","Tel.(212)866-6622.A unique collection of antiques, collectibles, memorabilia, jewelry, prints, wall hangings, rare books, old sheet music, bric-a-brac, etc. etc. ALL
ON THE THEME OF WOMEN. By appointment: (212)866-6622.","Antiques","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"The Patio","Tel. 232-6400. Mugi., select of bring your own albums. Cocktail hour: 4pm-8pmML
Sandwiches till lam. A highly recommended place.","Bars","Rochester","NY","United States","Gaia's Guide",1981,"","Rochester, NY, United States",-77.6088465,43.1565779,"rochester, ny, usa"
"Ronnie's Thing at Parkside","Tel. 991-5578","Bars","Bronx","NY","United States","Gaia's Guide",1981,"","Bronx, NY, United States",-73.8648268,40.8447819,"bronx, ny, usa"
"Gourmet Restaurant, Maverick Inn & Motel.","Tel.(914) 657- 8927.","Restaurants","Woodstock","NY","United States","Gaia's Guide",1981,"","Woodstock, NY, United States",-74.1181971,42.0409247,"woodstock, ny, usa"
"Gay Community Services","Tel.(315)475-6857. Alternate phone number: 475-5225.","Centers","Syracuse","NY","United States","Gaia's Guide",1981,"","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
"Women’s Liberation Center of Nassau County","","Centers","Hempstead","NY","United States","Gaia's Guide",1981,"","Hempstead, NY, United States",NA,NA,NA
"Gay Community Center","Tel. 255-9802","Religious Groups","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"Community Bookstore","Tel.783-
7075 General bookstore with a good section on women’s books. Bulletin board. Open: Mon-Sat-10am-6pm.","Bookstore","Brooklyn","NY","United States","Gaia's Guide",1981,"","Brooklyn, NY, United States",-73.9441579,40.6781784,"brooklyn, ny, usa"
"Comeback","Tel.783-7752.","Bars","Piermont","NY","United States","Gaia's Guide",1981,"","Piermont, NY, United States",-73.918192,41.0420414,"piermont, ny, usa"
"The Half Shell","Tel.471- 9375.Cliental: gay women and men. Open: 4:30pm-2am 7 days a week. (Across from the City Hall and State Tower Building.)","Bars","Syracuse","NY","United States","Gaia's Guide",1981,"","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
"The Duchess","Tel.242-1400","Bars","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"The Movie Gallery","Tel.(516)742- 0294.Movie posters and stills.","Movie Gallery","East Meadow","NY","United States","Gaia's Guide",1981,"","East Meadow, NY, United States",-73.5590157,40.7139898,"east meadow, ny, usa"
"Flavors","Tel. 846-9512. Disc and show-bar.","Bars","Queens","NY","United States","Gaia's Guide",1981,"","Queens, NY, United States",-73.7948516,40.7282239,"queens, ny, usa"
"Smithtown Motor Lodge","Tel. (516) 588-6800.","Motels","Smithtown","NY","United States","Gaia's Guide",1981,"","Smithtown, NY, United States",-73.1954295,40.854906,"smithtown, ny, usa"
"Fort Dyke","Dancing/chess/other games/socials/music and non-alcoholic drinks, A Lesbian separatist center. Hospitable atmosphere.","Women's Centers","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"C'est Bon","Tel.785-9345.","Bars","Bellmore","NY","United States","Gaia's Guide",1981,"","Bellmore, NY, United States",-73.5270709,40.6687125,"bellmore, ny, usa"
"Community Bookstore","Tel. 834-9494. Separate women’s section. Open Mon-Fri. 10am-9pm. & Sat’ to 6pm. Located in Brooklyn Heights.","Bookstore","Brooklyn","NY","United States","Gaia's Guide",1981,"","Brooklyn, NY, United States",-73.9441579,40.6781784,"brooklyn, ny, usa"
"Lloyd's Restaurant","Tel.546-2211. Gay owned. Nice atmosphere.","Restaurants","Rochester","NY","United States","Gaia's Guide",1981,"","Rochester, NY, United States",-77.6088465,43.1565779,"rochester, ny, usa"
"Herbs and Weeds","Tel. 246-8081.Classes in herbal intensives offered by Susan S. Weed. Wild food and mushroom walks/field work/dlagnosls/preparatlons/heallng foods/psychis aids (tarot touch and color) focus on women and first aid.","Herbal Medicine","Woodstock","NY","United States","Gaia's Guide",1981,"","Woodstock, NY, United States",-74.1181971,42.0409247,"woodstock, ny, usa"
"Stonewall Society","Tel. (914) 473-3857.","Groups","Poughkeepsie","NY","United States","Gaia's Guide",1981,"","Poughkeepsie, NY, United States",-73.9209701,41.7003713,"poughkeepsie, ny, usa"
"Metropolitan Community Church","Te1.(315)478-5225-The Christian Church with an out-reach to the Gay Community.","Groups","Syracuse","NY","United States","Gaia's Guide",1981,"","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
"Friar's","Tel.232-9803.Juke box/small) dance floor.","Bars","Rochester","NY","United States","Gaia's Guide",1981,"","Rochester, NY, United States",-77.6088465,43.1565779,"rochester, ny, usa"
"The Summer Tree","Tel.(516)324- 9824.Friday and Saturday breakfast 2 am till 6 am.","Bar/Restaurant","Easthampton","NY","United States","Gaia's Guide",1981,"","Easthampton, NY, United States",NA,NA,NA
"Dapper and Friends","Tel.353-9260.Bar+ restaurant. Intimate booths/sensuous light
| shows. Disco and backgammon. Open 9pm-4am. Highly recommended
but apparently there’s some damned thing about dress regulations, (yet!)","Bars","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"Arch Diocese","Tel. 429-6673.","Bars","Queens","NY","United States","Gaia's Guide",1981,"","Queens, NY, United States",-73.7948516,40.7282239,"queens, ny, usa"
"Marty's","Tel. (212) 947-0949. Disco parties/swimmig pool/overnight accomodation/excellent restaurant, fignly recommended.","Bar/Restaurant","Uniondale","NY","United States","Gaia's Guide",1981,"","Uniondale, NY, United States",-73.5931669,40.700611,"uniondale, ny, usa"
"Riverview","Tel.244-0440.","Bars","Rochester","NY","United States","Gaia's Guide",1981,"","Rochester, NY, United States",-77.6088465,43.1565779,"rochester, ny, usa"
"Pal Joey's West","Tel.785-9301","Bars","Bellmore","NY","United States","Gaia's Guide",1981,"","Bellmore, NY, United States",-73.5270709,40.6687125,"bellmore, ny, usa"
"Red Room","Tel.(516)581-6571.","Bars","Suffolk County","NY","United States","Gaia's Guide",1981,"","Suffolk County, NY, United States",-72.6151169,40.9848784,"suffolk county, ny, usa"
"Broome County Gay Alliance","Tel. (607) 797-3453.","Organisation and Services","Broome County","NY","United States","Gaia's Guide",1981,"","Broome County, NY, United States",-75.8533954,42.1791865,"broome county, ny, usa"
"Sea Shack","Tel.597-6140.","Bars","Fire Island","NY","United States","Gaia's Guide",1981,"","Fire Island, NY, United States",-73.1459474,40.6475997,"fire island, ny, usa"
"Herizon","Tel. (607) 723-9843. A private social club for women--owned collectively by the members: Bar/dancing/pool/ games. Also: poetry reading. Women
entertainers,theater and open mike nights. Open: Thurs.-Sat. 9pm-closing (about 3am) and other times for special events. Non-members with a copy of GAIA'S GUIDE and valid I.D. can get in. A very highly recommended place.","Bars","Binghamton","NY","United States","Gaia's Guide",1981,"","Binghamton, NY, United States",-75.9179738,42.0986867,"binghamton, ny, usa"
"Burnet Books","Tel. (315) 463-8555.","Bookstore","Syracuse","NY","United States","Gaia's Guide",1981,"","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
"Eight balls Lounge","Tel. (518) 445-9824","Bars","Albany","NY","United States","Gaia's Guide",1981,"","Albany, NY, United States",-73.7562317,42.6525793,"albany, ny, usa"
"Smedley's Bookshop","Tel.(607) 273-2325.Records, buttons,T-shirts, magazines, Jewelry, posters,art gallery and bulletin board. Owned and operated by wonen who are very well versed in community resources and
contents of books carried. Open m-f: 10am-6pm/Sat: 10am-5pm. They sell GAIA'S GUIDE.","Feminist Bookstore","Ithaca","NY","United States","Gaia's Guide",1981,"","Ithaca, NY, United States",-76.5018807,42.4439614,"ithaca, ny, usa"
"Ariadne Tours","Tel. (914) 268-7441.","Travel Agencies and Clubs","Nyack","NY","United States","Gaia's Guide",1981,"","Nyack, NY, United States",-73.9179146,41.0906519,"nyack, ny 10960, usa"
"Mr. Chips","Tel.792-9434.","Bars","Lake George","NY","United States","Gaia's Guide",1981,"","Lake George, NY, United States",-73.7123408,43.4261809,"lake george, ny 12845, usa"
"Isis","Tel.567-8769.Gay Jewelry in -1 ""t: gold.","Jewelry/Crafts","Sayville","NY","United States","Gaia's Guide",1981,"","Sayville, NY, United States",-73.0820556,40.7359317,"sayville, ny, usa"
"Gansett Green Ltd","Tel.(516) 267-3133.","Apartments/Cottages","Long Island","NY","United States","Gaia's Guide",1981,"","Long Island, NY, United States",-73.134961,40.789142,"long island, new york, usa"
"N.O.W.","—see GAYLIGHT events calender.","Groups","Syracuse","NY","United States","Gaia's Guide",1981,"","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
"Lesbian Social Club","Contact Emma Bookstore, Tel.(716) 836-8970.","Groups","Buffalo","NY","United States","Gaia's Guide",1981,"","Buffalo, NY, United States",-78.8783689,42.8864468,"buffalo, ny, usa"
"Ithaca Women's Center","Tel. (607) 272-6922.","Women's Centers","Ithaca","NY","United States","Gaia's Guide",1981,"","Ithaca, NY, United States",-76.5018807,42.4439614,"ithaca, ny, usa"
"Sandpiper","Tel. (516)537-0499/1.","Bars","Fire Island","NY","United States","Gaia's Guide",1981,"","Fire Island, NY, United States",-73.1459474,40.6475997,"fire island, ny, usa"
"CayHotline","Tel.(516)665-7373.Tues/Weds/Thurs. night","Services","Bayshore","NY","United States","Gaia's Guide",1981,"","Bayshore, NY, United States",-73.2453946,40.7250986,"bay shore, ny, usa"
"The Silhouette","Tel.929- 9328.Might be closing—local comments, please.","Bars","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"Lesbian Herstory Archives","Tel.874- 7232.""Collecting material on all aspects of Lesbian Culture.","Services","New York","NY","United States","Gaia's Guide",1981,"","New York, NY, United States",-74.0059728,40.7127753,"new york, ny, usa"
"Allen Club","Tel.325-9 342.Women’s club
Juke box/large dance floor. Open Weds.-Sun.","Bars","Rochester","NY","United States","Gaia's Guide",1981,"","Rochester, NY, United States",-77.6088465,43.1565779,"rochester, ny, usa"
"G.R.O.W., (Gay Rights for Older Women)","Tel. (716) 836-8970.","Groups","Buffalo","NY","United States","Gaia's Guide",1981,"","Buffalo, NY, United States",-78.8783689,42.8864468,"buffalo, ny, usa"
"Lesbian Task Force of N.O.W.","","Groups","Huntington","NY","United States","Gaia's Guide",1981,"","Huntington, NY, United States",-73.425676,40.8681539,"huntington, ny, usa"
"Harpur Lesbian Alliance","","Groups","Binghamton","NY","United States","Gaia's Guide",1981,"","Binghamton, NY, United States",-75.9179738,42.0986867,"binghamton, ny, usa"
"Fiddlesticks","Tel.497-9357.","Bars","Queens","NY","United States","Gaia's Guide",1981,"","Queens, NY, United States",-73.7948516,40.7282239,"queens, ny, usa"
"La Fronde","Tel. 675-9839.","Restaurants","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"A Touch of Class","Tel.268- 1837. Cocktail hours and Monday night movies.","Bars","Queens","NY","United States","Gaia's Guide",1981,"","Queens, NY, United States",-73.7948516,40.7282239,"queens, ny, usa"
"Women's Information Center","Tel.(315)478-4636.","Women's Centers","Syracuse","NY","United States","Gaia's Guide",1981,"","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
"Equus","Tel.781-7526.","Bars","Seaford","NY","United States","Gaia's Guide",1981,"","Seaford, NY, United States",-73.4881809,40.6659344,"seaford, ny, usa"
"Alternatives Corner","Tel.(516)483-2050.Feminist books/buttons/records/T-shirts and a bumper sticker which says ""God is coming and is she pissed!"" They also sell GAIA'S GUIDE but I think I like the bumper sticker better.","Bookstore","West Hempstead","NY","United States","Gaia's Guide",1981,"","West Hempstead, NY, United States",-73.6501295,40.7048242,"west hempstead, ny, usa"
"Triangle Gay Community Center","Tel.675-0143","Centers","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"Women's Interart Center","Tel. (212) 246-6570.","Theater/Arts Center","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"Sitcor Tours Inc.","Tel. (516) 422-0066","Travel Agencies","Lindenhurst","NY","United States","Gaia's Guide",1981,"","Lindenhurst, NY, United States",-73.3734547,40.6867667,"lindenhurst, ny 11757, usa"
"Woman’s Way","Tel.(518)325-3374.A retreat for women--located 2 1/2 hours from NYC. Always good reports.","Retreat","Craryville","NY","United States","Gaia's Guide",1981,"","Craryville, NY, United States",-73.5821463,42.1753954,"craryville, ny, usa"
"Djuna Books/The Village Bookstore for Women","Tel.(212) 242-3642.A LARGE selection of lesbian titles. Also: buttons/T-shirts/Jewelry/chlldren's books/cards. Reference materials and mail order service—$.25 for book and record lists. Open-M -Th: 1 lam-7pm;Fri. & Sat. 1 2noon-8pm;Sun. 12noon-6pm. They s e l l GAIA'S GUIDE.","Bookstore","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"Candyman","Tel.939-9482","Bars","Plattsburg","NY","United States","Gaia's Guide",1981,"","Plattsburg, NY, United States",-73.4529124,44.6994873,"plattsburgh, ny, usa"
"Lesbian Feminist Liberation-""L.F.L.""","Tel.(212)691-5460.Includes a political committee working to change the law and attitudes. There is also a speakers bureau and they sponsor dances, parties and concerts. Their publication is ""THE LESBIAN FEMINIST ($5-00 p.a.) which is full of local resource info.","Organisation and Services","Manhattan","NY","United States","Gaia's Guide",1981,"","Manhattan, NY, United States",-73.9712488,40.7830603,"manhattan, new york, ny, usa"
"The Common Ground","A mixed gay bar with community benefits and feminist music group happenings. Highly recommended.","Bars","Ithaca","NY","United States","Gaia's Guide",1981,"","Ithaca, NY, United States",-76.5018807,42.4439614,"ithaca, ny, usa"
"Gay Mothers’ Group","—See GAYLIGHT for details.","Lesbian Mothers","Syracuse","NY","United States","Gaia's Guide",1981,"","Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
