"X","title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","...1","ID","amenityfeatures","Year"
NA,"Lil' Tiff's",NA,"Bars/Clubs","2906 N. Henderson","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7845843,32.8204348,NA,32914,"S4210","(G)",1970
NA,"Lone Star Drive In","(after hours)","Theatre","6412 Lemmon","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8305774,32.8362571,NA,32918,"S4276","(C)",1970
NA,"Swinger",NA,"Bars/Clubs","4419 Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7772034,32.7992402,NA,33020,"S6752","(*)",1970
NA,"Tara Club",NA,"Bars/Clubs","2121 Field","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8053801,32.7868714,NA,33034,"S6840",NA,1970
NA,"That Joint",NA,"Bars/Clubs","3307 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7995028,32.8044814,NA,33041,"S6888","(YC),(D),(*)",1970
NA,"Trio Coffee Shop","(after hours) nr. Lemmon
","Bars/Clubs","3541 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7984536,32.8064729,NA,33050,"S7168","(YC),(*)",1970
NA,"Trumpet Lounge",NA,"Bars/Clubs","6400 Forest Lane","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7959305,32.9093441,NA,33057,"S7183","(M)",1970
NA,"Villa Fontana","near  Live Oak","Bars/Clubs","1315 Skiles","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.786291,32.791936,NA,33066,"S7436","(*)",1970
NA,"Barbary Coast","(Moving in '69 - two blocks north)","Bars/Clubs","2459 Grand River","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0614874,42.3371796,NA,33927,"MI074","(S),(G),(D)",1970
NA,"Blue Crest",NA,"Bars/Clubs","5474 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0689881,42.3604937,NA,33928,"MI075",NA,1970
NA,"Brass Rail",NA,"Restaurant","6545 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0733316,42.3696695,NA,33929,"MI076","(R),(M)",1970
NA,"Compound","(After hours)","Bars/Clubs","8344 2nd","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0801976,42.3754069,NA,33930,"MI077","(YC),(C),(*)",1970
NA,"Diplomat","(brick front no name or number visible- nearest cross st. is Pingree)","Bars/Clubs","8540 2nd","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0816441,42.377603,NA,33931,"MI078","(YC),(D),(*)",1970
NA,"Eddy's Bar",NA,"Bars/Clubs","6642 E. Lafayette","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0072177,42.3487235,NA,33932,"MI079","(D),(*)",1970
NA,"Escape Lounge",NA,"Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1991412,42.3585696,NA,33933,"MI080","(YC),(D),(*)",1970
NA,"Foster's Chez Lounge",NA,"Bars/Clubs","323 E. Larned","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0423343,42.3308526,NA,33934,"MI081","(B),(RT),(*)",1970
NA,"Gold Dollar","($1.00 adm. tourists)","Bars/Clubs","3127 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0598049,42.3433278,NA,33935,"MI082","(M),(S),(*)",1970
NA,"La Rosa",NA,"Bars/Clubs","731 Bates","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0446001,42.3322575,NA,33936,"MI083","(RT)",1970
NA,"Palais",NA,"Bars/Clubs","655 Beaubien","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0415287,42.3330212,NA,33937,"MI084","(G)",1970
NA,"Pink Lady",NA,"Bars/Clubs","8323 Linwood","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1043978,42.3666561,NA,33938,"MI085","(G),(M)",1970
NA,"Silver Star",NA,"Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1969255,42.3636956,NA,33939,"MI086",NA,1970
NA,"Ten-Eleven",NA,"Bars/Clubs","1011 Farmer","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0451498,42.3321094,NA,33940,"MI087","(RT),(*)",1970
NA,"Twilight Zone",NA,"Bars/Clubs","9385 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1975742,42.3647864,NA,33941,"MI088",NA,1970
NA,"Woodward Lounge","(neon usually off can enter thru parking lot in rear)","Bars/Clubs","6424 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0721831,42.3689125,NA,33942,"MI089","(*)",1970
NA,"Aero Vapor Steam Baths",NA,"Baths","1237 S.W. 3rd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6774713,45.5146785,NA,49695,"OR063",NA,1970
NA,"Benson Hotel Bar","(cocktail hour)","Bars/Clubs,Hotel","309 S. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6788083,45.5217905,NA,49696,"OR064","(M),(PE)",1970
NA,"Club Northwest",NA,"Bars/Clubs","Everett at N.W. 4th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.674474,45.525239,NA,49697,"OR065","(D),(G),(*)",1970
NA,"Dahl & Penne","(best after 1am)","Bars/Clubs","Alder at 2nd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.674179,45.518676,NA,49698,"OR066","(M)",1970
NA,"Derek's",NA,"Bars/Clubs","820 S.W. Oak","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6797505,45.5224094,NA,49699,"OR067","(YC),(*)",1970
NA,"Dinty Moore's",NA,"Bars/Clubs","924 S.W. 3rd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6760635,45.5163658,NA,49700,"OR068","(M),(RT)",1970
NA,"Fiddler's Three",NA,"Bars/Clubs","728 S.W. 9th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6810407,45.5193448,NA,49701,"OR069","(*)",1970
NA,"Other Inn",NA,"Bars/Clubs","242 S.W. Alder","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6747764,45.5184386,NA,49702,"OR070",NA,1970
NA,"Purple Cat",NA,"Bars/Clubs","624 S.W. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6590699,45.5227451,NA,49703,"OR071",NA,1970
NA,"Red Carpet","Greyhound Bus Depot","Bars/Clubs","Taylor at S.W. 6th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.679372,45.517759,NA,49704,"OR072","(M)",1970
NA,"Tavern",NA,"Bars/Clubs","122 S.W. Yamhill","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6742903,45.5171234,NA,49705,"OR073","(*)",1970
NA,"Timber Topper Lounge","(best after 1am) Washington Hotel","Bars/Clubs,Hotel","Washington at S.W. 12th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.683228,45.521914,NA,49706,"OR074","(*)",1970
NA,"Workout Baths",NA,"Baths","531 S.W. 12th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6839493,45.5214476,NA,49707,"OR075","(*)",1970
NA,"Aquarius","(after hours)","Bars/Clubs","4729 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.826254,32.814082,NA,32738,"S655","(D),(YC),(P),(*)",1971
NA,"Atlantis",NA,"Bars/Clubs","2116 N. Field at Cedar Spags.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7782442,32.8116948,NA,32745,"S725","(D),(YC),(P),(*)",1971
NA,"Bayou",NA,"Bars/Clubs","3717 Rawlins","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8058485,32.8102402,NA,32757,"S902","(D),(YC),(P),(*)",1971
NA,"Bev's",NA,"Bars/Clubs","4737 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8264604,32.8141947,NA,32768,"S981","(D),(P)",1971
NA,"Club Bon Soir",NA,"Bars/Clubs","5601 W. Lovers Lane","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8173898,32.8515489,NA,32794,"S1780",NA,1971
NA,"Gallery One",NA,"Bars/Clubs","3113 Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.786515,32.7914493,NA,32849,"S2968",NA,1971
NA,"Gene's Music Box","(also (C) after hours)","Bars/Clubs","307 S. Akard","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7991905,32.7787511,NA,32862,"S3070","(C),(RT)",1971
NA,"Horseshoe",NA,"Bars/Clubs","1305 Commerce","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.800544,32.7798267,NA,32882,"S3547","(M)",1971
NA,"Jeno's",NA,"Bars/Clubs","4818 Gaston","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7697889,32.7990618,NA,32890,"S3706","(M)",1971
NA,"Lil Tiff's",NA,"Bars/Clubs","2906 N. Henderson","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7845843,32.8204348,NA,32913,"S4209","(G)",1971
NA,"Lone Star Drive In","(after hours)
","Theatre","6412 Lemmon","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8305774,32.8362571,NA,32919,"S4277","(C)",1971
NA,"Ronsue's","(called Ronnie Sue's)","Bars/Clubs","3236 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.79917,32.8034697,NA,32990,"S6144","(*)",1971
NA,"Swinger",NA,"Bars/Clubs","4419 Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7772034,32.7992402,NA,33016,"S6748","(*)",1971
NA,"T.J.'s","(That Joint)
","Bars/Clubs","3307 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7995028,32.8044814,NA,33022,"S6778","(*)",1971
NA,"Trio Coffee Shop","(after hours)","Restaurant","3541 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7984536,32.8064729,NA,33051,"S7169",NA,1971
NA,"Villa Fontana","near Live Oak","Bars/Clubs","1315 Skiles","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.786291,32.791936,NA,33067,"S7437","(*)",1971
NA,"Barbary Coast",NA,"Bars/Clubs","2549 Grand River","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0626904,42.3376546,NA,33943,"MI105","(S),(G),(D),(M),(*)",1971
NA,"Blue Crest",NA,"Bars/Clubs","5474 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0689881,42.3604937,NA,33944,"MI106",NA,1971
NA,"Brass Rail",NA,"Restaurant","6545 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0733316,42.3696695,NA,33945,"MI107","(R),(M)",1971
NA,"Climax","(After hours)(next to Eddy's)","Bars/Clubs","6642 E. Lafayette","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0072177,42.3487235,NA,33946,"MI108","(C),(YC),(*)",1971
NA,"Eddy's Bar",NA,"Bars/Clubs","6642 E. Lafayette","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0072177,42.3487235,NA,33947,"MI109","(D),(*)",1971
NA,"Eight Seventy Club","(Diplomat)(bet. 3rd & Hamilton)","Bars/Clubs","870 Six Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0896157,42.4180595,NA,33948,"MI110","(D),(*)",1971
NA,"Escape Lounge",NA,"Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1991412,42.3585696,NA,33949,"MI111","(YC),(D),(*)",1971
NA,"Foster's Chez Lounge",NA,"Bars/Clubs","323 E. Larned","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0423343,42.3308526,NA,33950,"MI112","(B),(RT),(*)",1971
NA,"Gold Dollar","(touristy)($1.00 admission)","Bars/Clubs","3127 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0598049,42.3433278,NA,33951,"MI113","(M),(S)",1971
NA,"Jerry's",NA,"Bars/Clubs","9385 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1975742,42.3647864,NA,33952,"MI114",NA,1971
NA,"La Rosa",NA,"Bars/Clubs","731 Bates","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0446001,42.3322575,NA,33953,"MI115","(RT)",1971
NA,"Manor Bar","(Grosse Point)","Bars/Clubs","18450 Mack at Manor","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9131971,42.4098762,NA,33954,"MI116",NA,1971
NA,"Palais",NA,"Bars/Clubs","655 Beaubien","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0415287,42.3330212,NA,33955,"MI117","(G)",1971
NA,"Pink Lady",NA,"Bars/Clubs","8323 Linwood","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1043978,42.3666561,NA,33956,"MI118","(G),(M)",1971
NA,"Silver Star",NA,"Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1969255,42.3636956,NA,33957,"MI119",NA,1971
NA,"Ten-Eleven",NA,"Bars/Clubs","1011 Farmer","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0451498,42.3321094,NA,33958,"MI120","(RT),(*)",1971
NA,"Woodward Cocktail bar","(neon usually off- can enter thru parking lot in rear)","Bars/Clubs","6426 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0721051,42.3689354,NA,33959,"MI121","(*)",1971
NA,"Ye Iron Hinge","(The Hinge)","Bars/Clubs","7614 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0743368,42.3728589,NA,33960,"MI122","(YC),(D),(*)",1971
NA,"Aero Vapor Steam Baths",NA,"Baths","1239 S.W. 3rd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6774785,45.5146654,NA,49708,"OR083",NA,1971
NA,"Benson Hotel Bar","(cocktail hr.)","Bars/Clubs,Hotel","309 S. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6788083,45.5217905,NA,49709,"OR084","(M),(PE)",1971
NA,"Bohemian",NA,"Restaurant","910 S.W. Washington","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6805505,45.5210868,NA,49710,"OR085","(R),(D),(*)",1971
NA,"Club Northwest",NA,"Bars/Clubs","Everette at N.W. 4th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.674474,45.525239,NA,49711,"OR086",NA,1971
NA,"Dahl & Penne","(best time is after 1 a.m.)","Bars/Clubs","Alder at 2nd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.674179,45.518676,NA,49712,"OR087","(M)",1971
NA,"Derek's",NA,"Bars/Clubs","820 S.W. Oak","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6797505,45.5224094,NA,49713,"OR088","(YC),(HIP),(*)",1971
NA,"Dinty Moore's",NA,"Bars/Clubs","924 S.W. 3rd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6760635,45.5163658,NA,49714,"OR089","(M),(RT)",1971
NA,"Other Inn",NA,"Bars/Clubs","242 S.W. Alder","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6747764,45.5184386,NA,49715,"OR090",NA,1971
NA,"Pied Piper",NA,"Bars/Clubs","1217 Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6532693,45.519498,NA,49716,"OR091","(D),(RT),(*)",1971
NA,"Purple Cat",NA,"Bars/Clubs","624 S.W. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6590699,45.5227451,NA,49717,"OR092",NA,1971
NA,"Red Carpet","Greyhound Bus Depot","Bars/Clubs","Taylor at S.W. 6th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.679372,45.517759,NA,49718,"OR093","(M)",1971
NA,"Roman's Tavern",NA,"Bars/Clubs","728 S.W. 9th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6810407,45.5193448,NA,49719,"OR094","(YC),(*)",1971
NA,"The Tavern",NA,"Bars/Clubs","122 S.W. Yamhill","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6742903,45.5171234,NA,49720,"OR095","(*)",1971
NA,"Workout Baths",NA,"Bars/Clubs","531 S.W. 12th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6839493,45.5214476,NA,49721,"OR096","(*)",1971
NA,"Cellar","(below Andy's)","Bars/Clubs","2210 High St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6971413,45.5204306,NA,49722,"OR097","(M)",1971
NA,"Marion Hotel Bar",NA,"Bars/Clubs,Hotel","200 Commerical S.E.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.7755802,45.4329977,NA,49723,"OR098","(M)",1971
NA,"Bayou Club",NA,"Bars/Clubs","3717 Rawlins","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8058485,32.8102402,NA,32758,"S903","(YC),(D),(P),(*)",1972
NA,"Chip Inn",NA,"Bars/Clubs","3224 N.Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7933462,32.8173516,NA,32781,"S1652","(G)",1972
NA,"Club Bon Soir",NA,"Bars/Clubs","5601 W. Lovers Lane","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8173898,32.8515489,NA,32795,"S1781","(D),(P),(*)",1972
NA,"Dan's Kitchen","(after hours weekends)","Bars/Clubs","4214 Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7783658,32.7971513,NA,32817,"S2148","(C)",1972
NA,"Gallery One",NA,"Bars/Clubs","3113 Like Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8192722,32.7972306,NA,32850,"S2969",NA,1972
NA,"Gallery Restaurant",NA,"Restaurant","4234 Oaklawn","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8019635,32.8205236,NA,32851,"S2970","(R)",1972
NA,"Gene's Music Box","(also (C) after hours weekends)","Bars/Clubs","307 S. Akard","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7991905,32.7787511,NA,32863,"S3071","(RT),(*),(C)",1972
NA,"Highlander",NA,"Bars/Clubs","Monticello nr. Central Expswy.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.783243,32.826478,NA,32881,"S3435","(G)",1972
NA,"Horseshoe",NA,"Bars/Clubs","1305 Commerce","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.800544,32.7798267,NA,32883,"S3548","(M)",1972
NA,"Jeno's",NA,"Bars/Clubs","4818 Gaston","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7697889,32.7990618,NA,32892,"S3708","(M)",1972
NA,"King of Clubs","(some (G))","Bars/Clubs","2116 N. Field at Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.804725,32.786032,NA,32903,"S3908","(YC),(D),(P),(*)",1972
NA,"Orchard Club","P.S.W. (YC)(P) (no booze) Henderson St.","Bars/Clubs","2311 N. Henderson","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7782753,32.8141171,NA,32962,"S5185","(D),(P),(*),(YC)",1972
NA,"Ronsue's","((S) on Sundays ) (called Ronnie Sue's)","Bars/Clubs","3236 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.79917,32.8034697,NA,32991,"S6145","(*),(S)",1972
NA,"Swinger","(no neon sign)","Bars/Clubs","4419 Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7772034,32.7992402,NA,33017,"S6749","(W),(*)",1972
NA,"T.J.'s","(also (C) after hours weekends)","Bars/Clubs","3307 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7995028,32.8044814,NA,33028,"S6788","(D),(YC),(C)",1972
NA,"The House","(after hours)","Bars/Clubs","2511 Ross","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7969879,32.7766642,NA,33042,"S6930","(P),(D)",1972
NA,"Trio Coffee Shop",NA,"Bars/Clubs","3541 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7984536,32.8064729,NA,33056,"S7174",NA,1972
NA,"Villa Fontana",NA,"Bars/Clubs","1315 Skiles nr. Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7778762,32.7981211,NA,33071,"S7441",NA,1972
NA,"Auto City Motel",NA,"Hotel","660 Stimson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0603994,42.3450952,NA,33961,"MI136","(H)",1972
NA,"Barbary Coast",NA,"Bars/Clubs","2765 Grand River","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0651035,42.3386739,NA,33962,"MI137","(M)",1972
NA,"Belcrest Hotel",NA,"Bars/Clubs,Hotel","5440 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.068431,42.3599715,NA,33963,"MI138","(M)",1972
NA,"Bitter Lemon Lounge",NA,"Bars/Clubs","6307 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0098575,42.3437573,NA,33964,"MI139","(*)",1972
NA,"Blue Crest",NA,"Bars/Clubs","5474 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0689881,42.3604937,NA,33965,"MI140",NA,1972
NA,"Brass Rail",NA,"Restaurant","6545 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0733316,42.3696695,NA,33966,"MI141","(R)",1972
NA,"Climax","(after hours)(back door- next to Eddy's)","Bars/Clubs","6642 Lafayette","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0072177,42.3487235,NA,33967,"MI142","(YC),(C),(*)",1972
NA,"Eddy's Bar","(weekends only)","Bars/Clubs","6642 Lafayette","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0072177,42.3487235,NA,33968,"MI143","(D)",1972
NA,"Eight-Seventy-Club","(also Bookie's or Gagen's)","Bars/Clubs","870 Six Mile Rd. near Hamilton","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0896157,42.4180595,NA,33969,"MI144","(YC),(D),(*)",1972
NA,"Escape Lounge",NA,"Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1991412,42.3585696,NA,33970,"MI145","(YC),(D),(*)",1972
NA,"Foster's Chez Lounge",NA,"Bars/Clubs","323 E. Larned","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0423343,42.3308526,NA,33971,"MI146","(B),(RT),(*)",1972
NA,"Gold Dollar","(touristy)($1.00 admission)","Bars/Clubs","3127 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0598049,42.3433278,NA,33972,"MI147","(M),(S)",1972
NA,"La Rosa's",NA,"Bars/Clubs","731 Bates","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0446001,42.3322575,NA,33973,"MI148","(B),(RT)",1972
NA,"Manor Bar","(Gross point)","Bars/Clubs","18450 Mack at Manor","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9131971,42.4098762,NA,33974,"MI149",NA,1972
NA,"Morrie's","(also called Darrel's Place)","Bars/Clubs","7404 Michigan","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1347942,42.3313606,NA,33975,"MI150","(S)",1972
NA,"Palais",NA,"Bars/Clubs","655 Beaubien","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0415287,42.3330212,NA,33976,"MI151","(G),(RT)",1972
NA,"Silver Star",NA,"Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1969255,42.3636956,NA,33978,"MI153",NA,1972
NA,"Ten Eleven","(may be moving to Griswold & State)","Bars/Clubs","1001 Farmer","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0446064,42.3325387,NA,33979,"MI154","(RT)",1972
NA,"Third Man Lounge","(bet. 7 & 8 Mile Rds.)","Bars/Clubs","19326 Conant","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0755435,42.4358992,NA,33980,"MI155",NA,1972
NA,"Town Pump- Hotel Royal Palm","(go-go boys)","Bars/Clubs,Hotel","2305 Park at Montcalm","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0533373,42.3388103,NA,33981,"MI156",NA,1972
NA,"Trainor's","(Royal Oak)","Bars/Clubs","1627 S. Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.050363,42.336136,NA,33982,"MI157","(M),(YC)",1972
NA,"Woodward Cocktail Lounge","(no neon sign, but don't miss it! Can enter thru parking lot in rear)","Bars/Clubs","6426 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0721051,42.3689354,NA,33983,"MI158","(*)",1972
NA,"Ye Iron Hinge","(called 'The Hinge')","Bars/Clubs","7614 Woodword","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0743368,42.3728589,NA,33984,"MI159","(YC),(D),(*)",1972
NA,"Aero Vapor Steam Baths",NA,"Baths","1239 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6774785,45.5146654,NA,49724,"OR104",NA,1972
NA,"Annex (Derek's)",NA,"Bars/Clubs","820 S.W. Oak","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6797505,45.5224094,NA,49725,"OR105","(*)",1972
NA,"Benson's Hotel Bar","(cocktail hour)","Bars/Clubs,Hotel","309 S.W. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6788083,45.5217905,NA,49726,"OR106","(M),(PE)",1972
NA,"Club Northwest",NA,"Bars/Clubs","217 N.W. 4th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6746889,45.5248301,NA,49727,"OR107","(G),(D)",1972
NA,"Dahl & Penne","(best after 1 am)","Bars/Clubs","Alder at 2nd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.674179,45.518676,NA,49728,"OR108","(W),(RT),(M)",1972
NA,"Demas Tavern",NA,"Bars/Clubs","208 N.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6729315,45.5247845,NA,49729,"OR109","(G)",1972
