"title","description","type","city","state","country","publication","year","notes"
"The Connection","Tel.(305)4209229. Mellow atmosphere-excellent fondue dinners. Recommend.
Gay women and men. No straights. Occasional live music. IA
great restaurant.""
","Bar/Restaurant","Orlando","FL","United States","Gaia's Guide",1981,""
"Parliament House","el.«25-7571.""A fine restaurant. Fancy or economy dining."" ","Restaurants","Orlando","FL","United States","Gaia's Guide",1981,""
"Parliament House","Tel--25-7571. Motor Inn accomodation with swimming pool—part
gay super-complex. Highly recommended.
","Motels","Orlando","FL","United States","Gaia's Guide",1981,""
"Fiesta Room","Tel.(904)763-1461.""A fun bar"".--Dancing","Bars","Panama City","FL","United States","Gaia's Guide",1981,"This is listed under Panama City, but there is no Palafox street in Panama City, only Pensacola."
"Aquarius","Tel.(904)455-9006.","Bars","Pensacola","FL","United States","Gaia's Guide",1981,""
"Quiet Village","Tel.432-3894.","Bars","Pensacola","FL","United States","Gaia's Guide",1981,""
"Red Quarter","Tel.(904)433-9229. Open 8pm-2am.","Show-Bars","Pensacola","FL","United States","Gaia's Guide",1981,""
"The Town Line","Tel.781-0445.Supper
club/snow-bar. ","Bar/Restaurant","Pompano Beach","FL","United States","Gaia's Guide",1981,""
"Mother's","Tel.639-3257.","Bars","Punta Gorda","FL","United States","Gaia's Guide",1981,""
"Daughters of Bilitis (D.O.B.)","Monthly meeUngs plus social activities Which include weekend
ping trips, deep-sea fishing and beach cookouts. 100% gay
_______ The D.O.B. is the oldest lesbian organization in the
""OM14. They share space with the women's center","Groups","Sarasota","FL","United States","Gaia's Guide",1981,""
"M.C.C.","Tel. (813)366-5838.","Religious Groups","Sarasota","FL","United States","Gaia's Guide",1981,""
"Ryan's Someplace Else","Tel. (813)355-7569 .Recommended.
","Bars","Sarasota","FL","United States","Gaia's Guide",1981,""
"The Stingers","","Bar/Restaurant","Sarasota ","FL","United States","Gaia's Guide",1981,""
"Pagoda","Te l. (9 04 ) 824-
2970.Women's resort with swimming pool, theate r, dance studio,
library, natural foods, craft store, sail boats. Women’s groups
perform there regularly and there’s disco dancing. This place
gets nothing but the highest recommendations. It’s totally
unique.
","Resorts","St. Augustine","FL","United States","Gaia's Guide",1981,""
"Kitty's Bar","Tel.(813)894-
2184. Recommended","Bars","St. Petersburg","FL","United States","Gaia's Guide",1981,""
"Marilyn's Closet","","Bars","St. Petersburg","FL","United States","Gaia's Guide",1981,""
"Wedgewood Inn","Tel.823-
""600.Motel/dlsco/restaurant. Very highly recommended.
","Motels","St. Petersburg","FL","United States","Gaia's Guide",1981,""
"Panhandle Mining Co.","","Bars","Tallahassee","FL","United States","Gaia's Guide",1981,""
"21st Century Fox","Tel.(904 )599-
2-0.81g disco/pool room. Young crowd — 30% gay women.
","Bars","Tallahassee","FL","United States","Gaia's Guide",1981,""
"Co-Op Books & Records","P.o. Box 2436, 648-652 West Tennessee Street, 32304. Tel.222-6677. Feminist, gay left and black literature. Also poetry and fiction, alternative technology, health, herb and dope books. Women's albums and GAIA'S GUIDE. -""We are a good resource center for the local community.""","Bookstore","Tallahassee","FL","United States","Gaia's Guide",1981,""
"Women's Center","Tel. (813)251-4 089.Coffeehouse/books to re, clinic.
","Women's Centers","Tampa","FL","United States","Gaia's Guide",1981,""
"Everywoman's Center","Tel.(813)974-2654.","Women's Centers","Tampa","FL","United States","Gaia's Guide",1981,""
"Margie's 4427 Club","Tel.879-
9459.A dance bar with a pool table and very friendly atmosphere.
Clientel: 100% women. Open till 3am and very highly recommended.
","Bars","Tampa","FL","United States","Gaia's Guide",1981,""
"Carousel Disco","Te 1. (813 )251-
9887.Dancing, pool tables, weekend shows and friendly people.
Recommended","Bars","Tampa","FL","United States","Gaia's Guide",1981,""
"Old Plantation","Tel.(813)251-
9754. disco and game room. Open at 4pm.
9453.Disco/dance bar. Very highly recommended.
","Bars","Tampa","FL","United States","Gaia's Guide",1981,""
"Ohio Bar","Tel.229-9065.
","Bars","Tampa","FL","United States","Gaia's Guide",1981,""
"El Goya","Tel.(813)247-2711.Mixed
gay disco—recommended","Bars","Tampa","FL","United States","Gaia's Guide",1981,""
"Rene's Lounge","Tel.(813)872-9631.Highly recommended gay super-bar with 2
Swimming pool. There are barbecues and tea dances. It’s a real 1
old-timer.
","Bars","Tampa","FL","United States","Gaia's Guide",1981,""
"Susie's Bridge Club","BYOB.","Bars","Tampa","FL","United States","Gaia's Guide",1981,""
"Ki Ki Ki Saloon","","Bar/Restaurant","Tampa","FL","United States","Gaia's Guide",1981,"The name seems like a direct KKK reference? Not sure whether to check race if so."
"R.J.'s Rendezvous","Tel. 247-1737.
","Bar/Restaurant","Tampa","FL","United States","Gaia's Guide",1981,""
"Denny's","Tel.258-6411.Mostly gay
clientele at night.","Restaurants","Tampa","FL","United States","Gaia's Guide",1981,""
"Feminist Connection","Tel.(813)251-4089.","Feminist Bookstore","Tampa","FL","United States","Gaia's Guide",1981,""
"Lou's Pub","Tel.833-6282. .Beer/wlne/sandwlches/pool tables/pin-bail. Open noon daily-
& Sunday. (1-95 to Southern Blvd, exit, go east to 1st light,
,o south 1 1/2 blocks).
","Bars","West Palm Beach","FL","United States","Gaia's Guide",1981,""
"The Citadel","Te 1.8 4 2-7 032 .Sho w-
bar/private club for members and guests","Bars","West Palm Beach","FL","United States","Gaia's Guide",1981,""
"Orion","","Bars","West Palm Beach","FL","United States","Gaia's Guide",1981,""
"Gay Social Services of Central Florida","Gay information service.","Services","Winter Park","FL","United States","Gaia's Guide",1981,""
"Outer LImits","Tel.(813)247-9754. disco and game room. Open at 4pm.
","Bars","Ybor City","FL","United States","Gaia's Guide",1981,""
"Womansword","This is
the newsletter of the United Dykes of Athens (UDA). Monthly.
","Publications","Athens","GA","United States","Gaia's Guide",1981,""
"Atalanta","Tel. (404)523-7786. High quality lesbian/f eminis tmonthly. It’s a powerhouse of
information and
resources about the scene in the south.
$3.50 per year","Publications","Atlanta","GA","United States","Gaia's Guide",1981,""
"Cruise","Te l. ( 4 04 )23 1 -
1057.Monthly magazine of travel and entertainment for gay men and
Nomen. Up to date bar and restaurant guides and at least refers
to the women’s scene. $15.00 per year or $2.00 per copy.
","Publications","Atlanta","GA","United States","Gaia's Guide",1981,""
"Atlanta Gay Central","","Publications","Atlanta","GA","United States","Gaia's Guide",1981,""
"ALFA","Tel. (404)523-
7786.They have their own center: ALFA HOUSE (ALFA-Atlanta Lesbian
feminist Alliance)—switchboard service, workshops, socials by
D0GYWOMEN plus softball and coffeehouse nights. $8.00 membership
includes ATALANTA subscription.
","Women's Centers","Atlanta","GA","United States","Gaia's Guide",1981,""
"Atlanta Gay Center","Tel.876-5372.""A comfortable ■
place for all of us to meet.""
","Centers","Atlanta","GA","United States","Gaia's Guide",1981,""
"Atlanta Gay Center Helpline","Tel .892-0661.Dally From
6pm-llpn. The center also has a library and newsletter","Services","Atlanta","GA","United States","Gaia's Guide",1981,""
"Boogie Women","—at Alfa House, 1326 Me Lendon Ave.,N.E.,
30307. Tel. (401)523-7786. Provides an alternative to the bars: ?
Sunday nights soirees a month plus musical evenings and
discussions.
","Social Groups","Atlanta","GA","United States","Gaia's Guide",1981,""
"Ms. Garbo","Tel.(404)321-0054.Additional phone number: 634-9145
","Bars","Atlanta","GA","United States","Gaia's Guide",1981,""
"Club Sheba","Tel.( 404 )522-
5834. Basically a woman’s bar and basically black.
Dancing/food/pool/video games and pin-ball. ""Anyone with a good
attitude is welcome"". They sell GAIA'S GUIDE and are very highly
recommended. Open 6pm-3am and 4am weekends.
","Bars","Atlanta","GA","United States","Gaia's Guide",1981,""
"Starlite Lounge","Tel.881-
9308.Dancing, pool table, pin-ball. Opens 2pm weekdays and 3an-
4am weekends. Recommended.
","Bars","Atlanta","GA","United States","Gaia's Guide",1981,""
"Back Street","Super disco in several bars—recommended","Bars","Atlanta","GA","United States","Gaia's Guide",1981,""
"Shelly's Place","Restaurant/lounge. 30%
gay women and highly recommended.","Bar/Restaurant","Atlanta","GA","United States","Gaia's Guide",1981,""
"Showcase Cabaret","","Bar/Restaurant","Atlanta","GA","United States","Gaia's Guide",1981,""
"Gallus","Sunday nights are
especially recommended","Bar/Restaurant","Atlanta","GA","United States","Gaia's Guide",1981,""
"Gene & Gabe's","Tel.876-
9426. Northern Italian cooking—recommended gay-owned restaurant.
","Restaurants","Atlanta","GA","United States","Gaia's Guide",1981,""
"Jim's Grill","Tel.876-2749.0pen 24 hours.","Restaurants","Atlanta","GA","United States","Gaia's Guide",1981,""
"Cheshire Kat","Open 24 hours.","Restaurants","Atlanta","GA","United States","Gaia's Guide",1981,""
"Sweet Gum Head","Tel. 634-
2922.A good mixture of gay women and men","Show-Bars","Atlanta","GA","United States","Gaia's Guide",1981,""
"The Onyx","Tel.(404)523-9105.
","Show-Bars","Atlanta","GA","United States","Gaia's Guide",1981,""
"Magic Garden","Tel.875-
0119.Pool tables under the trees.","Show-Bars","Atlanta","GA","United States","Gaia's Guide",1981,""
"Charis Books","Tel. (404)524-0304","Feminist Bookstore","Atlanta","GA","United States","Gaia's Guide",1981,""
"Feminist Women's Health Center","Tel. 874-7551. Many facilities and services
including a self-help
artificial insemination clinic","Health Center","Atlanta","GA","United States","Gaia's Guide",1981,""
"Redwood","New and nice
d13co—beautiful people.
","Bars","Macon","GA","United States","Gaia's Guide",1981,""
"Ferity","Monthly feminist magazine. $3.00 per year","Publications","Honolulu","HI","United States","Gaia's Guide",1981,""
"Y.W.C.A.","_
Y.W.C.A. —University Avenue. Across the Street frot
campus of Mahoa University.—Small library and referrals","Services","Honolulu","HI","United States","Gaia's Guide",1981,""
"Sexual Identity Center","A center for all people-- counselling and referrals—their
publication: HAWAIIAN SUNRISE.
","Centers","Honolulu","HI","United States","Gaia's Guide",1981,""
"Lorraine's Cocktail Lounge","Tel.538-9477.A gay club: 75% gay men plus gay women and a few
straights. Pool table and entertainment. Open noon-2am.
","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"Tahiti Bar","Tel.538-9748.Sone
straights but o.k.—open: 10am-2am.
","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"Cocktail Center","Pool table—no dancing. A
real old-timer and probably your best bet In Honolulu-)
","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"Hula's Bar and Lei Stand","Tel.923-
0669.There's a banyan tree outside and a disco inside. Highly
recommended especially after 11pm.—Located across from the Kuhio
Theater) .
","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"Hamburger Mary's","","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"Red Bamboo","Daily brunches, dinners, shows and entertainment","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"The Blowhole","Swimming pool — located
across from Kapioland Park.
","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"The Glades","A bar and tables--
gives a good honest drink and a good show.
","Bars","Honolulu","HI","United States","Gaia's Guide",1981,""
"Red Bamboo","Daily brunches, dinners, shows and entertainment","Bar/Restaurant","Honolulu","HI","United States","Gaia's Guide",1981,""
"Yours 'n' Mine","Piano bar/restaurant.","Restaurants","Honolulu","HI","United States","Gaia's Guide",1981,""
"Woman's Word","Tel.53°
349 6. Occupying space in THE ARTIFACTORY, this is a bookstore
featuring literature by, forand about women and non-sexist
children's books.
","Feminist Bookstore","Honolulu","HI","United States","Gaia's Guide",1981,""
"Artifactory","Te 1.538-3496, A
Sonan-owned arts and crafts shop. Local artists featured. imports
and other special things","Jewelry/Crafts","Honolulu","HI","United States","Gaia's Guide",1981,""
"House of Music","Has OLIVIA records
I and other women's music.","Record Shop","Honolulu","HI","United States","Gaia's Guide",1981,""
"Waiki Drug Clinic","Tel.922-4787.HOTLINE:922-1313. VD screening/gay counselling/medical advice. Friday is gay night. 7:30pm-10:30pm.","Health Center","Honolulu","HI","United States","Gaia's Guide",1981,""
"B.S.U. Women's alliance","Tel. (208)467-1360. Located in the Student
Union Building—a feminist student group with very strong lesbian
participation. Regular meetings, social activities and referrals.
They sell GAIA'S GUIDE.
","Groups","Boise","ID","United States","Gaia's Guide",1981,""
"Shuckey's","Tel.(208)342-9558. Nice atmosphere--the owners believe that 'Gay is Good' and welcome gay women.","Bars","Boise","ID","United States","Gaia's Guide",1981,""
"San Francisco Bridge Works","Tel.(208)336-
8373.Highly recommended","Bars","Boise","ID","United States","Gaia's Guide",1981,""
"Bernie's","","Bars","Pocatello","ID","United States","Gaia's Guide",1981,""
"Hide-A-Way","Tel.(312)395-8839.Gay
Private resort.Restaurant/lounge/lodglng/camping/boating/cardsand
nany games. ""Fun, clean, reasonable and gay.""
","Resorts","Antioch","IL","United States","Gaia's Guide",1981,""
"Aurora Gay People's Alliance","Tel.879- 3714","Groups","Aurora","IL","United States","Gaia's Guide",1981,""
"The Spectrum","Tel.897-2180.Open 9pm-lan.
Closed Mondays.
","Bars","Aurora","IL","United States","Gaia's Guide",1981,""
"The Patch","Tel.891-9854.Open: noon-2am.","Bars","Calumet City","IL","United States","Gaia's Guide",1981,""
"Gallagher's (Our Way II)","Tel.862-9706.Open 7pm-4am.
Dance bar.","Bars","Calumet City","IL","United States","Gaia's Guide",1981,""
"The Pour House","Tel. 89 1-94 7 6. Open 7pn-
4am. Dance bar.","Bars","Calumet City","IL","United States","Gaia's Guide",1981,""
"Bank Vault","Tel.891-9471.
","Bars","Calumet City","IL","United States","Gaia's Guide",1981,""
"Mr. B's Club","Tel.(312)862-1221.Beer & mixed drinks, up-to-date juke box which
allows our customers to have good conversations without having to
shout. Dancing and pin-ball. Open from 2pm-Sun-Tues;Weds-Sat fron
7pm. Some straights but no hassle. Gay women most welcome.
","Bars","Calumet City","IL","United States","Gaia's Guide",1981,""
"Carbondale Women's Center","Tel.(618)457-0347-Has a library.
","Women's Centers","Carbondale","IL","United States","Gaia's Guide",1981,""
"Washington Street Underground","Dance bar with good seating and 3 pool tables • I
many pin-ball machines. Disco nlghts--partying and social I
atmosphere. Very highly recommended","Bars","Carbondale","IL","United States","Gaia's Guide",1981,""
"Switchboard","Tel.348-8040.7pm-lam.
","Services","Champaign","IL","United States","Gaia's Guide",1981,""
