"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Metropolitan Community Church","Religious Groups","","Gainesville","FL","-Tel. 495-3378, tape.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lee Cafe","Restaurants","1529 Lee Street","Fort Myers","FL","-Tel 332-5335 Breaklasl/ lunch / dinner","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Junction","Bars","1261 King St. ","Jacksonville","FL","#NAME?","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Parliament House Motor Inn","Resorts/Hotels/Guest Houses","410 North Orange Blossom Trail","Orlando","FL","32805 -Tel. (407)425-7571. One hundred and twenty deluxe rooms, A/C
and Cable TY, Olympic swimming pool, white sand beach on Rock Lake,
speciality shops, 20, 000 square foot of night club with Piano Lounge I
Powerhouse Disco/ Centroplex Lounge/ 250 seat Foot light Theater/ pool bar/ white sand regulation volley ball court. Three acres of lighted, secured
parking. 24 hour full service restaurant. Nightclub hours: 10: 30am-to 2am.
Visa-Mastercard-American Express. -Great reports come In from all over the
world-be sure and say ""hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Beaux Arts","Coffee House/Art Gallery","7711 60th St","Pinellas Park","FL","North; 33565. -Tel. 544-7087. Established in 1911 and serves
FREE coffee and tea. cold drinks at$ 35 Art festivals/ poetry reading/ original song contests/ / movie
and TV shows / plus women's entertainment and occasional drag shows. Outdoor patio. An
established gay hang-out Open daily 6 30pm-midnight","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Hotline","Information Services","","Winter Park","FL","-Tel 843-4297. Referrals/ info/ & messages taken during the day for
counselor to call back from 8pm-m1dn1ght","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Zodiac Lounge","Bars","1645 South Ridgewood","Daytona","FL","-Tel 767-4624 Disco. light shows, wall panels and lighted floor Two shows nightly and a game room Open 3pm-2am A highly recommended old-timer","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay Hotline","Hotline","","Pinellas County","FL","for Pinellas County-Tel. 586-4297.","","","Specifies county, rather than City--I'm assuming this might mess up mapping?",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Rumours","Bars","4502 S. Dale Mabry","Tampa","FL","-Tel. 839-9716","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Jimmy January's","Bar / Restaurants","2135 Davie Blvd","Fort Lauderdale","FL","-Tel. 587-0938","*","Bar / Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tomes and Treasures","Gay/Lesbian Bookstores","202 1/2 South Howard","Tampa","FL","-Tel. 251-9368","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","","Sarasota","FL","-Tel 951-6MCC","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Key West Business Guild","Information Services","PO Box 1208","Key West","FL","PO Box 1208; 33041 -Tel. 294-4603","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Southern Dreams","Bars","300 Southard","Key West","FL","-Tel. 294-4531. Live entertainment.","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Candlelight Club","Bars","2843 South Bayshore Drive","Miami","FL","-Tel. 441-1900","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"WEB - Women's Energy Bank ","Lesbian Social Group","","St. Petersburg","FL","Women's Energy Bank write: PO Box 15524: 33733-5524; -Tel. 823-5353 A
Not-For-Profit Organization for Lesbians and Women-identified Women Offering
cultural events(don't miss 'The Salon' when visiting St. Petersburg or Tamps), &library
monthly Alice B. Toklas Dinner, outdoor WEB. song WEB Their publication WOMYN'S
WORDS.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Rubyfruit Books","Alternative Bookstore","666 4 W. Tennessee St.","Tallahassee","FL","32304 / near Dewey. -Tel. 222-2627
Lesbian/ fem1n1st and gay titles/ non-sexist children's books/ posters I gifts/ records/ women's
music Bulletin board/ local info plus reading tables. author's discussion nights. They sell GAIA'S
GU IDE & lots of lesbian and feminist publications & are 'fem1n1s/t lesbian owned and operated'. Say
'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Marilyn's Closet","Bars","8302 4th Street","St. Petersburg","FL","North; -Tel. 895-9754","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Partners","Bars","625 East Dania Beach Boulevard","Fort Lauderdale","FL","-Tel 921-9893. Home of the 'Lesbian and Gay Square Dancing Club' .. opens 3pm daily
","***","Bars, Clubs, Coffeehouses","
",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"La Royale","Bars","100 Harrison Ave","Panama City","FL","Tel 763-9110 Extremely-popular bar/ restaurant Pool tables/ dancing/ outdoor patio La Royale Lounge is open from 1 pm-4am.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Hideaway","Bars","2022 North East 18th Street","Fort Lauderdale","FL","-Tel 566-8622 Video dance bar. pool tables. Bar-B-Que on Sundays afternoons. tropical patio bar","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tropical Dreams Bed and Breakfast","Hotels/Motels/Guest Houses Etc.","7600 SW 50th Ave","Miami","FL","c/o Brewer, 33143 -Tel 666-5203. A private home with one suite. Lesbian own d, phone
up first. no drop-ins.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Hotline Inc.","Information Services","","Tampa","FL","-Tel. 229-8839-7 days a week, 7pm-11am.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Center","Women's Center","2880 Ringling Blvd","Sarasota","FL","Tel 366 1700 The lesbian group '45&' meets there","****(*)","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Health Center","Health Centers / Clinics / Counseling / Practitioners","1225 8th Street","Daytona","FL","-Tel. 253-0008","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Rights Task Force","Information Services","","Miami","FL","Tel. 223-8300","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lifestyles","Bars","1303 Del Prado Blvd","Fort Myers","FL","Cape Coral ,Tel. 772-4440.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Zum Alten Fritz","Bar / Restaurants","1840 NE 4th Avenue","Miami","FL","German Restaurant and Knelpe, (between 18th & 19th-one block east of Biscayne Blvd. (Miami); -Tel. 374-7610.
Authentic German home-cooking. Authentic German beers on tap. Cozy,
homey atmosphere described in Germany as 'gemuetlich'. Beer garden
outdoors in front of the restaurant. Open M-F 11am-10pm / Sat. - 5pm-10pm & Sun. closed. Very, very highly recommended, as being your best bet for dining out in a gay restaurant in the area. 'hi' from GAIA . .. They also keep a referral list of lesbian bed and breakfast accomodation in the Miami area.","**","Bar / Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Palms","Information Services","","Fort Lauderdale","FL","Thanks for help with up-dating this section to THE PALMS, Restaurant and Bar
INFORMATION SERVICES HOTLINE -Tel. 537-3235","","","
",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Saturday's","Bars","4060 W New Haven Ave","Melbourne","FL","-Tel. 724-1510. Disco/ Juke box and DJ, pool tables, benefits, food is served. It's a private club with guest membership. located on U S 192 - 1 / 2 mile east of 1-95. ·straight by light and Gay by night' closes Mondays at 9pm. Say 'hi' from GAIA.","**(**)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church of the Holy Spirit","Religious Groups","330 SW 27th St.","Fort Lauderdale","FL","-Tel 462-2004. '360 people are involved There is a Women's Group, lots of social activities and we are trying to get more women involved, really nice. helpful. supportive people. say 'hi' from GAIA","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gainesville Women's Health Center","Health Centers / Clinics / Counseling / Practitioners","720 NW 23rd Ave","Gainesville","FL","-Tel. 377-5055 or
377-5551.
","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Palms Restaurant and Cabaret","Bar / Restaurants","2209 Wilton Drive","Fort Lauderdale","FL","33305 -Tel 563-2033. All-gay and all-friendly. Their menu looks fantastic, special coffees. extra special food. try the 'Palms Fish Scuffle' made fresh daily ... enjoy the shows, say 'hi' fromGAIA.","**","Bar / Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Joy Metropolitan Community Church ","Religious Groups","1815 East Robinson Sreet","Orlando","FL","services at the First Unitarian Church, 1815 East Robinson Street -Tel. 894-1081. They also hold a discussion group on Weds. at 7. 30pm at 2202 Curry Road.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"National Organization for Women","Organizations","","St. Petersburg","FL","-Tel. 823-3281","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","","Clearwater","FL","Tel. 546-8618","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Delta Deli","Restaurants","2269 First Street","Fort Myers","FL","Bradford Arcade; downtown -Tel 334-7806","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Roy's Green Parrot","Bars","1030 East Main Street","Lakeland","FL","-Tel. 683-2431","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Oasis Guest House","Hotels/Motels/Guest Houses Etc.","823 Fleming St. ","Key West","FL","-Tel 296-2131 Luxury guest house Pool hot tub. Mostly gay men but women always welcome","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Rose","Bars","2345-1 Cheshire Bridge Road ","Atlanta","GA","(at Lindbergh);· Tel. 320-1219","***","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Joanna Colrain","Counseling and Psychotherapy","314 Melrose Ave","Decatur","GA","30030 -Tel. 373-7629. 'Treatment of incest trauma. etc. •","","","",1989,"FALSE","FALSE","FALSE","TRUE","manual"
"Gallus","Bar / Restaurants","49 6th Street","Atlanta","GA","30308-Tel. 892-8983. A real old-timer, very gay and not to be
missed when visiting Atlanta.","*","Bar / Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Swiftwater","Camping for Women","","Dahlonega","GA","write: P O Box 2068; 30533-Tel. 864-3229. QUIET camping on a
pleasant, wooded peninsula of 2 acres-about half way between Dahlonega and the southern end of the Appalachian Trail. No children under 18 / no irritable pets/ no nudity-$5. 00 per night & $2. 50 for each women over two in the party Hike/ raft/ canoe/ fish & say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Dusty's Barbeque","Restaurants","1815 Briarcliff","Atlanta","GA","-Tel. 320-6264","*","Bar / Restaurants","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Reflections","Bars","1632 Walton Way","Augusta","GA","Tel. 733-2603. Bar with dance floor","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Augusta Lesbian / Gay Contacts","Group","PO Box 3411","Augusta","GA","write PO Box 3411; 30904; -Tel. 860-1091 They meet the first Tuesday of every mont h really nice people. mostly lesbians. Newsletter. Say 'hi' from GAIA","*","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Southern Wimen's Music and Comedy Festival","Events","","","GA"," (S. W. M. C. F. )-to be held in Georgia, U.S. A. -over Memorial Day Weekend, Thursday, May 25-May 29, 1989. Thousands of women In the woods!-Five days and four nights of music/ comedy/ swimming/ workshops/ crafts and a film festival. For more information, write: SWMCF, 15842 Chase Street, Sepulveda, CA; 91343-U. S. A. -Tel. (818)893-4075. ","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Atlanta Gay Center","Gay/Lesbian Center","63 12th Street","Atlanta","GA","30309-Tel.876-5372, 12noon-9pm, Mon
Fri. & noon-6pm Sat. Closed Sundays. Access for the deaf and for terminals.","***(**)","Organizations","",1989,"FALSE","FALSE","FALSE","TRUE","manual"
"Charis Books & More","Feminist Bookstore","419 Moreland Avenue","Atlanta","GA","30307(near Euclid)- -
Tel. 542-0304. Feminist, lesbian, gay books and records. Couches for reading
& a children's play loft. Referral service plus buttons, posters, jewlery,
magazines, cards. Anti-sexist and anti-racist children's literature. Wheel chair
accessable. Poetry readings and women's music nights-a cultural program
each Thursday night, free, 7: 30pm. They sell GAIA'S GUIDE. LESBIAN & FEMINIST MAIL ORDER CATALOGUE $1. 00-& ticket sales resource book for
women with room-mate listings, etc, workshops, etc. CHARIS is the
acknowledged center of lesbian / feminist Atlanta, make it your first stop for
info on all local happenings and be sure and say 'hi' from GAIA. New hours:
Open 7 days a week, 10. 30am-6. 30pm, M-Sat. & 1 pm-6pm Sundays. Say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Atlanta Gay Helpline","Information Services","","Atlanta","GA","Tel. 892-0661, 6-9pm nightly.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Who's Who","Bars","217 East Bay","Savannah","GA","-Tel. 232-9432.","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community of the Blessed Redeemer","Religious Groups","800 North Highland","Atlanta","GA","NE. -Tel. 872-2246","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Crazy Ray's","Restaurants","1492 Piedmont Road","Atlanta","GA","-Tel. 873-4655. Show-bar / restaurant/
breakfast/ lunch/ dinner & Sunday brunch.","*","Bar / Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cloud Nine","Bars","215 Tallahassee Road","Athens","GA","-Tel. 549-0999. Dance bar, open 8pm-2am /
closed Sunday. Mixed clientel.","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Pegasus Lounge","Bars","533 3rd Street","Macon","GA","Tel 742-1188","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"San Jose","Restaurants","1510-C Piedmont Avenue","Atlanta","GA","-Tel. 872-9747 -mexican food","*","Bar / Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Five Fifty One Downstairs","Show-Bar","551 Ponce de Leon Ave","Atlanta","GA","Tel. 873-4052.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Southern Gay Dreams","Radio Program","PO Box 5332","Atlanta","GA","write: PO Box 5332, 30307 -Tel. 523-3471. Sundays
8pm-9pm. Since 1977. 'Your in-put is appreciated'.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Tower Lounge","Bars","735 McGill","Atlanta","GA","-Tel. 688-5463. An historic sigh!. with an extremely
varied Jukebox.","***","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Atlanta Business and Professional Guild","Information Services","PO Box 52785","Atlanta","GA","write· Box 52785; 30355. Tel. 872-1922. Atlanta's progressive organization providing services and programs tailored for and about Gay & Lesbian professionals and Businesses.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Deena's One More Time","Bars","1890 Cheshire Bridge Road","Atlanta","GA","-Tel. 874-0980","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Dignity","Religious Groups","928 Gordon Street","Atlanta","GA","S W. at Ashby-Tel. 874-1694","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Flutters","Bars","1316 Westover Road","Albany","GA","-Tel. 888-7972","*","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Atlanta Couples Together","Special Interest Groups","","Atlanta","GA","-Tel 432-1085. For men & women. Monthly meetings, scheduled activities for gay and lesbian couples.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Toolulah's","Bars","3041 Piedmont Rd","Atlanta","GA","NE. -Tel. 262-9299. Small and crowded.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Redwood Inn","Bars","2210 Barnes Road ","Macon","GA","-Tel 781-4141 Open 8pm-2am Phone up for
tape recording of directions of how to get there. Show bar. pool table, recommended Say 'hi'from GAIA","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Curiosity Club","Bars","3 13th Street","Columbus","GA","Tel 322-8682","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Pharr Library","Bars","550 Pharr Road ","Atlanta","GA","NE. -Tel. 262-2525. Lots of happy hours. Dynasty
night.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"All Saints Metropolitan Community Church ","Religious Groups","575 Boulevard SE","Atlanta","GA","- Tel 636-3507. Services Sunday evenings at 6pm.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
