"","title","description","type","amenityfeatures","city","state","Year","notes","publication","country"
"1989","Edmonds Beach Park","by ferry dock","Cruising Areas","Cruisy Area","Edmonds","WA",1981,"","Bob Damron's Address Book","United States"
"1990","Edmonds Beach Park","by ferry dock","Cruising Areas","Cruisy Area","Edmonds","WA",1983,"","Bob Damron's Address Book","United States"
"1991","Egyptian Baths","(201) 295-4900","Bathhouses","(*)","Brick Town","NJ",1981,"","Bob Damron's Address Book","United States"
"1992","Eighth Day","","Bars/Clubs","","Dallas","TX",1981,"","Bob Damron's Address Book","United States"
"1993","Eighth Day","(Some YC, hustlers)(Go go boys)","Bars/Clubs","(YC)","Dallas","TX",1983,"","Bob Damron's Address Book","United States"
"1994","El Bravo","(Some B, Latins, RT, drags)","Bars/Clubs","(B),(RT)","Philadelphia","PA",1983,"","Bob Damron's Address Book","United States"
"1995","El Cine Theatre & Books","","Book Store,Theatre","","El Paso","TX",1983,"","Bob Damron's Address Book","United States"
"1996","El Greco Lounge","(Some 'hustlers')(Sun. only)","Bars/Clubs","","Pittsburgh","PA",1981,"","Bob Damron's Address Book","United States"
"1997","El Jardin","(Cruisy)(Patio)(WE*)","Bars/Clubs,Cruising Areas","(OC),(WE),(*)","San Antonio","TX",1981,"","Bob Damron's Address Book","United States"
"1998","El Jardin","","Bars/Clubs","(OC)","San Antonio","TX",1983,"","Bob Damron's Address Book","United States"
"1999","El Ranch Vista","(Bunk house)(Swim pool)(Guest Ranch) 817-897-4982","Hotel","(H),(WE)","Glen Rose","TX",1981,"","Bob Damron's Address Book","United States"
"2000","El Rancho Vista","(Bunk house)(Swim pool)(WE - all year)(Guest Ranch) 817-897-4982","Hotel","(H),(WE)","Glen Rose","TX",1983,"","Bob Damron's Address Book","United States"
"2001","Elbow Room","","Bars/Clubs","","Boston","MA",1981,"","Bob Damron's Address Book","United States"
"2002","Elbow Room","('interesting' neighborhood bar)","Bars/Clubs","","Boston","MA",1983,"","Bob Damron's Address Book","United States"
"2003","Elite Adult Books","","Book Store,Erotic Shop","","Tulsa","OK",1983,"","Bob Damron's Address Book","United States"
"2004","Elite Tavern","(Fun neighborhood bar)","Bars/Clubs","","Seattle","WA",1983,"","Bob Damron's Address Book","United States"
"2005","Elizabeth Sc.","(hustlers)","Cruising Areas","Cruisy Area","Brownsville","TX",1983,"","Bob Damron's Address Book","United States"
"2006","Ellis Park","","Cruising Areas","Cruisy Area,(AYOR)","Cedar Rapids","IA",1981,"","Bob Damron's Address Book","United States"
"2007","Ellis Park","","Cruising Areas","Cruisy Area,(AYOR)","Cedar Rapids","IA",1983,"","Bob Damron's Address Book","United States"
"2008","Ellwood Park","","Cruising Areas","Cruisy Area","Amarillo","TX",1983,"","Bob Damron's Address Book","United States"
"2009","Elmwood Park","","Cruising Areas","Cruisy Area","Amarillo","TX",1981,"","Bob Damron's Address Book","United States"
"2010","Elmwood Park","T-Room N. end","Cruising Areas","Cruisy Area,(WE),(AYOR)","Omaha","NE",1981,"","Bob Damron's Address Book","United States"
"2011","Elmwood Park","T-Room N . end","Cruising Areas","Cruisy Area,(WE),(AYOR)","Omaha","NE",1983,"","Bob Damron's Address Book","United States"
"2012","Embers","('Boom Boom Room')(Disco)(Some YC, L)(Adm)  at Couch","Bars/Clubs","(*),(YC),(L),(D)","Portland","OR",1983,"","Bob Damron's Address Book","United States"
"2013","Embers Lounge","(Liquor) (also C - AH)","Restaurant,Bars/Clubs","(*),(R),(E),(C),(AH)","Portland","OR",1981,"","Bob Damron's Address Book","United States"
"2014","Embers Lounge","Town House Motor Inn","Bars/Clubs,Hotel","(M)","Bismarck","ND",1981,"","Bob Damron's Address Book","United States"
"2015","Embers Lounge","Town House Motor Inn","Bars/Clubs,Hotel","(M)","Bismarck","ND",1983,"","Bob Damron's Address Book","United States"
"2016","Emo River","(Very secluded - Inquire locally)","Cruising Areas","Cruisy Area","Durham","NC",1983,"","Bob Damron's Address Book","United States"
"2017","Empire Baths","(Action)","Bathhouses","(*)","Denver","CO",1981,"","Bob Damron's Address Book","United States"
"2018","Empire Baths","(Action)","Bathhouses","(*)","Denver","CO",1983,"","Bob Damron's Address Book","United States"
"2019","Empire Lounge","","Bars/Clubs","(RT),(M)","Charleston","WV",1981,"","Bob Damron's Address Book","United States"
"2020","Empire Lounge","(Looking up)","Bars/Clubs","(M),(D)","Charleston","WV",1983,"","Bob Damron's Address Book","United States"
"2021","Emporium","(Some L, YC)","Bars/Clubs","(L),(YC),(D),(S)","Monroe","LA",1983,"","Bob Damron's Address Book","United States"
"2022","Emporium","(Disco)(WE*) at Ardenwood","Bars/Clubs","(YC),(D),(WE),(*)","Baton Rouge","LA",1983,"","Bob Damron's Address Book","United States"
"2023","Emporium, Ltd.","(clothes)","Business","","Dallas","TX",1981,"","Bob Damron's Address Book","United States"
"2024","Empress Theatre","(All Male)","Theatre","","Denver","CO",1981,"","Bob Damron's Address Book","United States"
"2025","Empress Theatre","(All Male)","Theatre","","Denver","CO",1983,"","Bob Damron's Address Book","United States"
"2026","Encanto Park","","Cruising Areas","Cruisy Area,(AYOR)","Phoenix","AZ",1981,"","Bob Damron's Address Book","United States"
"2027","Encanto Park","","Cruising Areas","Cruisy Area,(AYOR)","Phoenix","AZ",1983,"","Bob Damron's Address Book","United States"
"2028","Encore","(Disco)(Cl. Mon. & Tue.)","Bars/Clubs","(*),(YC),(D),(S),(AH)","Greensboro","NC",1983,"","Bob Damron's Address Book","United States"
"2029","Encore II","","Bars/Clubs","(D),(YC),(L)","Dallas","TX",1981,"","Bob Damron's Address Book","United States"
"2030","Enraged Chicken","","Restaurant","(M),(R)","New Orleans","LA",1983,"","Bob Damron's Address Book","United States"
"2031","Entertainer's Club","an alley off New York nr. the Boardwalk","Bars/Clubs","(*),(OC)","Atlantic City","NJ",1981,"","Bob Damron's Address Book","United States"
"2032","Entertainer's Club","an alley off New York nr. the Boardwalk","Bars/Clubs","(OC),(*)","Atlantic City","NJ",1983,"","Bob Damron's Address Book","United States"
"2033","Entrance Ramp","(Macho)(Disco)(Looks promising)","Bars/Clubs","(D)","Detroit","MI",1983,"","Bob Damron's Address Book","United States"
"2034","Entre Nous","(French R)","Restaurant","(M),(R)","New Orleans","LA",1981,"","Bob Damron's Address Book","United States"
"2035","Entree Nous","(Looks promising)","Bars/Clubs","(E)","Waikiki","HI",1983,"","Bob Damron's Address Book","United States"
"2036","Equus","(Disco - D - upstairs)","Bars/Clubs,Restaurant","(*),(D),(R),(E)","Philadelphia","PA",1981,"","Bob Damron's Address Book","United States"
"2037","Equus","(Disco - D - upstairs)","Restaurant,Bars/Clubs","(*),(D),(R),(E)","Philadelphia","PA",1983,"","Bob Damron's Address Book","United States"
"2038","Equus","(Fun neighborhood levi cruise bar*)(Lunches)","Bars/Clubs,Cruising Areas","(*)","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"2039","Erie Rex Lounge","(Cruisy-WE)","Cruising Areas","(M),(R),(E),Cruisy Area,(WE)","Detroit Lakes","MN",1981,"","Bob Damron's Address Book","United States"
"2040","Erie Rex Lounge","","Restaurant","(M),(R),(E),(WE)","Detroit Lakes","MN",1983,"","Bob Damron's Address Book","United States"
"2041","Ernie's Book Store","(Cruisy)","Book Store,Cruising Areas","","Council Bluffs","IA",1981,"","Bob Damron's Address Book","United States"
"2042","Ernie's Book Store","(Cruisy)","Book Store,Cruising Areas","","Council Bluffs","IA",1983,"","Bob Damron's Address Book","United States"
"2043","Ernie's Nesco Freeze","","Cruising Areas","Cruisy Area","Nescopeck","PA",1981,"","Bob Damron's Address Book","United States"
"2044","Eros Adult Book Store","(Cruisy*)","Book Store,Cruising Areas,Erotic Shop","(*)","El Paso","TX",1983,"","Bob Damron's Address Book","United States"
"2045","Eros Adult Book Store","","Book Store,Erotic Shop","","El Paso","TX",1983,"","Bob Damron's Address Book","United States"
"2046","Eros Book Mart","(Open 24 hrs.)","Book Store,Erotic Shop","","Atlanta","GA",1981,"","Bob Damron's Address Book","United States"
"2047","Erotic Forum","(Books)","Book Store,Erotic Shop","(*)","Lancaster","PA",1981,"","Bob Damron's Address Book","United States"
"2048","Erotic Forum","(Books)","Book Store,Erotic Shop","","Lancaster","PA",1983,"","Bob Damron's Address Book","United States"
"2049","Erotica House","(Book store)","Book Store,Erotic Shop","","Ft. Wayne","IN",1981,"","Bob Damron's Address Book","United States"
"2050","Erotica House","(Book store)","Book Store,Erotic Shop","","Ft. Wayne","IN",1983,"","Bob Damron's Address Book","United States"
"2051","Erotica Motel & Book Store","","Book Store,Hotel,Erotic Shop","","Phoenix","AZ",1981,"","Bob Damron's Address Book","United States"
"2052","Erotica Motel & Book Store","","Book Store,Hotel,Erotic Shop","(H)","Phoenix","AZ",1983,"","Bob Damron's Address Book","United States"
"2053","Escape Disco","","Bars/Clubs","(YC),(D),(AH),(BYOB)","Lexington","KY",1981,"","Bob Damron's Address Book","United States"
"2054","Escondido","Across the border in Cuidad Juarez, near the Club Olympico; All are AYOR, and you should get a local to take you over","Bars/Clubs","(*),(AYOR)","El Paso","TX",1983,"This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""","Bob Damron's Address Book","United States"
"2055","Escondo","Across the border in Cuidad Juarez; All are AYOR, and you should get a local to take you over","Bars/Clubs","(OC),(AYOR)","El Paso","TX",1983,"This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""","Bob Damron's Address Book","United States"
"2056","Escorts Charlotte","(Modeling, etc.) (704) 372-9635","Escort and Model Services","","Charlotte","NC",1981,"","Bob Damron's Address Book","United States"
"2057","Escorts Charlotte","(Modeling, etc.) (704) 372-9635","Escort and Model Services","","Charlotte","NC",1983,"","Bob Damron's Address Book","United States"
"2058","Esplanade","(Publication)","Publication","","Boston","MA",1983,"","Bob Damron's Address Book","United States"
"2059","Esplanade Paperback Books","","Book Store","(*)","Boston","MA",1981,"","Bob Damron's Address Book","United States"
"2060","Esplanade Paperback Books","","Book Store","(*)","Boston","MA",1983,"","Bob Damron's Address Book","United States"
"2061","Estaban's","","Restaurant","(M),(R)","St. Paul","MN",1983,"","Bob Damron's Address Book","United States"
"2062","Esterbrook Park","","Cruising Areas","Cruisy Area","Milwaukee","WI",1981,"","Bob Damron's Address Book","United States"
"2063","Esterbrook Park","","Cruising Areas","Cruisy Area,(AYOR)","Milwaukee","WI",1983,"","Bob Damron's Address Book","United States"
"2064","Etc., Etc. Club","(Disco)","Bars/Clubs","(YC),(D)","McAllen","TX",1983,"","Bob Damron's Address Book","United States"
"2065","Euclid Ave.","from Washington to Duncan","Cruising Areas","Cruisy Area","St. Louis","MO",1981,"","Bob Damron's Address Book","United States"
"2066","Euclid Ave.","from Washington to Duncan (Maryland Plaza)","Cruising Areas","Cruisy Area","St. Louis","MO",1983,"","Bob Damron's Address Book","United States"
"2067","Euclid Creek Metro. Park","","Cruising Areas","Cruisy Area,(AYOR)","Cleveland","OH",1981,"","Bob Damron's Address Book","United States"
"2068","Euclid Creek Metro. Park","","Cruising Areas","Cruisy Area,(AYOR)","Cleveland","OH",1983,"","Bob Damron's Address Book","United States"
"2069","Europa Club","(WE*)(Something for everyone)","Bars/Clubs","(D),(WE),(*)","Knoxville","TN",1981,"","Bob Damron's Address Book","United States"
"2070","Europa Club","(May be closing)(Cruisy)","Bars/Clubs,Cruising Areas","(D),(*)","Knoxville","TN",1983,"","Bob Damron's Address Book","United States"
"2071","Evangelo's","at Alameda","Bars/Clubs","(M)","Santa Fe","NM",1981,"","Bob Damron's Address Book","United States"
"2072","Evans St.","downtown","Cruising Areas","Cruisy Area","Florence","SC",1983,"","Bob Damron's Address Book","United States"
"2073","Evansville Book Mart","","Book Store","","Evansville","IN",1981,"","Bob Damron's Address Book","United States"
"2074","Evansville Book Mart","","Book Store","","Evansville","IN",1983,"","Bob Damron's Address Book","United States"
"2075","Everett Books & Magazines","","Book Store","","Everett","WA",1981,"","Bob Damron's Address Book","United States"
"2076","Evergreen Cafe","(Disco)","Bars/Clubs","(L),(D),(*)","Hartford","CT",1983,"","Bob Damron's Address Book","United States"
"2077","Evergreen Cafe (Disco)","","Bars/Clubs","(*),(L),(D)","Hartford","CT",1981,"","Bob Damron's Address Book","United States"
"2078","Exchange","(Some OC, L)","Bars/Clubs","(OC),(L)","Reno","NV",1981,"","Bob Damron's Address Book","United States"
"2079","Exchange","(Leather, books, etc.)","Book Store,Erotic Shop","","Columbus","OH",1983,"","Bob Damron's Address Book","United States"
"2080","Exclusive News","","Book Store","","Cleveland","OH",1983,"","Bob Damron's Address Book","United States"
"2081","Executive Book Store","","Book Store","","Fayetteville","NC",1983,"","Bob Damron's Address Book","United States"
"2082","Executive Books","","Book Store","","Atlanta","GA",1981,"","Bob Damron's Address Book","United States"
"2083","Executive Country","(Upstairs at High Country)","Bars/Clubs","(P),(L)","Dallas","TX",1983,"","Bob Damron's Address Book","United States"
"2084","Executive Health Club","Austin (Sauna, etc.) Stephen Austin Hotel(512) 478-7220","Hotel,Gym","(H),(OC)","Austin","TX",1981,"","Bob Damron's Address Book","United States"
"2085","Executive Health Club","(Sauna, etc.)(Some OC)- off Broadway","Hotel,Gym","(H),(OC)","San Antonio","TX",1981,"","Bob Damron's Address Book","United States"
"2086","Executive Health Club","(Sauna, etc.)(Some OC) - off Broadway","Hotel,Gym","(H),(OC)","San Antonio","TX",1983,"","Bob Damron's Address Book","United States"
"2087","Executive Modeling Agency","(Escorts) (404) 875-1927","Escort and Model Services","","Atlanta","GA",1983,"","Bob Damron's Address Book","United States"
"2088","Exedra","(Disco)(Unisex)","Bars/Clubs","(D),(YC)","Cleveland","OH",1981,"","Bob Damron's Address Book","United States"
"2089","Exedra","(Some YC, L, RT)(Disco)(Tue. & WE*)","Bars/Clubs","(YC),(L),(RT),(D),(WE),(*)","Cleveland","OH",1983,"","Bob Damron's Address Book","United States"
"2090","Exile","(Disco)(Some W, levis)(Sun. buffet-C -AH -WE)  at New York Ave.","Bars/Clubs","(D),(*),(W),(C),(AH),(WE)","Washington","DC",1981,"","Bob Damron's Address Book","United States"
"2091","Exile","(Some W, OC, RT)(PT)(Open days)","Bars/Clubs","(W),(OC),(RT),(PT)","Houston","TX",1981,"","Bob Damron's Address Book","United States"
"2092","Exile","(Some W, OC, RT)(Open days)","Bars/Clubs","(PT),(W),(OC),(RT)","Houston","TX",1983,"","Bob Damron's Address Book","United States"
"2093","Exile","(Disco)(Some W, lvis, FFA)(Sun. buffet - C-AH-WE)","Restaurant,Bars/Clubs","(*),(D),(W),(FFA),(C),(AH),(WE)","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"2094","Exit Lounge","(Cocktail hour & Sun. brunch*)","Restaurant,Bars/Clubs","(*)","Colorado Springs","CO",1981,"","Bob Damron's Address Book","United States"
"2095","Exit Lounge","(Cocktail hour & Sun. brunch & lunch) (see ad following pg.)","Restaurant,Bars/Clubs","(*)","Colorado Springs","CO",1983,"","Bob Damron's Address Book","United States"
"2096","Expresso","","Restaurant","(M),(R)","Memphis","TN",1983,"","Bob Damron's Address Book","United States"
"2097","F.C.H.A.G.","(Social organ.)","Organization","","Durango","CO",1981,"","Bob Damron's Address Book","United States"
"2098","Faces","(Many L)(Disco)(WE*)","Bars/Clubs","(WE),(D),(L),(*)","San Antonio","TX",1981,"","Bob Damron's Address Book","United States"
"2099","Faces","(Many L)(Disco)(WE*)","Bars/Clubs","(L),(D),(WE),(*)","San Antonio","TX",1983,"","Bob Damron's Address Book","United States"
"2100","Facets","(Specialty shop)","Business","","Houston","TX",1981,"","Bob Damron's Address Book","United States"
"2101","Factory","(Disco)","Bars/Clubs","(*),(YC),(D)","Milwaukee","WI",1983,"","Bob Damron's Address Book","United States"
"2102","Fager's Island","Inquire locally","Restaurant","(M),(R)","Ocean City","MD",1981,"","Bob Damron's Address Book","United States"
"2103","Fairchild St.","opp. Library nr. Square","Cruising Areas","Cruisy Area","Madison","WI",1981,"","Bob Damron's Address Book","United States"
"2104","Fairchild St.","(opp. Library nr. Square)","Cruising Areas","Cruisy Area","Madison","WI",1983,"","Bob Damron's Address Book","United States"
